Time, tau_r1, tau_r2, tau_r3, tau_r4, tau_r5, tau_r6, tau_n1, tau_n2, tau_n3, tau_n4, tau_n5, tau_n6,
49.286, -12.312, 25.1923, 31.5042, -4.51249, -0.778016, -1.50416, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
49.386, -12.5014, 26.1393, 32.1567, -4.46062, -2.02284, -1.40043, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
49.486, -12.6908, 26.7076, 30.479, -4.56436, -1.24483, -1.4523, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
49.586, -12.312, 25.5711, 31.411, -4.66809, -1.14109, -1.34856, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
49.686, -12.6908, 25.1923, 31.2246, -4.71996, -1.65977, -1.34856, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
49.786, -12.8802, 27.2758, 29.8265, -4.61623, -0.829883, -1.40043, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
49.886, -12.6908, 29.17, 30.3857, -4.8237, -1.71163, -1.34856, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
49.986, -12.6908, 30.8747, 31.5974, -4.61623, -1.6079, -1.34856, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
50.086, -12.6908, 29.17, 31.2246, -4.56436, -1.03735, -1.24483, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
50.186, -11.9332, 29.9276, 30.945, -4.51249, -0.985486, -1.24483, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
50.286, -12.312, 30.3065, 30.5722, -4.77183, -2.02284, -1.08922, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
50.386, -12.6908, 28.9806, 30.7586, -4.56436, -1.29669, -1.14109, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
50.486, -12.8802, 29.7382, 29.3605, -4.40876, -0.570545, -1.19296, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
50.586, -13.4485, 37.1254, 26.2846, -4.35689, -0.363074, -1.08922, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
50.686, -13.4485, 63.2647, 12.6763, -4.66809, 3.94195, -1.19296, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
50.786, -14.2062, 78.6074, 9.69361, -4.40876, 5.08304, -1.03735, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
50.886, -14.0167, 94.5183, 7.177, -4.56436, 6.22413, -1.19296, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
50.986, -13.2591, 99.6325, 5.40605, -4.71996, 4.9793, -1.19296, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
51.086, -12.6908, 99.8219, 4.47398, -4.71996, 5.39424, -0.985486, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
51.186, -12.1226, 105.883, 3.26227, -5.39424, 5.1349, -0.726148, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
51.286, -10.9861, 100.769, 2.14378, -6.37973, 5.65358, -0.466809, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
51.386, -8.14486, 100.39, 3.5419, -7.72829, 6.79467, 0.259339, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
51.486, -5.68246, 96.223, 3.91473, -8.24697, 5.96479, 0.829883, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
51.586, -3.40948, 90.3512, 4.47398, -7.98763, 6.63907, 1.08922, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
51.686, -1.32591, 88.457, 3.07586, -7.88389, 6.48346, 1.29669, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
51.786, -0, 85.8052, 5.31285, -7.98763, 7.10588, 1.40043, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
51.886, 1.51532, 80.3121, 7.08379, -8.24697, 7.00214, 1.50416, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
51.986, 2.08357, 77.2815, 6.43134, -7.62455, 6.4316, 1.65977, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
52.086, 2.08357, 74.0614, 8.3887, -8.55817, 6.06852, 1.86724, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
52.186, 1.89415, 70.8414, 7.177, -8.03949, 7.62455, 1.71163, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
52.286, 0.378831, 71.2202, 8.2955, -8.24697, 8.14323, 1.65977, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
52.386, -1.51532, 68.5684, 9.32078, -8.1951, 6.63907, 1.55603, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
52.486, -4.35655, 66.2954, 8.85474, -7.67642, 7.31335, 1.40043, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
52.586, -8.71311, 62.6965, 9.6004, -7.93576, 7.05401, 1.40043, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
52.686, -13.4485, 60.4235, 8.76153, -7.57269, 6.17226, 1.29669, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
52.786, -15.5321, 57.014, 9.5072, -7.46895, 6.22413, 0.726148, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
52.886, -16.6686, 55.3093, 10.9985, -4.46062, 6.95027, -0.778016, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
52.986, -16.2897, 52.0892, 11.0917, -3.89008, 7.00214, -1.71163, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
53.086, -15.7215, 49.8163, 12.117, -3.11206, 6.69093, -2.02284, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
53.186, -14.7744, 47.7327, 10.7189, -3.78634, 7.41708, -2.12658, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
53.286, -12.312, 43.1867, 12.3966, -2.95646, 6.84654, -2.38591, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
53.386, -7.19779, 37.1254, 14.0744, -3.3714, 6.89841, -2.48965, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
53.486, -0.947077, 32.0112, 13.9812, -3.00833, 5.91292, -2.23031, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
53.586, 5.68246, 27.4652, 15.0065, -2.85272, 6.7428, -2.74899, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
53.686, 10.7967, 26.1393, 15.2861, -2.90459, 5.80918, -2.28218, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
53.786, 12.8802, 26.1393, 15.1929, -3.47514, 6.79467, -2.23031, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
53.886, 13.4485, 27.0864, 19.1076, -4.04568, 7.05401, -1.81537, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
53.986, 12.6908, 28.7911, 26.471, -3.94195, 2.54152, -1.6079, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
54.086, 8.14486, 35.4207, 28.8944, -4.35689, 0.933619, -1.08922, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
54.186, 0.568246, 44.702, 31.5042, -5.60171, 0.778016, -0.726148, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
54.286, -8.52369, 49.4374, 32.6227, -7.72829, 0.466809, 1.08922, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
54.386, -14.3956, 50.0057, 32.7159, -7.93576, 1.03735, 2.02284, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
54.486, -18.1839, 49.6268, 33.8344, -8.3507, -0.518677, 2.54152, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
54.586, -15.7215, 44.1338, 32.3431, -8.76564, -0.259339, 3.2158, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
54.686, -7.3872, 28.4123, 32.8092, -9.23245, -1.34856, 3.99381, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
54.786, 10.7967, 22.351, 32.8092, -8.66191, -0.570545, 3.31953, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
54.886, 19.5098, 15.3426, 34.9529, -8.45444, -0.881751, 3.2158, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
54.986, 24.624, 10.9861, 37.656, -7.72829, -1.19296, 1.7635, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
55.086, 22.5404, 7.76603, 44.3669, -4.8237, -1.81537, -1.14109, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
55.186, 13.4485, -0.189415, 42.7824, -3.57887, -2.69712, -2.02284, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
55.286, 2.65182, 0.568246, 40.2658, -3.99381, -1.6079, -2.07471, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
55.386, -7.00837, -1.89415, 41.0114, -4.35689, -1.19296, -1.71163, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
55.486, -10.9861, 3.59889, 39.0541, -4.40876, -1.71163, -1.6079, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
55.586, -12.1226, 2.4624, 39.9862, -4.61623, -3.2158, -1.50416, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
55.686, -12.5014, 2.08357, 40.1726, -4.87556, -2.80086, -1.65977, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
55.786, -12.312, 2.27299, 41.2911, -4.87556, -2.69712, -1.50416, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
55.886, -12.6908, 2.27299, 38.8677, -4.56436, -3.68261, -1.55603, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
55.986, -13.4485, 1.51532, 35.885, -4.25315, -3.06019, -1.55603, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
56.086, -13.4485, 7.57662, 38.2152, -4.40876, -2.38591, -1.29669, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
56.186, -14.2062, 3.03065, 36.4443, -4.40876, -3.2158, -1.29669, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
56.286, -13.6379, 7.95545, 39.0541, -4.51249, -1.40043, -1.24483, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
56.386, -14.2062, 11.3649, 35.3258, -4.20128, -2.64525, -1.14109, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
56.486, -14.585, 14.9638, 36.1646, -4.35689, -3.47514, -0.985486, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
56.586, -14.2062, 21.0251, 32.9956, -4.40876, -2.07471, -1.08922, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
56.686, -14.3956, 31.0641, 31.1314, -4.20128, -1.6079, -0.778016, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
56.786, -14.7744, 39.209, 28.0556, -4.46062, -0.466809, -0.933619, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
56.886, -14.0167, 69.326, 12.9559, -4.04568, 4.09755, -0.778016, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
56.986, -14.3956, 88.0782, 8.94795, -4.09755, 5.29051, -0.778016, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
57.086, -14.2062, 95.6548, 7.08379, -4.51249, 5.86105, -0.829883, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
57.186, -12.6908, 100.769, 6.33813, -4.30502, 5.18677, -0.881751, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
57.286, -12.5014, 99.4431, 5.40605, -4.8237, 5.23864, -0.829883, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
57.386, -11.7438, 103.042, 4.10114, -5.54984, 7.15774, -0.622413, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
57.486, -10.4178, 102.474, 4.47398, -6.27599, 7.05401, -0.207471, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
57.586, -9.47077, 102.284, 3.5419, -7.00214, 6.7428, 0.0518677, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
57.686, -7.95545, 99.4431, 4.56718, -7.83202, 5.44611, 0.466809, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
57.786, -6.06129, 99.0643, 2.05057, -8.09136, 6.5872, 0.881751, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
57.886, -4.9248, 95.6548, 4.00794, -8.66191, 6.7428, 1.03735, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
57.986, -3.03065, 88.0782, 5.31285, -8.24697, 7.10588, 1.24483, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
58.086, -1.89415, 85.6158, 5.68568, -7.52082, 6.48346, 1.40043, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
58.186, -1.51532, 82.964, 4.47398, -7.98763, 7.78016, 1.65977, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
58.286, -1.70474, 78.9862, 5.03322, -7.67642, 6.7428, 1.71163, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
58.386, -2.65182, 71.599, 5.49926, -7.88389, 6.69093, 1.6079, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
58.486, -4.73539, 73.4932, 6.33813, -8.03949, 7.93576, 1.50416, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
58.586, -8.14486, 69.5155, 7.64304, -7.83202, 6.79467, 1.4523, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
58.686, -12.1226, 65.1589, 7.177, -7.57269, 6.4316, 1.24483, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
58.786, -15.1532, 60.4235, 8.66833, -7.31335, 5.96479, 0.985486, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
58.886, -16.1003, 58.5294, 7.73625, -4.92743, 7.26148, -1.03735, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
58.986, -16.4791, 54.9305, 10.3461, -3.89008, 7.20961, -1.7635, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
59.086, -15.5321, 50.9527, 11.9306, -3.99381, 6.48346, -2.07471, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
59.186, -14.2062, 48.4903, 11.7442, -3.68261, 7.36521, -2.38591, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
59.286, -10.9861, 43.1867, 12.0238, -3.42327, 6.7428, -2.69712, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
59.386, -3.59889, 35.6101, 12.7695, -3.3714, 7.15774, -2.85272, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
59.486, 5.30363, 27.0864, 13.4219, -3.16393, 6.79467, -2.59339, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
59.586, 12.1226, 25.3817, 13.0491, -3.00833, 6.95027, -2.38591, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
59.686, 16.1003, 23.8663, 13.2355, -3.26767, 6.17226, -2.23031, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
59.786, 16.858, 21.9722, 11.9306, -3.31953, 7.41708, -1.97097, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
59.886, 16.858, 20.4569, 11.2781, -3.83821, 7.93576, -1.24483, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
59.986, 18.1839, 21.0251, 10.9985, -4.20128, 7.31335, -0.829883, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
60.086, 17.9945, 18.7521, 9.5072, -7.10588, 7.41708, 1.34856, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
60.186, 16.1003, 20.2674, 10.9985, -7.98763, 7.26148, 1.91911, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
60.286, 14.3956, 20.2674, 9.13437, -7.41708, 6.27599, 2.07471, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
60.386, 11.5543, 18.1839, 10.6257, -7.15774, 7.05401, 1.71163, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
60.486, 9.66019, 18.9415, 10.7189, -7.62455, 5.23864, 1.81537, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
60.586, 7.3872, 17.4262, 10.4393, -7.57269, 8.29883, 1.6079, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
60.686, 6.06129, 15.7215, 11.2781, -7.00214, 7.15774, 1.4523, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
60.786, 4.9248, 15.1532, 11.9306, -6.7428, 6.89841, 1.19296, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
60.886, 4.73539, 18.7521, 10.9053, -6.84654, 6.01665, 1.4523, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
60.986, 3.78831, 17.6156, 11.8374, -7.00214, 7.05401, 1.4523, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
61.086, 3.59889, 19.8886, 11.5578, -7.05401, 6.53533, 1.50416, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
61.186, 3.40948, 21.2145, 11.7442, -7.05401, 6.32786, 1.55603, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
61.286, 3.22006, 20.4569, 11.1849, -7.52082, 6.22413, 1.6079, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
61.386, 1.32591, 25.0028, 11.2781, -7.41708, 6.69093, 1.55603, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
61.486, -1.51532, 31.2535, 14.354, -7.52082, 4.46062, 1.34856, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
61.586, -6.25071, 54.5516, 26.005, -7.67642, 1.08922, 1.34856, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
61.686, -9.28136, 66.106, 29.9197, -7.72829, 0.570545, 1.34856, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
61.786, -12.5014, 77.6603, 31.1314, -7.52082, -0.363074, 1.24483, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
61.886, -14.2062, 76.145, 33.3684, -7.46895, 0.311206, 1.40043, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
61.986, -16.858, 75.1979, 36.0714, -7.67642, -0.622413, 1.40043, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
62.086, -19.5098, 72.1673, 35.3258, -8.14323, -0.0518677, 1.4523, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
62.186, -20.2674, 63.833, 39.9862, -8.14323, 0.0518677, 2.54152, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
62.286, -17.0474, 56.2564, 36.5375, -8.76564, -0.207471, 3.527, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
62.386, -1.70474, 37.5043, 37.3763, -9.49179, -0.311206, 4.25315, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
62.486, 23.1087, 14.9638, 40.4522, -9.69926, -2.17844, 3.3714, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
62.586, 32.0112, 3.97772, 46.6039, -6.63907, -1.24483, 0.933619, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
62.686, 21.9722, -14.3956, 53.4081, -4.14942, -1.65977, -3.57887, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
62.786, -0.568246, -23.2981, 49.1205, -3.527, -3.68261, -2.59339, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
62.886, -14.9638, -25.1923, 49.9594, -4.30502, -4.14942, -2.17844, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
62.986, -16.6686, -25.0028, 47.536, -4.46062, -3.57887, -1.55603, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
63.086, -16.858, -29.3594, 48.9341, -4.30502, -0.67428, -1.7635, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
63.186, -14.585, -31.8218, 53.7809, -5.1349, -3.3714, -1.81537, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
63.286, -15.1532, -31.0641, 46.1379, -5.03117, -2.02284, -1.50416, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
63.386, -15.3426, -31.8218, 46.3243, -4.56436, -3.00833, -1.34856, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
63.486, -14.3956, -31.8218, 45.9515, -4.46062, -5.08304, -1.14109, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
63.586, -13.6379, -31.443, 51.8235, -4.66809, -2.54152, -1.08922, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
63.686, -12.312, -27.8441, 46.9767, -4.56436, -3.83821, -0.570545, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
63.786, -11.7438, -23.2981, 39.1473, -5.08304, -4.30502, -0.622413, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
63.886, -20.078, 17.805, 37.7492, -4.46062, -4.8237, -0.311206, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
63.986, -27.8441, 75.3873, 15.7521, -3.99381, 3.47514, -0.518677, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
64.086, -28.7911, 207.789, -12.0238, -4.71996, 8.40257, -1.40043, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
64.186, -16.2897, 203.053, -16.9638, -5.80918, 6.06852, -1.4523, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
64.286, -0.757662, 156.078, -7.36342, -7.41708, 4.14942, -1.24483, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
64.386, 9.8496, 141.304, -1.58453, -9.64739, 8.3507, -0.0518677, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
64.486, 12.5014, 132.401, -0.372831, -8.71378, 8.29883, 0.103735, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
64.586, 14.3956, 123.499, -0.0932078, -7.46895, 5.18677, 0.466809, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
64.686, 14.9638, 115.165, 2.05057, -7.72829, 4.87556, 0.570545, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
64.786, 14.2062, 103.421, 4.84681, -8.71378, 7.15774, 0.622413, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
64.886, 14.3956, 93.1924, 8.2955, -8.76564, 7.78016, 0.726148, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
64.986, 15.7215, 88.457, 10.8121, -8.92125, 8.09136, 0.726148, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
65.086, 14.7744, 77.6603, 12.117, -8.66191, 6.17226, 0.985486, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
65.186, 15.5321, 72.7355, 13.2355, -8.5063, 5.49798, 1.14109, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
65.286, 15.1532, 61.56, 17.9891, -8.81751, 4.30502, 1.08922, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
65.386, 14.0167, 30.8747, 33.0888, -8.45444, 0.311206, 0.985486, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
65.486, 13.2591, 18.3733, 35.6986, -8.5063, -0.518677, 0.622413, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
65.586, 11.9332, 12.1226, 36.6307, -7.93576, -1.91911, -0, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
