Time, xr, yr, zr, q0r, q1r, q2r, q3r, xn, yn, zn, q0n, q1n, q2n, q3n, xd, yd, zd, q0d, q1d, q2d, q3d
1.092, 0.298172, -0.172715, 0.335976, 0.0773747, 0.996657, 0.0261077, -0.00238223, 0.311056, -0.177321, 0.34089, 0.057705, 0.998162, 0.0184473, -0.00173163, 0, 0, 0, 0.057705, 0.998162, 0.0184473, -0.00173163, 
1.093, 0.298173, -0.172714, 0.335975, 0.0773748, 0.996657, 0.0261086, -0.00238299, 0.311086, -0.177328, 0.340896, 0.0576645, 0.998164, 0.0184348, -0.00172795, 0, 0, 0, 0.0576645, 0.998164, 0.0184348, -0.00172795, 
1.094, 0.298173, -0.172715, 0.335975, 0.0773744, 0.996657, 0.0261082, -0.0023825, 0.311115, -0.177335, 0.340903, 0.057624, 0.998167, 0.0184223, -0.00172427, 0, 0, 0, 0.057624, 0.998167, 0.0184223, -0.00172427, 
1.095, 0.298174, -0.172715, 0.335975, 0.0773756, 0.996657, 0.0261078, -0.00238113, 0.311144, -0.177341, 0.340909, 0.0575835, 0.998169, 0.0184098, -0.00172059, 0, 0, 0, 0.0575835, 0.998169, 0.0184098, -0.00172059, 
1.096, 0.298173, -0.172714, 0.335975, 0.0773747, 0.996657, 0.0261087, -0.00238181, 0.311174, -0.177348, 0.340916, 0.057543, 0.998172, 0.0183973, -0.0017169, 0, 0, 0, 0.057543, 0.998172, 0.0183973, -0.0017169, 
1.097, 0.298173, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261077, -0.00238206, 0.311203, -0.177355, 0.340922, 0.0575024, 0.998175, 0.0183848, -0.00171321, 0, 0, 0, 0.0575024, 0.998175, 0.0183848, -0.00171321, 
1.098, 0.298173, -0.172715, 0.335976, 0.0773742, 0.996657, 0.0261077, -0.00238135, 0.311233, -0.177361, 0.340929, 0.0574618, 0.998177, 0.0183722, -0.00170951, 0, 0, 0, 0.0574618, 0.998177, 0.0183722, -0.00170951, 
1.099, 0.298173, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261081, -0.00238352, 0.311262, -0.177368, 0.340935, 0.0574211, 0.99818, 0.0183597, -0.00170581, 0, 0, 0, 0.0574211, 0.99818, 0.0183597, -0.00170581, 
1.1, 0.298173, -0.172715, 0.335975, 0.0773746, 0.996657, 0.0261077, -0.00238213, 0.311291, -0.177375, 0.340942, 0.0573804, 0.998182, 0.0183472, -0.0017021, 0, 0, 0, 0.0573804, 0.998182, 0.0183472, -0.0017021, 
1.101, 0.298173, -0.172715, 0.335976, 0.0773743, 0.996657, 0.0261077, -0.00238137, 0.311321, -0.177381, 0.340949, 0.0573397, 0.998185, 0.0183347, -0.00169839, 0, 0, 0, 0.0573397, 0.998185, 0.0183347, -0.00169839, 
1.102, 0.298173, -0.172715, 0.335976, 0.0773751, 0.996657, 0.0261077, -0.00238174, 0.31135, -0.177388, 0.340955, 0.0572989, 0.998187, 0.0183222, -0.00169467, 0, 0, 0, 0.0572989, 0.998187, 0.0183222, -0.00169467, 
1.103, 0.298173, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261077, -0.00238205, 0.31138, -0.177395, 0.340962, 0.0572581, 0.99819, 0.0183097, -0.00169096, 0, 0, 0, 0.0572581, 0.99819, 0.0183097, -0.00169096, 
1.104, 0.298173, -0.172715, 0.335975, 0.0773751, 0.996657, 0.0261082, -0.00238209, 0.31141, -0.177401, 0.340968, 0.0572173, 0.998193, 0.0182972, -0.00168723, 0, 0, 0, 0.0572173, 0.998193, 0.0182972, -0.00168723, 
1.105, 0.298173, -0.172715, 0.335976, 0.0773751, 0.996657, 0.0261082, -0.00238224, 0.311439, -0.177408, 0.340975, 0.0571764, 0.998195, 0.0182846, -0.0016835, 0, 0, 0, 0.0571764, 0.998195, 0.0182846, -0.0016835, 
1.106, 0.298174, -0.172714, 0.335975, 0.0773748, 0.996657, 0.0261087, -0.00238125, 0.311469, -0.177415, 0.340981, 0.0571355, 0.998198, 0.0182721, -0.00167977, 0, 0, 0, 0.0571355, 0.998198, 0.0182721, -0.00167977, 
1.107, 0.298174, -0.172715, 0.335976, 0.0773743, 0.996657, 0.0261083, -0.00238082, 0.311498, -0.177421, 0.340988, 0.0570946, 0.9982, 0.0182596, -0.00167604, 0, 0, 0, 0.0570946, 0.9982, 0.0182596, -0.00167604, 
1.108, 0.298174, -0.172714, 0.335975, 0.0773743, 0.996657, 0.0261087, -0.00238132, 0.311528, -0.177428, 0.340995, 0.0570536, 0.998203, 0.0182471, -0.0016723, 0, 0, 0, 0.0570536, 0.998203, 0.0182471, -0.0016723, 
1.109, 0.298173, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261077, -0.00238165, 0.311558, -0.177435, 0.341001, 0.0570126, 0.998206, 0.0182346, -0.00166855, 0, 0, 0, 0.0570126, 0.998206, 0.0182346, -0.00166855, 
1.11, 0.298174, -0.172715, 0.335975, 0.0773752, 0.996657, 0.0261077, -0.00238208, 0.311588, -0.177441, 0.341008, 0.0569716, 0.998208, 0.0182221, -0.00166481, 0, 0, 0, 0.0569716, 0.998208, 0.0182221, -0.00166481, 
1.111, 0.298173, -0.172714, 0.335975, 0.0773757, 0.996657, 0.0261086, -0.00238254, 0.311617, -0.177448, 0.341014, 0.0569305, 0.998211, 0.0182095, -0.00166106, 0, 0, 0, 0.0569305, 0.998211, 0.0182095, -0.00166106, 
1.112, 0.298173, -0.172715, 0.335975, 0.0773748, 0.996657, 0.0261082, -0.0023821, 0.311647, -0.177455, 0.341021, 0.0568894, 0.998213, 0.018197, -0.0016573, 0, 0, 0, 0.0568894, 0.998213, 0.018197, -0.0016573, 
1.113, 0.298174, -0.172715, 0.335976, 0.0773747, 0.996657, 0.0261082, -0.00238131, 0.311677, -0.177461, 0.341028, 0.0568483, 0.998216, 0.0181845, -0.00165354, 0, 0, 0, 0.0568483, 0.998216, 0.0181845, -0.00165354, 
1.114, 0.298174, -0.172715, 0.335976, 0.0773752, 0.996657, 0.0261083, -0.00238053, 0.311707, -0.177468, 0.341034, 0.0568071, 0.998218, 0.018172, -0.00164978, 0, 0, 0, 0.0568071, 0.998218, 0.018172, -0.00164978, 
1.115, 0.298173, -0.172716, 0.335975, 0.0773747, 0.996657, 0.0261072, -0.0023825, 0.311737, -0.177475, 0.341041, 0.0567659, 0.998221, 0.0181595, -0.00164601, 0, 0, 0, 0.0567659, 0.998221, 0.0181595, -0.00164601, 
1.116, 0.298172, -0.172715, 0.335975, 0.0773752, 0.996657, 0.0261081, -0.00238306, 0.311766, -0.177481, 0.341048, 0.0567246, 0.998224, 0.018147, -0.00164224, 0, 0, 0, 0.0567246, 0.998224, 0.018147, -0.00164224, 
1.117, 0.298173, -0.172715, 0.335976, 0.0773756, 0.996657, 0.0261078, -0.00238128, 0.311796, -0.177488, 0.341054, 0.0566834, 0.998226, 0.0181345, -0.00163847, 0, 0, 0, 0.0566834, 0.998226, 0.0181345, -0.00163847, 
1.118, 0.298174, -0.172715, 0.335976, 0.0773747, 0.996657, 0.0261078, -0.00238041, 0.311826, -0.177494, 0.341061, 0.056642, 0.998229, 0.0181219, -0.00163469, 0, 0, 0, 0.056642, 0.998229, 0.0181219, -0.00163469, 
1.119, 0.298172, -0.172715, 0.335976, 0.0773747, 0.996657, 0.0261081, -0.0023832, 0.311856, -0.177501, 0.341067, 0.0566007, 0.998231, 0.0181094, -0.0016309, 0, 0, 0, 0.0566007, 0.998231, 0.0181094, -0.0016309, 
1.12, 0.298172, -0.172716, 0.335976, 0.0773742, 0.996657, 0.0261072, -0.00238267, 0.311886, -0.177508, 0.341074, 0.0565593, 0.998234, 0.0180969, -0.00162712, 0, 0, 0, 0.0565593, 0.998234, 0.0180969, -0.00162712, 
1.121, 0.298174, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261083, -0.00238073, 0.311916, -0.177514, 0.341081, 0.0565179, 0.998236, 0.0180844, -0.00162333, 0, 0, 0, 0.0565179, 0.998236, 0.0180844, -0.00162333, 
1.122, 0.298174, -0.172715, 0.335976, 0.0773743, 0.996657, 0.0261078, -0.00238127, 0.311946, -0.177521, 0.341087, 0.0564765, 0.998239, 0.0180719, -0.00161954, 0, 0, 0, 0.0564765, 0.998239, 0.0180719, -0.00161954, 
1.123, 0.298173, -0.172715, 0.335976, 0.0773747, 0.996657, 0.0261082, -0.00238194, 0.311976, -0.177527, 0.341094, 0.056435, 0.998242, 0.0180593, -0.00161574, 0, 0, 0, 0.056435, 0.998242, 0.0180593, -0.00161574, 
1.124, 0.298173, -0.172715, 0.335975, 0.0773739, 0.996657, 0.0261082, -0.00238265, 0.312006, -0.177534, 0.341101, 0.0563935, 0.998244, 0.0180468, -0.00161194, 0, 0, 0, 0.0563935, 0.998244, 0.0180468, -0.00161194, 
1.125, 0.298173, -0.172716, 0.335976, 0.0773752, 0.996657, 0.0261072, -0.00238214, 0.312037, -0.177541, 0.341107, 0.0563519, 0.998247, 0.0180343, -0.00160814, 0, 0, 0, 0.0563519, 0.998247, 0.0180343, -0.00160814, 
1.126, 0.298174, -0.172716, 0.335976, 0.0773747, 0.996657, 0.0261073, -0.00238118, 0.312067, -0.177547, 0.341114, 0.0563103, 0.998249, 0.0180218, -0.00160433, 0, 0, 0, 0.0563103, 0.998249, 0.0180218, -0.00160433, 
1.127, 0.298172, -0.172715, 0.335975, 0.0773751, 0.996657, 0.0261077, -0.00238301, 0.312097, -0.177554, 0.341121, 0.0562687, 0.998252, 0.0180093, -0.00160052, 0, 0, 0, 0.0562687, 0.998252, 0.0180093, -0.00160052, 
1.128, 0.298173, -0.172715, 0.335976, 0.0773747, 0.996657, 0.0261082, -0.00238186, 0.312127, -0.17756, 0.341127, 0.0562271, 0.998255, 0.0179967, -0.0015967, 0, 0, 0, 0.0562271, 0.998255, 0.0179967, -0.0015967, 
1.129, 0.298173, -0.172715, 0.335976, 0.0773743, 0.996657, 0.0261078, -0.00238127, 0.312157, -0.177567, 0.341134, 0.0561854, 0.998257, 0.0179842, -0.00159289, 0, 0, 0, 0.0561854, 0.998257, 0.0179842, -0.00159289, 
1.13, 0.298174, -0.172715, 0.335975, 0.0773752, 0.996657, 0.0261082, -0.00238124, 0.312187, -0.177574, 0.341141, 0.0561437, 0.99826, 0.0179717, -0.00158907, 0, 0, 0, 0.0561437, 0.99826, 0.0179717, -0.00158907, 
1.131, 0.298172, -0.172716, 0.335976, 0.0773746, 0.996657, 0.0261072, -0.00238305, 0.312218, -0.17758, 0.341148, 0.0561019, 0.998262, 0.0179592, -0.00158524, 0, 0, 0, 0.0561019, 0.998262, 0.0179592, -0.00158524, 
1.132, 0.298173, -0.172715, 0.335975, 0.0773748, 0.996657, 0.0261072, -0.00238207, 0.312248, -0.177587, 0.341154, 0.0560601, 0.998265, 0.0179466, -0.00158141, 0, 0, 0, 0.0560601, 0.998265, 0.0179466, -0.00158141, 
1.133, 0.298173, -0.172715, 0.335976, 0.0773746, 0.996657, 0.0261082, -0.00238176, 0.312278, -0.177593, 0.341161, 0.0560183, 0.998267, 0.0179341, -0.00157758, 0, 0, 0, 0.0560183, 0.998267, 0.0179341, -0.00157758, 
1.134, 0.298172, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261082, -0.00238265, 0.312309, -0.1776, 0.341168, 0.0559765, 0.99827, 0.0179216, -0.00157375, 0, 0, 0, 0.0559765, 0.99827, 0.0179216, -0.00157375, 
1.135, 0.298173, -0.172715, 0.335975, 0.0773748, 0.996657, 0.0261077, -0.00238217, 0.312339, -0.177606, 0.341174, 0.0559346, 0.998273, 0.0179091, -0.00156991, 0, 0, 0, 0.0559346, 0.998273, 0.0179091, -0.00156991, 
1.136, 0.298173, -0.172715, 0.335975, 0.0773742, 0.996657, 0.0261082, -0.00238214, 0.312369, -0.177613, 0.341181, 0.0558927, 0.998275, 0.0178965, -0.00156607, 0, 0, 0, 0.0558927, 0.998275, 0.0178965, -0.00156607, 
1.137, 0.298172, -0.172715, 0.335976, 0.0773747, 0.996657, 0.0261082, -0.00238233, 0.3124, -0.17762, 0.341188, 0.0558507, 0.998278, 0.017884, -0.00156223, 0, 0, 0, 0.0558507, 0.998278, 0.017884, -0.00156223, 
1.138, 0.298173, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261082, -0.00238219, 0.31243, -0.177626, 0.341195, 0.0558088, 0.99828, 0.0178715, -0.00155838, 0, 0, 0, 0.0558088, 0.99828, 0.0178715, -0.00155838, 
1.139, 0.298174, -0.172715, 0.335976, 0.0773739, 0.996657, 0.0261082, -0.0023813, 0.312461, -0.177633, 0.341201, 0.0557668, 0.998283, 0.0178589, -0.00155453, 0, 0, 0, 0.0557668, 0.998283, 0.0178589, -0.00155453, 
1.14, 0.298173, -0.172715, 0.335975, 0.0773761, 0.996657, 0.0261077, -0.00238209, 0.312491, -0.177639, 0.341208, 0.0557247, 0.998285, 0.0178464, -0.00155068, 0, 0, 0, 0.0557247, 0.998285, 0.0178464, -0.00155068, 
1.141, 0.298172, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261086, -0.00238305, 0.312522, -0.177646, 0.341215, 0.0556826, 0.998288, 0.0178339, -0.00154683, 0, 0, 0, 0.0556826, 0.998288, 0.0178339, -0.00154683, 
1.142, 0.298173, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261077, -0.00238214, 0.312552, -0.177652, 0.341222, 0.0556405, 0.998291, 0.0178214, -0.00154297, 0, 0, 0, 0.0556405, 0.998291, 0.0178214, -0.00154297, 
1.143, 0.298174, -0.172715, 0.335976, 0.0773743, 0.996657, 0.0261078, -0.00238127, 0.312583, -0.177659, 0.341228, 0.0555984, 0.998293, 0.0178088, -0.00153911, 0, 0, 0, 0.0555984, 0.998293, 0.0178088, -0.00153911, 
1.144, 0.298173, -0.172715, 0.335976, 0.0773759, 0.996657, 0.0261082, -0.00238088, 0.312613, -0.177665, 0.341235, 0.0555562, 0.998296, 0.0177963, -0.00153524, 0, 0, 0, 0.0555562, 0.998296, 0.0177963, -0.00153524, 
1.145, 0.298173, -0.172716, 0.335976, 0.077375, 0.996657, 0.0261068, -0.00238207, 0.312644, -0.177672, 0.341242, 0.055514, 0.998298, 0.0177837, -0.00153137, 0, 0, 0, 0.055514, 0.998298, 0.0177837, -0.00153137, 
1.146, 0.298172, -0.172715, 0.335975, 0.077376, 0.996657, 0.0261076, -0.00238359, 0.312674, -0.177679, 0.341249, 0.0554718, 0.998301, 0.0177712, -0.0015275, 0, 0, 0, 0.0554718, 0.998301, 0.0177712, -0.0015275, 
1.147, 0.298173, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261082, -0.00238218, 0.312705, -0.177685, 0.341256, 0.0554295, 0.998304, 0.0177587, -0.00152363, 0, 0, 0, 0.0554295, 0.998304, 0.0177587, -0.00152363, 
1.148, 0.298173, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261082, -0.00238265, 0.312736, -0.177692, 0.341262, 0.0553872, 0.998306, 0.0177461, -0.00151976, 0, 0, 0, 0.0553872, 0.998306, 0.0177461, -0.00151976, 
1.149, 0.298173, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261082, -0.00238168, 0.312766, -0.177698, 0.341269, 0.0553448, 0.998309, 0.0177336, -0.00151588, 0, 0, 0, 0.0553448, 0.998309, 0.0177336, -0.00151588, 
1.15, 0.298175, -0.172715, 0.335976, 0.0773743, 0.996657, 0.0261074, -0.00237953, 0.312797, -0.177705, 0.341276, 0.0553025, 0.998311, 0.017721, -0.001512, 0, 0, 0, 0.0553025, 0.998311, 0.017721, -0.001512, 
1.151, 0.298172, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261081, -0.00238312, 0.312828, -0.177711, 0.341283, 0.0552601, 0.998314, 0.0177085, -0.00150811, 0, 0, 0, 0.0552601, 0.998314, 0.0177085, -0.00150811, 
1.152, 0.298173, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261081, -0.00238306, 0.312858, -0.177718, 0.34129, 0.0552176, 0.998316, 0.017696, -0.00150423, 0, 0, 0, 0.0552176, 0.998316, 0.017696, -0.00150423, 
1.153, 0.298174, -0.172716, 0.335976, 0.0773747, 0.996657, 0.0261073, -0.00238118, 0.312889, -0.177724, 0.341296, 0.0551752, 0.998319, 0.0176834, -0.00150034, 0, 0, 0, 0.0551752, 0.998319, 0.0176834, -0.00150034, 
1.154, 0.298172, -0.172715, 0.335975, 0.0773738, 0.996657, 0.0261081, -0.00238342, 0.31292, -0.177731, 0.341303, 0.0551327, 0.998322, 0.0176709, -0.00149645, 0, 0, 0, 0.0551327, 0.998322, 0.0176709, -0.00149645, 
1.155, 0.298173, -0.172715, 0.335976, 0.0773752, 0.996657, 0.0261082, -0.0023814, 0.312951, -0.177737, 0.34131, 0.0550902, 0.998324, 0.0176583, -0.00149255, 0, 0, 0, 0.0550902, 0.998324, 0.0176583, -0.00149255, 
1.156, 0.298173, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261082, -0.00238216, 0.312982, -0.177744, 0.341317, 0.0550476, 0.998327, 0.0176458, -0.00148866, 0, 0, 0, 0.0550476, 0.998327, 0.0176458, -0.00148866, 
1.157, 0.298174, -0.172714, 0.335975, 0.0773752, 0.996657, 0.0261092, -0.00238127, 0.313012, -0.17775, 0.341324, 0.055005, 0.998329, 0.0176332, -0.00148476, 0, 0, 0, 0.055005, 0.998329, 0.0176332, -0.00148476, 
1.158, 0.298173, -0.172715, 0.335975, 0.0773751, 0.996657, 0.0261086, -0.00238259, 0.313043, -0.177757, 0.341331, 0.0549624, 0.998332, 0.0176207, -0.00148086, 0, 0, 0, 0.0549624, 0.998332, 0.0176207, -0.00148086, 
1.159, 0.298174, -0.172714, 0.335975, 0.0773752, 0.996657, 0.0261087, -0.00238087, 0.313074, -0.177763, 0.341337, 0.0549197, 0.998334, 0.0176081, -0.00147695, 0, 0, 0, 0.0549197, 0.998334, 0.0176081, -0.00147695, 
1.16, 0.298173, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261082, -0.0023817, 0.313105, -0.17777, 0.341344, 0.054877, 0.998337, 0.0175956, -0.00147305, 0, 0, 0, 0.054877, 0.998337, 0.0175956, -0.00147305, 
1.161, 0.298174, -0.172715, 0.335976, 0.0773751, 0.996657, 0.0261078, -0.0023808, 0.313136, -0.177776, 0.341351, 0.0548343, 0.99834, 0.017583, -0.00146914, 0, 0, 0, 0.0548343, 0.99834, 0.017583, -0.00146914, 
1.162, 0.298173, -0.172715, 0.335975, 0.0773752, 0.996657, 0.0261077, -0.00238246, 0.313167, -0.177783, 0.341358, 0.0547916, 0.998342, 0.0175704, -0.00146523, 0, 0, 0, 0.0547916, 0.998342, 0.0175704, -0.00146523, 
1.163, 0.298174, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261082, -0.00238216, 0.313198, -0.177789, 0.341365, 0.0547488, 0.998345, 0.0175579, -0.00146131, 0, 0, 0, 0.0547488, 0.998345, 0.0175579, -0.00146131, 
1.164, 0.298173, -0.172715, 0.335976, 0.0773751, 0.996657, 0.0261083, -0.0023805, 0.313229, -0.177796, 0.341372, 0.054706, 0.998347, 0.0175453, -0.0014574, 0, 0, 0, 0.054706, 0.998347, 0.0175453, -0.0014574, 
1.165, 0.298173, -0.172716, 0.335976, 0.0773746, 0.996657, 0.0261072, -0.0023821, 0.31326, -0.177802, 0.341379, 0.0546631, 0.99835, 0.0175328, -0.00145348, 0, 0, 0, 0.0546631, 0.99835, 0.0175328, -0.00145348, 
1.166, 0.298173, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261082, -0.00238208, 0.313291, -0.177809, 0.341386, 0.0546203, 0.998352, 0.0175202, -0.00144956, 0, 0, 0, 0.0546203, 0.998352, 0.0175202, -0.00144956, 
1.167, 0.298173, -0.172716, 0.335976, 0.0773755, 0.996657, 0.0261077, -0.00238221, 0.313322, -0.177815, 0.341393, 0.0545773, 0.998355, 0.0175076, -0.00144564, 0, 0, 0, 0.0545773, 0.998355, 0.0175076, -0.00144564, 
1.168, 0.298172, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261077, -0.0023831, 0.313353, -0.177822, 0.3414, 0.0545344, 0.998358, 0.0174951, -0.00144172, 0, 0, 0, 0.0545344, 0.998358, 0.0174951, -0.00144172, 
1.169, 0.298174, -0.172715, 0.335976, 0.0773755, 0.996657, 0.0261087, -0.00238052, 0.313384, -0.177828, 0.341406, 0.0544914, 0.99836, 0.0174825, -0.00143779, 0, 0, 0, 0.0544914, 0.99836, 0.0174825, -0.00143779, 
1.17, 0.298173, -0.172715, 0.335975, 0.0773751, 0.996657, 0.0261082, -0.00238169, 0.313416, -0.177835, 0.341413, 0.0544484, 0.998363, 0.0174699, -0.00143386, 0, 0, 0, 0.0544484, 0.998363, 0.0174699, -0.00143386, 
1.171, 0.298172, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261082, -0.00238273, 0.313447, -0.177841, 0.34142, 0.0544054, 0.998365, 0.0174574, -0.00142994, 0, 0, 0, 0.0544054, 0.998365, 0.0174574, -0.00142994, 
1.172, 0.298173, -0.172714, 0.335976, 0.0773756, 0.996657, 0.0261087, -0.00238191, 0.313478, -0.177848, 0.341427, 0.0543624, 0.998368, 0.0174448, -0.001426, 0, 0, 0, 0.0543624, 0.998368, 0.0174448, -0.001426, 
1.173, 0.298172, -0.172715, 0.335976, 0.0773741, 0.996657, 0.0261077, -0.00238227, 0.313509, -0.177854, 0.341434, 0.0543193, 0.99837, 0.0174322, -0.00142207, 0, 0, 0, 0.0543193, 0.99837, 0.0174322, -0.00142207, 
1.174, 0.298173, -0.172715, 0.335975, 0.0773742, 0.996657, 0.0261082, -0.00238177, 0.31354, -0.177861, 0.341441, 0.0542761, 0.998373, 0.0174196, -0.00141814, 0, 0, 0, 0.0542761, 0.998373, 0.0174196, -0.00141814, 
1.175, 0.298173, -0.172715, 0.335975, 0.0773751, 0.996657, 0.0261082, -0.00238217, 0.313572, -0.177867, 0.341448, 0.054233, 0.998376, 0.017407, -0.0014142, 0, 0, 0, 0.054233, 0.998376, 0.017407, -0.0014142, 
1.176, 0.298173, -0.172714, 0.335975, 0.0773743, 0.996657, 0.0261087, -0.00238171, 0.313603, -0.177874, 0.341455, 0.0541898, 0.998378, 0.0173945, -0.00141026, 0, 0, 0, 0.0541898, 0.998378, 0.0173945, -0.00141026, 
1.177, 0.298173, -0.172715, 0.335975, 0.0773746, 0.996657, 0.0261087, -0.00238178, 0.313634, -0.17788, 0.341462, 0.0541466, 0.998381, 0.0173819, -0.00140632, 0, 0, 0, 0.0541466, 0.998381, 0.0173819, -0.00140632, 
1.178, 0.298172, -0.172715, 0.335975, 0.0773746, 0.996657, 0.0261076, -0.00238347, 0.313665, -0.177887, 0.341469, 0.0541034, 0.998383, 0.0173693, -0.00140238, 0, 0, 0, 0.0541034, 0.998383, 0.0173693, -0.00140238, 
1.179, 0.298172, -0.172715, 0.335975, 0.0773742, 0.996657, 0.0261077, -0.00238261, 0.313697, -0.177893, 0.341476, 0.0540601, 0.998386, 0.0173567, -0.00139844, 0, 0, 0, 0.0540601, 0.998386, 0.0173567, -0.00139844, 
1.18, 0.298172, -0.172715, 0.335975, 0.0773761, 0.996657, 0.0261081, -0.00238306, 0.313728, -0.1779, 0.341483, 0.0540168, 0.998388, 0.0173441, -0.00139449, 0, 0, 0, 0.0540168, 0.998388, 0.0173441, -0.00139449, 
1.181, 0.298173, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261082, -0.00238219, 0.313759, -0.177906, 0.34149, 0.0539734, 0.998391, 0.0173315, -0.00139054, 0, 0, 0, 0.0539734, 0.998391, 0.0173315, -0.00139054, 
1.182, 0.298174, -0.172714, 0.335975, 0.0773752, 0.996657, 0.0261087, -0.00238134, 0.313791, -0.177913, 0.341497, 0.0539301, 0.998394, 0.0173189, -0.0013866, 0, 0, 0, 0.0539301, 0.998394, 0.0173189, -0.0013866, 
1.183, 0.298173, -0.172714, 0.335975, 0.0773743, 0.996657, 0.0261086, -0.00238258, 0.313822, -0.177919, 0.341504, 0.0538867, 0.998396, 0.0173063, -0.00138265, 0, 0, 0, 0.0538867, 0.998396, 0.0173063, -0.00138265, 
1.184, 0.298174, -0.172715, 0.335975, 0.0773738, 0.996657, 0.0261077, -0.00238165, 0.313854, -0.177926, 0.341511, 0.0538433, 0.998399, 0.0172937, -0.00137869, 0, 0, 0, 0.0538433, 0.998399, 0.0172937, -0.00137869, 
1.185, 0.298173, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261082, -0.00238216, 0.313885, -0.177932, 0.341518, 0.0537998, 0.998401, 0.0172811, -0.00137474, 0, 0, 0, 0.0537998, 0.998401, 0.0172811, -0.00137474, 
1.186, 0.298172, -0.172715, 0.335976, 0.0773747, 0.996657, 0.0261077, -0.0023827, 0.313916, -0.177938, 0.341525, 0.0537563, 0.998404, 0.0172685, -0.00137079, 0, 0, 0, 0.0537563, 0.998404, 0.0172685, -0.00137079, 
1.187, 0.298173, -0.172715, 0.335976, 0.0773738, 0.996657, 0.0261077, -0.00238223, 0.313948, -0.177945, 0.341532, 0.0537128, 0.998406, 0.0172559, -0.00136683, 0, 0, 0, 0.0537128, 0.998406, 0.0172559, -0.00136683, 
1.188, 0.298173, -0.172715, 0.335975, 0.0773751, 0.996657, 0.0261082, -0.00238167, 0.313979, -0.177951, 0.341539, 0.0536693, 0.998409, 0.0172433, -0.00136288, 0, 0, 0, 0.0536693, 0.998409, 0.0172433, -0.00136288, 
1.189, 0.298173, -0.172715, 0.335975, 0.0773737, 0.996657, 0.0261082, -0.00238213, 0.314011, -0.177958, 0.341546, 0.0536257, 0.998412, 0.0172307, -0.00135892, 0, 0, 0, 0.0536257, 0.998412, 0.0172307, -0.00135892, 
1.19, 0.298174, -0.172715, 0.335976, 0.0773752, 0.996657, 0.0261078, -0.00238129, 0.314043, -0.177964, 0.341553, 0.0535821, 0.998414, 0.0172181, -0.00135496, 0, 0, 0, 0.0535821, 0.998414, 0.0172181, -0.00135496, 
1.191, 0.298173, -0.172715, 0.335975, 0.0773742, 0.996657, 0.0261087, -0.00238169, 0.314074, -0.177971, 0.34156, 0.0535385, 0.998417, 0.0172055, -0.001351, 0, 0, 0, 0.0535385, 0.998417, 0.0172055, -0.001351, 
1.192, 0.298172, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261082, -0.00238225, 0.314106, -0.177977, 0.341568, 0.0534948, 0.998419, 0.0171929, -0.00134704, 0, 0, 0, 0.0534948, 0.998419, 0.0171929, -0.00134704, 
1.193, 0.298174, -0.172715, 0.335976, 0.0773738, 0.996657, 0.0261082, -0.00238089, 0.314137, -0.177984, 0.341575, 0.0534511, 0.998422, 0.0171803, -0.00134307, 0, 0, 0, 0.0534511, 0.998422, 0.0171803, -0.00134307, 
1.194, 0.298173, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261082, -0.00238257, 0.314169, -0.17799, 0.341582, 0.0534074, 0.998424, 0.0171676, -0.00133911, 0, 0, 0, 0.0534074, 0.998424, 0.0171676, -0.00133911, 
1.195, 0.298173, -0.172715, 0.335975, 0.0773742, 0.996657, 0.0261082, -0.00238264, 0.3142, -0.177997, 0.341589, 0.0533636, 0.998427, 0.017155, -0.00133515, 0, 0, 0, 0.0533636, 0.998427, 0.017155, -0.00133515, 
1.196, 0.298173, -0.172715, 0.335976, 0.0773742, 0.996657, 0.0261077, -0.00238135, 0.314232, -0.178003, 0.341596, 0.0533199, 0.998429, 0.0171424, -0.00133118, 0, 0, 0, 0.0533199, 0.998429, 0.0171424, -0.00133118, 
