Time, xr, yr, zr, q0r, q1r, q2r, q3r, xn, yn, zn, q0n, q1n, q2n, q3n, xd, yd, zd, q0d, q1d, q2d, q3d
0.44, 0.298174, -0.172715, 0.335975, 0.0773733, 0.996657, 0.0261077, -0.00238156, 0.299289, -0.172576, 0.335962, 0.0753999, 0.996809, 0.0261029, -0.00248464, 0, 0, 0, 0.0753999, 0.996809, 0.0261029, -0.00248464, 
0.441, 0.298175, -0.172715, 0.335975, 0.0773734, 0.996657, 0.0261083, -0.00238074, 0.299295, -0.172581, 0.335969, 0.0753865, 0.99681, 0.0260955, -0.00248664, 0, 0, 0, 0.0753865, 0.99681, 0.0260955, -0.00248664, 
0.442, 0.298174, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261082, -0.00238201, 0.299302, -0.172586, 0.335976, 0.0753731, 0.996811, 0.0260882, -0.00248863, 0, 0, 0, 0.0753731, 0.996811, 0.0260882, -0.00248863, 
0.443, 0.298174, -0.172715, 0.335975, 0.0773735, 0.996657, 0.0261072, -0.00238237, 0.299309, -0.172591, 0.335983, 0.0753596, 0.996812, 0.0260807, -0.00249061, 0, 0, 0, 0.0753596, 0.996812, 0.0260807, -0.00249061, 
0.444, 0.298173, -0.172715, 0.335975, 0.0773739, 0.996657, 0.0261077, -0.00238254, 0.299315, -0.172596, 0.335991, 0.075346, 0.996813, 0.0260733, -0.00249259, 0, 0, 0, 0.075346, 0.996813, 0.0260733, -0.00249259, 
0.445, 0.298173, -0.172716, 0.335975, 0.0773743, 0.996657, 0.0261071, -0.00238377, 0.299322, -0.172601, 0.335998, 0.0753325, 0.996815, 0.0260658, -0.00249455, 0, 0, 0, 0.0753325, 0.996815, 0.0260658, -0.00249455, 
0.446, 0.298173, -0.172715, 0.335975, 0.0773738, 0.996657, 0.0261072, -0.00238347, 0.299329, -0.172606, 0.336005, 0.0753188, 0.996816, 0.0260583, -0.0024965, 0, 0, 0, 0.0753188, 0.996816, 0.0260583, -0.0024965, 
0.447, 0.298175, -0.172716, 0.335975, 0.0773748, 0.996657, 0.0261073, -0.00238102, 0.299335, -0.172612, 0.336013, 0.0753052, 0.996817, 0.0260508, -0.00249845, 0, 0, 0, 0.0753052, 0.996817, 0.0260508, -0.00249845, 
0.448, 0.298174, -0.172714, 0.335975, 0.077373, 0.996657, 0.0261082, -0.00238249, 0.299342, -0.172617, 0.33602, 0.0752915, 0.996818, 0.0260432, -0.00250038, 0, 0, 0, 0.0752915, 0.996818, 0.0260432, -0.00250038, 
0.449, 0.298174, -0.172716, 0.335975, 0.0773743, 0.996657, 0.0261073, -0.00238156, 0.299349, -0.172622, 0.336027, 0.0752777, 0.99682, 0.0260356, -0.0025023, 0, 0, 0, 0.0752777, 0.99682, 0.0260356, -0.0025023, 
0.45, 0.298174, -0.172716, 0.335975, 0.0773748, 0.996657, 0.0261072, -0.00238197, 0.299356, -0.172627, 0.336035, 0.075264, 0.996821, 0.026028, -0.00250422, 0, 0, 0, 0.075264, 0.996821, 0.026028, -0.00250422, 
0.451, 0.298174, -0.172715, 0.335975, 0.077373, 0.996657, 0.0261072, -0.00238194, 0.299363, -0.172632, 0.336042, 0.0752501, 0.996822, 0.0260203, -0.00250612, 0, 0, 0, 0.0752501, 0.996822, 0.0260203, -0.00250612, 
0.452, 0.298174, -0.172715, 0.335975, 0.0773725, 0.996658, 0.0261072, -0.00238243, 0.29937, -0.172638, 0.33605, 0.0752363, 0.996823, 0.0260126, -0.00250802, 0, 0, 0, 0.0752363, 0.996823, 0.0260126, -0.00250802, 
0.453, 0.298174, -0.172716, 0.335975, 0.0773743, 0.996657, 0.0261072, -0.00238283, 0.299377, -0.172643, 0.336057, 0.0752224, 0.996824, 0.0260049, -0.0025099, 0, 0, 0, 0.0752224, 0.996824, 0.0260049, -0.0025099, 
0.454, 0.298173, -0.172715, 0.335974, 0.0773752, 0.996657, 0.0261076, -0.00238422, 0.299384, -0.172648, 0.336065, 0.0752084, 0.996826, 0.0259971, -0.00251178, 0, 0, 0, 0.0752084, 0.996826, 0.0259971, -0.00251178, 
0.455, 0.298173, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261077, -0.00238206, 0.299391, -0.172654, 0.336072, 0.0751944, 0.996827, 0.0259894, -0.00251364, 0, 0, 0, 0.0751944, 0.996827, 0.0259894, -0.00251364, 
0.456, 0.298173, -0.172715, 0.335975, 0.0773739, 0.996657, 0.0261076, -0.00238341, 0.299398, -0.172659, 0.336079, 0.0751804, 0.996828, 0.0259816, -0.0025155, 0, 0, 0, 0.0751804, 0.996828, 0.0259816, -0.0025155, 
0.457, 0.298173, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261077, -0.00238253, 0.299405, -0.172664, 0.336087, 0.0751664, 0.996829, 0.0259737, -0.00251734, 0, 0, 0, 0.0751664, 0.996829, 0.0259737, -0.00251734, 
0.458, 0.298174, -0.172716, 0.335975, 0.0773738, 0.996657, 0.0261067, -0.00238279, 0.299412, -0.17267, 0.336095, 0.0751523, 0.996831, 0.0259658, -0.00251918, 0, 0, 0, 0.0751523, 0.996831, 0.0259658, -0.00251918, 
0.459, 0.298173, -0.172715, 0.335975, 0.0773738, 0.996657, 0.0261077, -0.00238262, 0.299419, -0.172675, 0.336102, 0.0751381, 0.996832, 0.0259579, -0.002521, 0, 0, 0, 0.0751381, 0.996832, 0.0259579, -0.002521, 
0.46, 0.298174, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261082, -0.00238122, 0.299427, -0.172681, 0.33611, 0.0751239, 0.996833, 0.02595, -0.00252282, 0, 0, 0, 0.0751239, 0.996833, 0.02595, -0.00252282, 
0.461, 0.298173, -0.172716, 0.335975, 0.0773739, 0.996657, 0.0261067, -0.00238249, 0.299434, -0.172686, 0.336117, 0.0751097, 0.996835, 0.0259421, -0.00252462, 0, 0, 0, 0.0751097, 0.996835, 0.0259421, -0.00252462, 
0.462, 0.298173, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261077, -0.00238256, 0.299441, -0.172692, 0.336125, 0.0750954, 0.996836, 0.0259341, -0.00252641, 0, 0, 0, 0.0750954, 0.996836, 0.0259341, -0.00252641, 
0.463, 0.298172, -0.172715, 0.335975, 0.0773738, 0.996657, 0.0261081, -0.00238399, 0.299448, -0.172697, 0.336132, 0.0750811, 0.996837, 0.0259261, -0.0025282, 0, 0, 0, 0.0750811, 0.996837, 0.0259261, -0.0025282, 
0.464, 0.298174, -0.172715, 0.335975, 0.0773748, 0.996657, 0.0261077, -0.00238199, 0.299456, -0.172703, 0.33614, 0.0750668, 0.996838, 0.025918, -0.00252997, 0, 0, 0, 0.0750668, 0.996838, 0.025918, -0.00252997, 
0.465, 0.298174, -0.172716, 0.335975, 0.0773743, 0.996657, 0.0261073, -0.00238148, 0.299463, -0.172708, 0.336148, 0.0750524, 0.99684, 0.0259099, -0.00253174, 0, 0, 0, 0.0750524, 0.99684, 0.0259099, -0.00253174, 
0.466, 0.298173, -0.172716, 0.335975, 0.0773756, 0.996657, 0.0261072, -0.00238331, 0.299471, -0.172714, 0.336155, 0.0750379, 0.996841, 0.0259018, -0.00253349, 0, 0, 0, 0.0750379, 0.996841, 0.0259018, -0.00253349, 
0.467, 0.298173, -0.172716, 0.335975, 0.0773728, 0.996658, 0.0261067, -0.00238371, 0.299478, -0.172719, 0.336163, 0.0750235, 0.996842, 0.0258937, -0.00253523, 0, 0, 0, 0.0750235, 0.996842, 0.0258937, -0.00253523, 
0.468, 0.298174, -0.172715, 0.335975, 0.077374, 0.996657, 0.0261077, -0.00238249, 0.299485, -0.172725, 0.336171, 0.0750089, 0.996844, 0.0258855, -0.00253696, 0, 0, 0, 0.0750089, 0.996844, 0.0258855, -0.00253696, 
0.469, 0.298174, -0.172716, 0.335975, 0.0773743, 0.996657, 0.0261072, -0.00238196, 0.299493, -0.17273, 0.336179, 0.0749944, 0.996845, 0.0258774, -0.00253869, 0, 0, 0, 0.0749944, 0.996845, 0.0258774, -0.00253869, 
0.47, 0.298174, -0.172715, 0.335975, 0.0773748, 0.996657, 0.0261072, -0.00238207, 0.2995, -0.172736, 0.336186, 0.0749798, 0.996846, 0.0258691, -0.0025404, 0, 0, 0, 0.0749798, 0.996846, 0.0258691, -0.0025404, 
0.471, 0.298175, -0.172715, 0.335975, 0.0773739, 0.996657, 0.0261082, -0.00238202, 0.299508, -0.172742, 0.336194, 0.0749652, 0.996848, 0.0258609, -0.0025421, 0, 0, 0, 0.0749652, 0.996848, 0.0258609, -0.0025421, 
0.472, 0.298174, -0.172716, 0.335976, 0.0773725, 0.996658, 0.0261068, -0.00238151, 0.299516, -0.172747, 0.336202, 0.0749505, 0.996849, 0.0258526, -0.00254379, 0, 0, 0, 0.0749505, 0.996849, 0.0258526, -0.00254379, 
0.473, 0.298175, -0.172715, 0.335975, 0.0773734, 0.996657, 0.0261073, -0.00238061, 0.299523, -0.172753, 0.33621, 0.0749358, 0.99685, 0.0258443, -0.00254547, 0, 0, 0, 0.0749358, 0.99685, 0.0258443, -0.00254547, 
0.474, 0.298174, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261077, -0.00238143, 0.299531, -0.172759, 0.336217, 0.074921, 0.996851, 0.025836, -0.00254714, 0, 0, 0, 0.074921, 0.996851, 0.025836, -0.00254714, 
0.475, 0.298174, -0.172715, 0.335975, 0.0773729, 0.996657, 0.0261077, -0.00238157, 0.299539, -0.172764, 0.336225, 0.0749062, 0.996853, 0.0258276, -0.0025488, 0, 0, 0, 0.0749062, 0.996853, 0.0258276, -0.0025488, 
0.476, 0.298172, -0.172716, 0.335975, 0.0773751, 0.996657, 0.0261066, -0.00238422, 0.299546, -0.17277, 0.336233, 0.0748914, 0.996854, 0.0258193, -0.00255045, 0, 0, 0, 0.0748914, 0.996854, 0.0258193, -0.00255045, 
0.477, 0.298173, -0.172715, 0.335975, 0.0773751, 0.996657, 0.0261076, -0.0023834, 0.299554, -0.172776, 0.336241, 0.0748765, 0.996855, 0.0258108, -0.00255209, 0, 0, 0, 0.0748765, 0.996855, 0.0258108, -0.00255209, 
0.478, 0.298174, -0.172715, 0.335975, 0.0773734, 0.996657, 0.0261077, -0.00238188, 0.299562, -0.172782, 0.336249, 0.0748615, 0.996857, 0.0258024, -0.00255372, 0, 0, 0, 0.0748615, 0.996857, 0.0258024, -0.00255372, 
0.479, 0.298173, -0.172716, 0.335976, 0.0773747, 0.996657, 0.0261067, -0.00238247, 0.29957, -0.172787, 0.336257, 0.0748466, 0.996858, 0.0257939, -0.00255534, 0, 0, 0, 0.0748466, 0.996858, 0.0257939, -0.00255534, 
0.48, 0.298174, -0.172715, 0.335975, 0.0773748, 0.996657, 0.0261077, -0.00238199, 0.299578, -0.172793, 0.336264, 0.0748316, 0.996859, 0.0257854, -0.00255694, 0, 0, 0, 0.0748316, 0.996859, 0.0257854, -0.00255694, 
0.481, 0.298174, -0.172715, 0.335975, 0.0773738, 0.996657, 0.0261082, -0.00238152, 0.299585, -0.172799, 0.336272, 0.0748165, 0.996861, 0.0257769, -0.00255854, 0, 0, 0, 0.0748165, 0.996861, 0.0257769, -0.00255854, 
0.482, 0.298175, -0.172715, 0.335976, 0.0773735, 0.996657, 0.0261073, -0.00238024, 0.299593, -0.172805, 0.33628, 0.0748014, 0.996862, 0.0257684, -0.00256013, 0, 0, 0, 0.0748014, 0.996862, 0.0257684, -0.00256013, 
0.483, 0.298174, -0.172716, 0.335975, 0.0773748, 0.996657, 0.0261072, -0.00238244, 0.299601, -0.172811, 0.336288, 0.0747863, 0.996864, 0.0257598, -0.0025617, 0, 0, 0, 0.0747863, 0.996864, 0.0257598, -0.0025617, 
0.484, 0.298174, -0.172716, 0.335975, 0.0773748, 0.996657, 0.0261073, -0.0023811, 0.299609, -0.172817, 0.336296, 0.0747711, 0.996865, 0.0257512, -0.00256327, 0, 0, 0, 0.0747711, 0.996865, 0.0257512, -0.00256327, 
0.485, 0.298173, -0.172716, 0.335975, 0.0773747, 0.996657, 0.0261072, -0.00238292, 0.299617, -0.172823, 0.336304, 0.0747559, 0.996866, 0.0257426, -0.00256482, 0, 0, 0, 0.0747559, 0.996866, 0.0257426, -0.00256482, 
0.486, 0.298173, -0.172716, 0.335975, 0.0773739, 0.996657, 0.0261067, -0.00238328, 0.299625, -0.172829, 0.336312, 0.0747407, 0.996868, 0.0257339, -0.00256637, 0, 0, 0, 0.0747407, 0.996868, 0.0257339, -0.00256637, 
0.487, 0.298173, -0.172716, 0.335975, 0.0773752, 0.996657, 0.0261072, -0.00238285, 0.299633, -0.172834, 0.33632, 0.0747254, 0.996869, 0.0257252, -0.0025679, 0, 0, 0, 0.0747254, 0.996869, 0.0257252, -0.0025679, 
0.488, 0.298174, -0.172716, 0.335976, 0.0773752, 0.996657, 0.0261073, -0.00238079, 0.299641, -0.17284, 0.336328, 0.07471, 0.99687, 0.0257165, -0.00256942, 0, 0, 0, 0.07471, 0.99687, 0.0257165, -0.00256942, 
0.489, 0.298174, -0.172716, 0.335975, 0.0773743, 0.996657, 0.0261072, -0.00238243, 0.29965, -0.172846, 0.336336, 0.0746946, 0.996872, 0.0257078, -0.00257093, 0, 0, 0, 0.0746946, 0.996872, 0.0257078, -0.00257093, 
0.49, 0.298174, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261082, -0.00238248, 0.299658, -0.172852, 0.336344, 0.0746792, 0.996873, 0.025699, -0.00257244, 0, 0, 0, 0.0746792, 0.996873, 0.025699, -0.00257244, 
0.491, 0.298173, -0.172716, 0.335975, 0.0773743, 0.996657, 0.0261072, -0.00238322, 0.299666, -0.172858, 0.336352, 0.0746638, 0.996874, 0.0256902, -0.00257393, 0, 0, 0, 0.0746638, 0.996874, 0.0256902, -0.00257393, 
0.492, 0.298174, -0.172716, 0.335975, 0.0773739, 0.996657, 0.0261067, -0.00238226, 0.299674, -0.172864, 0.33636, 0.0746483, 0.996876, 0.0256814, -0.00257541, 0, 0, 0, 0.0746483, 0.996876, 0.0256814, -0.00257541, 
0.493, 0.298174, -0.172715, 0.335975, 0.0773734, 0.996657, 0.0261082, -0.00238238, 0.299683, -0.17287, 0.336368, 0.0746327, 0.996877, 0.0256725, -0.00257687, 0, 0, 0, 0.0746327, 0.996877, 0.0256725, -0.00257687, 
0.494, 0.298173, -0.172715, 0.335975, 0.0773734, 0.996657, 0.0261077, -0.00238308, 0.299691, -0.172877, 0.336376, 0.0746171, 0.996879, 0.0256637, -0.00257833, 0, 0, 0, 0.0746171, 0.996879, 0.0256637, -0.00257833, 
0.495, 0.298173, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261077, -0.00238293, 0.299699, -0.172883, 0.336384, 0.0746015, 0.99688, 0.0256548, -0.00257978, 0, 0, 0, 0.0746015, 0.99688, 0.0256548, -0.00257978, 
0.496, 0.298174, -0.172715, 0.335975, 0.077373, 0.996657, 0.0261072, -0.00238291, 0.299708, -0.172889, 0.336393, 0.0745858, 0.996881, 0.0256458, -0.00258122, 0, 0, 0, 0.0745858, 0.996881, 0.0256458, -0.00258122, 
0.497, 0.298174, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261082, -0.00238248, 0.299716, -0.172895, 0.336401, 0.0745701, 0.996883, 0.0256369, -0.00258264, 0, 0, 0, 0.0745701, 0.996883, 0.0256369, -0.00258264, 
0.498, 0.298174, -0.172715, 0.335975, 0.0773737, 0.996657, 0.0261077, -0.00238195, 0.299724, -0.172901, 0.336409, 0.0745544, 0.996884, 0.0256279, -0.00258406, 0, 0, 0, 0.0745544, 0.996884, 0.0256279, -0.00258406, 
0.499, 0.298174, -0.172715, 0.335975, 0.0773744, 0.996657, 0.0261077, -0.00238193, 0.299733, -0.172907, 0.336417, 0.0745386, 0.996886, 0.0256189, -0.00258546, 0, 0, 0, 0.0745386, 0.996886, 0.0256189, -0.00258546, 
0.5, 0.298173, -0.172715, 0.335975, 0.0773748, 0.996657, 0.0261082, -0.00238249, 0.299741, -0.172913, 0.336425, 0.0745228, 0.996887, 0.0256099, -0.00258686, 0, 0, 0, 0.0745228, 0.996887, 0.0256099, -0.00258686, 
0.501, 0.298173, -0.172716, 0.335975, 0.0773747, 0.996657, 0.0261072, -0.00238289, 0.29975, -0.172919, 0.336433, 0.0745069, 0.996888, 0.0256008, -0.00258824, 0, 0, 0, 0.0745069, 0.996888, 0.0256008, -0.00258824, 
0.502, 0.298175, -0.172715, 0.335975, 0.0773739, 0.996657, 0.0261082, -0.00238154, 0.299758, -0.172926, 0.336441, 0.074491, 0.99689, 0.0255918, -0.00258961, 0, 0, 0, 0.074491, 0.99689, 0.0255918, -0.00258961, 
0.503, 0.298173, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261077, -0.00238302, 0.299767, -0.172932, 0.33645, 0.074475, 0.996891, 0.0255827, -0.00259097, 0, 0, 0, 0.074475, 0.996891, 0.0255827, -0.00259097, 
0.504, 0.298173, -0.172715, 0.335975, 0.0773756, 0.996657, 0.0261077, -0.00238247, 0.299776, -0.172938, 0.336458, 0.074459, 0.996893, 0.0255735, -0.00259232, 0, 0, 0, 0.074459, 0.996893, 0.0255735, -0.00259232, 
0.505, 0.298172, -0.172715, 0.335975, 0.0773751, 0.996657, 0.0261076, -0.0023838, 0.299784, -0.172944, 0.336466, 0.074443, 0.996894, 0.0255644, -0.00259366, 0, 0, 0, 0.074443, 0.996894, 0.0255644, -0.00259366, 
0.506, 0.298173, -0.172715, 0.335975, 0.0773751, 0.996657, 0.0261082, -0.00238217, 0.299793, -0.172951, 0.336474, 0.0744269, 0.996896, 0.0255552, -0.00259499, 0, 0, 0, 0.0744269, 0.996896, 0.0255552, -0.00259499, 
0.507, 0.298173, -0.172715, 0.335975, 0.0773738, 0.996657, 0.0261077, -0.00238284, 0.299802, -0.172957, 0.336482, 0.0744107, 0.996897, 0.025546, -0.00259631, 0, 0, 0, 0.0744107, 0.996897, 0.025546, -0.00259631, 
0.508, 0.298174, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261077, -0.00238198, 0.299811, -0.172963, 0.336491, 0.0743946, 0.996898, 0.0255368, -0.00259761, 0, 0, 0, 0.0743946, 0.996898, 0.0255368, -0.00259761, 
0.509, 0.298174, -0.172715, 0.335975, 0.0773739, 0.996657, 0.0261077, -0.00238199, 0.299819, -0.172969, 0.336499, 0.0743784, 0.9969, 0.0255275, -0.00259891, 0, 0, 0, 0.0743784, 0.9969, 0.0255275, -0.00259891, 
0.51, 0.298174, -0.172715, 0.335974, 0.0773749, 0.996657, 0.0261081, -0.00238283, 0.299828, -0.172976, 0.336507, 0.0743621, 0.996901, 0.0255182, -0.00260019, 0, 0, 0, 0.0743621, 0.996901, 0.0255182, -0.00260019, 
0.511, 0.298175, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261083, -0.00238019, 0.299837, -0.172982, 0.336515, 0.0743458, 0.996903, 0.0255089, -0.00260147, 0, 0, 0, 0.0743458, 0.996903, 0.0255089, -0.00260147, 
0.512, 0.298174, -0.172715, 0.335975, 0.0773738, 0.996657, 0.0261082, -0.00238247, 0.299846, -0.172988, 0.336524, 0.0743295, 0.996904, 0.0254996, -0.00260273, 0, 0, 0, 0.0743295, 0.996904, 0.0254996, -0.00260273, 
0.513, 0.298174, -0.172716, 0.335975, 0.0773748, 0.996657, 0.0261068, -0.00238194, 0.299855, -0.172995, 0.336532, 0.0743131, 0.996906, 0.0254902, -0.00260398, 0, 0, 0, 0.0743131, 0.996906, 0.0254902, -0.00260398, 
0.514, 0.298173, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261077, -0.00238255, 0.299864, -0.173001, 0.33654, 0.0742967, 0.996907, 0.0254809, -0.00260522, 0, 0, 0, 0.0742967, 0.996907, 0.0254809, -0.00260522, 
0.515, 0.298174, -0.172716, 0.335975, 0.0773752, 0.996657, 0.0261072, -0.00238206, 0.299873, -0.173008, 0.336549, 0.0742802, 0.996909, 0.0254715, -0.00260646, 0, 0, 0, 0.0742802, 0.996909, 0.0254715, -0.00260646, 
0.516, 0.298174, -0.172716, 0.335975, 0.0773743, 0.996657, 0.0261072, -0.00238203, 0.299882, -0.173014, 0.336557, 0.0742637, 0.99691, 0.025462, -0.00260767, 0, 0, 0, 0.0742637, 0.99691, 0.025462, -0.00260767, 
0.517, 0.298173, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261077, -0.00238285, 0.299891, -0.17302, 0.336565, 0.0742472, 0.996912, 0.0254526, -0.00260888, 0, 0, 0, 0.0742472, 0.996912, 0.0254526, -0.00260888, 
0.518, 0.298173, -0.172716, 0.335975, 0.0773738, 0.996657, 0.0261072, -0.0023825, 0.2999, -0.173027, 0.336574, 0.0742306, 0.996913, 0.0254431, -0.00261008, 0, 0, 0, 0.0742306, 0.996913, 0.0254431, -0.00261008, 
0.519, 0.298173, -0.172715, 0.335975, 0.0773757, 0.996657, 0.0261077, -0.00238297, 0.299909, -0.173033, 0.336582, 0.074214, 0.996915, 0.0254336, -0.00261127, 0, 0, 0, 0.074214, 0.996915, 0.0254336, -0.00261127, 
0.52, 0.298174, -0.172715, 0.335975, 0.0773747, 0.996657, 0.0261077, -0.00238158, 0.299918, -0.17304, 0.33659, 0.0741973, 0.996916, 0.0254241, -0.00261244, 0, 0, 0, 0.0741973, 0.996916, 0.0254241, -0.00261244, 
0.521, 0.298174, -0.172715, 0.335975, 0.0773744, 0.996657, 0.0261077, -0.002382, 0.299928, -0.173046, 0.336599, 0.0741806, 0.996918, 0.0254146, -0.00261361, 0, 0, 0, 0.0741806, 0.996918, 0.0254146, -0.00261361, 
0.522, 0.298173, -0.172716, 0.335975, 0.0773738, 0.996657, 0.0261072, -0.00238368, 0.299937, -0.173053, 0.336607, 0.0741638, 0.996919, 0.025405, -0.00261476, 0, 0, 0, 0.0741638, 0.996919, 0.025405, -0.00261476, 
0.523, 0.298173, -0.172716, 0.335975, 0.0773734, 0.996657, 0.0261067, -0.00238335, 0.299946, -0.173059, 0.336615, 0.0741471, 0.99692, 0.0253954, -0.0026159, 0, 0, 0, 0.0741471, 0.99692, 0.0253954, -0.0026159, 
0.524, 0.298174, -0.172715, 0.335975, 0.0773756, 0.996657, 0.0261081, -0.00238289, 0.299956, -0.173066, 0.336624, 0.0741302, 0.996922, 0.0253858, -0.00261703, 0, 0, 0, 0.0741302, 0.996922, 0.0253858, -0.00261703, 
0.525, 0.298174, -0.172716, 0.335975, 0.0773748, 0.996657, 0.0261068, -0.00238107, 0.299965, -0.173072, 0.336632, 0.0741133, 0.996923, 0.0253761, -0.00261816, 0, 0, 0, 0.0741133, 0.996923, 0.0253761, -0.00261816, 
0.526, 0.298175, -0.172716, 0.335975, 0.0773753, 0.996657, 0.0261073, -0.00238064, 0.299974, -0.173079, 0.336641, 0.0740964, 0.996925, 0.0253665, -0.00261927, 0, 0, 0, 0.0740964, 0.996925, 0.0253665, -0.00261927, 
0.527, 0.298173, -0.172715, 0.335975, 0.0773748, 0.996657, 0.0261081, -0.00238289, 0.299984, -0.173086, 0.336649, 0.0740795, 0.996926, 0.0253568, -0.00262036, 0, 0, 0, 0.0740795, 0.996926, 0.0253568, -0.00262036, 
0.528, 0.298173, -0.172715, 0.335974, 0.0773748, 0.996657, 0.0261076, -0.00238373, 0.299993, -0.173092, 0.336658, 0.0740625, 0.996928, 0.0253471, -0.00262145, 0, 0, 0, 0.0740625, 0.996928, 0.0253471, -0.00262145, 
0.529, 0.298174, -0.172715, 0.335975, 0.0773735, 0.996657, 0.0261072, -0.00238285, 0.300003, -0.173099, 0.336666, 0.0740454, 0.996929, 0.0253374, -0.00262253, 0, 0, 0, 0.0740454, 0.996929, 0.0253374, -0.00262253, 
0.53, 0.298173, -0.172715, 0.335975, 0.0773748, 0.996657, 0.0261076, -0.00238391, 0.300012, -0.173105, 0.336674, 0.0740283, 0.996931, 0.0253276, -0.00262359, 0, 0, 0, 0.0740283, 0.996931, 0.0253276, -0.00262359, 
0.531, 0.298174, -0.172714, 0.335975, 0.0773748, 0.996657, 0.0261087, -0.00238117, 0.300022, -0.173112, 0.336683, 0.0740112, 0.996933, 0.0253178, -0.00262465, 0, 0, 0, 0.0740112, 0.996933, 0.0253178, -0.00262465, 
0.532, 0.298174, -0.172715, 0.335975, 0.0773744, 0.996657, 0.0261073, -0.00238151, 0.300031, -0.173119, 0.336691, 0.073994, 0.996934, 0.025308, -0.00262569, 0, 0, 0, 0.073994, 0.996934, 0.025308, -0.00262569, 
0.533, 0.298174, -0.172715, 0.335975, 0.0773744, 0.996657, 0.0261072, -0.00238206, 0.300041, -0.173125, 0.3367, 0.0739768, 0.996936, 0.0252982, -0.00262673, 0, 0, 0, 0.0739768, 0.996936, 0.0252982, -0.00262673, 
0.534, 0.298173, -0.172716, 0.335975, 0.0773742, 0.996657, 0.0261067, -0.00238365, 0.30005, -0.173132, 0.336708, 0.0739595, 0.996937, 0.0252884, -0.00262775, 0, 0, 0, 0.0739595, 0.996937, 0.0252884, -0.00262775, 
0.535, 0.298174, -0.172716, 0.335975, 0.0773748, 0.996657, 0.0261067, -0.00238242, 0.30006, -0.173139, 0.336717, 0.0739423, 0.996939, 0.0252785, -0.00262876, 0, 0, 0, 0.0739423, 0.996939, 0.0252785, -0.00262876, 
0.536, 0.298173, -0.172716, 0.335975, 0.0773747, 0.996657, 0.0261067, -0.0023825, 0.30007, -0.173145, 0.336725, 0.0739249, 0.99694, 0.0252686, -0.00262976, 0, 0, 0, 0.0739249, 0.99694, 0.0252686, -0.00262976, 
0.537, 0.298173, -0.172715, 0.335975, 0.0773751, 0.996657, 0.0261081, -0.00238296, 0.30008, -0.173152, 0.336734, 0.0739075, 0.996942, 0.0252587, -0.00263075, 0, 0, 0, 0.0739075, 0.996942, 0.0252587, -0.00263075, 
0.538, 0.298173, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261076, -0.0023834, 0.300089, -0.173159, 0.336742, 0.0738901, 0.996943, 0.0252488, -0.00263172, 0, 0, 0, 0.0738901, 0.996943, 0.0252488, -0.00263172, 
0.539, 0.298174, -0.172716, 0.335975, 0.0773748, 0.996657, 0.0261068, -0.00238197, 0.300099, -0.173166, 0.336751, 0.0738726, 0.996945, 0.0252388, -0.00263269, 0, 0, 0, 0.0738726, 0.996945, 0.0252388, -0.00263269, 
0.54, 0.298174, -0.172715, 0.335975, 0.0773735, 0.996657, 0.0261077, -0.00238161, 0.300109, -0.173172, 0.336759, 0.0738551, 0.996946, 0.0252288, -0.00263365, 0, 0, 0, 0.0738551, 0.996946, 0.0252288, -0.00263365, 
0.541, 0.298173, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261077, -0.00238293, 0.300119, -0.173179, 0.336768, 0.0738376, 0.996948, 0.0252188, -0.00263459, 0, 0, 0, 0.0738376, 0.996948, 0.0252188, -0.00263459, 
0.542, 0.298173, -0.172715, 0.335975, 0.0773743, 0.996657, 0.0261072, -0.00238301, 0.300129, -0.173186, 0.336776, 0.07382, 0.996949, 0.0252088, -0.00263553, 0, 0, 0, 0.07382, 0.996949, 0.0252088, -0.00263553, 
0.543, 0.298174, -0.172715, 0.335975, 0.077373, 0.996657, 0.0261073, -0.00238157, 0.300139, -0.173193, 0.336785, 0.0738024, 0.996951, 0.0251988, -0.00263645, 0, 0, 0, 0.0738024, 0.996951, 0.0251988, -0.00263645, 
0.544, 0.298173, -0.172715, 0.335975, 0.0773729, 0.996657, 0.0261072, -0.00238336, 0.300149, -0.173199, 0.336793, 0.0737847, 0.996953, 0.0251887, -0.00263736, 0, 0, 0, 0.0737847, 0.996953, 0.0251887, -0.00263736, 
