Time, Fx, Fy, Fz, Tx, Ty, Yz, Fx_tmp, Fy_tmp, Fz_tmp, Tx_tmp, Ty_tmp, Tz_tmp
69.288, 1.76, 0, -1.36, 0, 0, -0.005, 1.76, 0.12, -1.36, 0.008, 0.0245, -0.005, 
69.388, 1.86, 0, -1.54, 0, 0, 0, 1.86, -0.06, -1.54, -0.0095, 0.02, 0, 
69.488, 1.76, 0, -1.56, 0, 0, 0.013, 1.76, -0.34, -1.56, -0.007, 0.023, 0.013, 
69.588, 1.86, 0, -1.28, 0, 0, 0, 1.86, 0.16, -1.28, -0.012, 0.0275, -0.0025, 
69.688, 1.78, 0, -1.68, 0, 0, 0, 1.78, -0.08, -1.68, -0.0075, 0.02, -0.001, 
69.788, 1.66, 0, -1.26, 0, 0, 0, 1.66, -0.08, -1.26, -0.0095, 0.0215, -0.0005, 
69.888, 1.68, 0, -1.1, 0, 0, 0, 1.68, -0.14, -1.1, -0.012, 0.0275, -0.002, 
69.988, 1.68, 0, -1.2, 0, 0, 0, 1.68, -0.14, -1.2, -0.0075, 0.0255, -0.0025, 
70.088, 1.88, 0, -1.6, 0, 0, 0, 1.88, -0.02, -1.6, -0.005, 0.017, -0.004, 
70.188, 2.14, 0, -1.28, 0, 0, 0.008, 2.14, -0.14, -1.28, -0.0075, 0.024, 0.008, 
70.288, 1.72, 0, -1.44, 0, 0, 0, 1.72, -0.08, -1.44, -0.003, 0.021, -0.0025, 
70.388, 1.84, 0, -1.16, 0, 0, 0, 1.84, -0.24, -1.16, -0.0095, 0.0225, 0.0035, 
70.488, 1.84, 0, -1.3, 0, 0, 0, 1.84, 0.12, -1.3, -0.0075, 0.021, -0.004, 
70.588, 1.84, 0, -1.64, 0, 0, 0, 1.84, 0.12, -1.64, -0.0045, 0.018, -0.004, 
70.688, 1.96, 0, -1.22, 0, 0, 0, 1.96, 0, -1.22, 0.0075, 0.02, -0.001, 
70.788, 1.6, 0, -1.48, 0, 0, 0, 1.6, -0.18, -1.48, 0.0065, 0.02, 0.0045, 
70.888, 1.84, 0, -1.38, 0, 0, 0, 1.84, 0.08, -1.38, 0.001, 0.0225, -0.0025, 
70.988, 1.86, 0, -1.32, 0, 0, 0, 1.86, -0.16, -1.32, 0, 0.024, -0.0005, 
71.088, 1.9, 0, -1.26, 0, 0, -0.007, 1.9, -0.02, -1.26, -0.0025, 0.024, -0.007, 
71.188, 1.72, 0, -1.32, 0, 0, 0, 1.72, -0.22, -1.32, -0.007, 0.019, -0.001, 
71.288, 2.08, 0, -1.38, 0, 0, 0, 2.08, 0.2, -1.38, 0.005, 0.0175, 0.0025, 
71.388, 1.9, 0, -1.58, 0, 0, 0, 1.9, 0.1, -1.58, -0.004, 0.017, -0.0015, 
71.488, 1.9, 0, -1.36, 0, 0, -0.005, 1.9, -0.06, -1.36, 0.001, 0.028, -0.005, 
71.588, 1.84, 0, -1.2, 0, 0, 0, 1.84, -0.4, -1.2, -0.0105, 0.0245, -0.0015, 
71.688, 1.82, 0, -1.78, 0, 0, 0.006, 1.82, -0.36, -1.78, -0.005, 0.021, 0.006, 
71.788, 1.84, 0, -1.46, 0, 0, 0, 1.84, -0.08, -1.46, -0.006, 0.0105, -0.0015, 
71.888, 1.76, 0, -1.86, 0, 0, 0, 1.76, 0.16, -1.86, -0.0025, 0.0145, -0.0035, 
71.988, 1.9, 0, -1.06, 0, 0, 0, 1.9, 0.18, -1.06, 0.0015, 0.023, 0.002, 
72.088, 1.86, 0, -1.32, 0, 0, -0.0065, 1.86, 0.06, -1.32, -0.0045, 0.0175, -0.0065, 
72.188, 1.96, 0, -1.48, 0, 0, -0.0055, 1.96, 0.32, -1.48, -0.0025, 0.029, -0.0055, 
72.288, 1.86, 0, -1.36, 0, 0, 0, 1.86, -0.04, -1.36, 0.0045, 0.0245, -0.003, 
72.388, 1.72, 0, -1.3, 0, 0, 0, 1.72, 0.22, -1.3, 0.004, 0.026, -0.0045, 
72.488, 1.7, 0, -1.1, 0, 0, 0, 1.7, -0.02, -1.1, -0.0125, 0.021, 0.003, 
72.588, 1.74, 0, -1.48, 0, 0, 0, 1.74, 0.22, -1.48, 0.0095, 0.019, -0.003, 
72.688, 1.9, 0, -1.6, 0, 0, 0, 1.9, -0.16, -1.6, -0.001, 0.0185, 0.0005, 
72.788, 1.86, 0, -1.1, 0, 0, 0, 1.86, -0.18, -1.1, -0.008, 0.021, -0.002, 
72.888, 1.82, 0, -1.3, 0, 0, 0, 1.82, 0.14, -1.3, -0.0035, 0.018, 0.0015, 
72.988, 1.76, 0, -1.08, 0, 0, -0.0105, 1.76, 0.02, -1.08, -0.0055, 0.0225, -0.0105, 
73.088, 1.56, 0, -1.6, 0, 0, 0, 1.56, -0.32, -1.6, -0.009, 0.03, 0.0015, 
73.188, 1.6, 0, -1.34, 0, 0, 0, 1.6, 0, -1.34, -0.0035, 0.025, 0, 
73.288, 1.86, 0, -1.28, 0, 0, -0.0055, 1.86, -0.06, -1.28, 0.0065, 0.021, -0.0055, 
73.388, 1.82, 0, -1.3, 0, 0, 0.0055, 1.82, -0.08, -1.3, -0.003, 0.0235, 0.0055, 
73.488, 1.88, 0, -1.42, 0, 0, 0, 1.88, -0.18, -1.42, -0.0145, 0.0185, 0.0015, 
73.588, 1.66, 0, -1.26, 0, 0, -0.0055, 1.66, -0.12, -1.26, -0.0035, 0.031, -0.0055, 
73.688, 1.96, 0, -1.3, 0, 0, 0, 1.96, -0.12, -1.3, -0.0105, 0.021, -0.0025, 
73.788, 1.76, 0, -1.26, 0, 0, -0.0065, 1.76, 0.12, -1.26, -0.0025, 0.02, -0.0065, 
73.888, 1.84, 0, -1.3, 0, 0, 0.0085, 1.84, -0.22, -1.3, -0.001, 0.0245, 0.0085, 
73.988, 1.82, 0, -1.56, 0, 0, -0.008, 1.82, 0.26, -1.56, 0.0045, 0.0255, -0.008, 
74.088, 1.96, 0, -0.98, 0, 0, 0, 1.96, -0.2, -0.98, -0.007, 0.017, 0, 
74.188, 1.84, 0, -1.68, 0, 0, 0, 1.84, -0.18, -1.68, -0.0025, 0.0225, 0, 
74.288, 1.88, 0, -1.54, 0, 0, 0, 1.88, 0.08, -1.54, -0.0095, 0.0125, 0.001, 
74.388, 1.74, 0, -1.3, 0, 0, 0, 1.74, 0.06, -1.3, -0.0025, 0.019, -0.002, 
74.488, 1.84, 0, -1.44, 0, 0, 0, 1.84, 0.12, -1.44, -0.0055, 0.0205, 0.0005, 
74.588, 1.94, 0, -1.06, 0, 0, 0.0055, 1.94, -0.22, -1.06, -0.014, 0.0195, 0.0055, 
74.688, 2.04, 0, -1.2, 0, 0, 0, 2.04, 0.06, -1.2, 0.015, 0.028, 0.0025, 
74.788, 1.76, 0, -1.38, 0, 0, 0, 1.76, -0.16, -1.38, 0.002, 0.0195, 0.004, 
74.888, 1.94, 0, -1.24, 0, 0, -0.007, 1.94, 0.16, -1.24, 0.0055, 0.0305, -0.007, 
74.988, 1.74, 0, 0, 0, 0, 0, 1.74, 0.04, -0.78, -0.003, 0.0285, -0.004, 
75.088, 1.84, 0, -1.4, 0, 0, -0.006, 1.84, 0.28, -1.4, -0.0035, 0.021, -0.006, 
75.188, 1.66, 0, -1.22, 0, 0, 0.009, 1.66, -0.22, -1.22, -0.0015, 0.031, 0.009, 
75.288, 1.54, 0, -1.06, 0, 0, 0, 1.54, 0.08, -1.06, -0.002, 0.029, -0.0025, 
75.388, 1.92, 0, -1.5, 0, 0, 0.008, 1.92, -0.06, -1.5, 0.0025, 0.022, 0.008, 
75.488, 1.9, 0, -1.72, 0, 0, 0.0105, 1.9, -0.16, -1.72, -0.0015, 0.0225, 0.0105, 
75.588, 1.96, 0, -1.02, 0, 0, -0.008, 1.96, 0.16, -1.02, 0.004, 0.026, -0.008, 
75.688, 1.76, 0, -1.16, 0, 0, 0, 1.76, 0.1, -1.16, -0.0055, 0.024, -0.0005, 
75.788, 1.88, 0, -1.24, 0, 0, -0.008, 1.88, 0.24, -1.24, -0.004, 0.0275, -0.008, 
75.888, 1.88, 0, -1.48, 0, 0, 0, 1.88, -0.26, -1.48, -0.005, 0.0185, -0.004, 
75.988, 1.9, 0, -1.46, 0, 0, 0, 1.9, 0.1, -1.46, 0.007, 0.0185, 0.003, 
76.088, 1.78, 0, -1.82, 0, 0, 0, 1.78, -0.16, -1.82, 0, 0.016, 0, 
76.188, 1.9, 0, -1.86, 0, 0, -0.006, 1.9, 0.1, -1.86, 0.002, 0.0155, -0.006, 
76.288, 1.84, 0, -1.58, 0, 0, 0, 1.84, -0.28, -1.58, -0.013, 0.022, 0, 
76.388, 1.8, 0, -0.96, 0, 0, 0, 1.8, 0.02, -0.96, 0.0045, 0.0325, -0.0005, 
76.488, 1.88, 0, -0.88, 0, 0, 0, 1.88, 0.12, -0.88, -0.003, 0.0275, -0.001, 
76.588, 1.98, 0, -1.48, 0, 0, 0, 1.98, 0.16, -1.48, -0.006, 0.0205, -0.004, 
76.688, 1.7, 0, -1.5, 0, 0, 0, 1.7, -0.1, -1.5, -0.008, 0.025, -0.002, 
76.788, 1.76, 0, -1.12, 0, 0, 0, 1.76, -0.08, -1.12, -0.0095, 0.0255, -0.0015, 
76.888, 1.68, 0, -1.44, 0, 0, -0.0055, 1.68, 0.04, -1.44, -0.004, 0.03, -0.0055, 
76.988, 1.82, 0, -1.5, 0, 0, 0, 1.82, 0.14, -1.5, 0.0045, 0.022, -0.0045, 
77.088, 1.7, 0, -1.52, 0, 0, 0, 1.7, 0.12, -1.52, 0.0025, 0.0265, -0.0015, 
77.188, 1.72, 0, -1.64, 0, 0, 0, 1.72, -0.02, -1.64, -0.0045, 0.023, 0.0005, 
77.288, 1.78, 0, -1.56, 0, 0, -0.0055, 1.78, 0.16, -1.56, 0, 0.025, -0.0055, 
77.388, 1.9, 0, -1.28, 0, 0, 0, 1.9, -0.18, -1.28, -0.005, 0.023, 0.0005, 
77.488, 2, 0, -1.26, 0, 0, 0, 2, -0.16, -1.26, -0.005, 0.022, -0.001, 
77.588, 2.06, 0, -1.16, 0, 0, 0, 2.06, 0.3, -1.16, 0.009, 0.0265, -0.003, 
77.688, 1.92, 0, -1.44, 0, 0, 0, 1.92, -0.18, -1.44, -0.013, 0.0185, 0, 
77.788, 1.98, 0, -1.16, 0, 0, -0.0065, 1.98, -0.14, -1.16, -0.002, 0.0255, -0.0065, 
77.888, 1.84, 0, -1.36, 0, 0, 0, 1.84, 0, -1.36, -0.0005, 0.0225, 0, 
77.988, 1.72, 0, -1.46, 0, 0, 0, 1.72, 0, -1.46, -0.001, 0.023, 0, 
78.088, 1.76, 0, -1.6, 0, 0, 0, 1.76, -0.22, -1.6, 0.005, 0.0215, -0.003, 
78.188, 1.9, 0, -1.52, 0, 0, 0, 1.9, 0.26, -1.52, 0.0035, 0.016, -0.001, 
78.288, 1.92, 0, -1.56, 0, 0, 0, 1.92, 0, -1.56, -0.008, 0.0265, 0.003, 
78.388, 1.72, 0, -1.44, 0, 0, 0, 1.72, -0.16, -1.44, -0.022, 0.013, -0.0035, 
78.488, 1.94, 0, -1.06, 0, 0, 0, 1.94, -0.04, -1.06, -0.009, 0.03, -0.0005, 
78.588, 1.84, 0, -1.24, 0, 0, 0, 1.84, -0.14, -1.24, 0, 0.016, 0, 
78.688, 1.86, 0, -1.38, 0, 0, 0, 1.86, -0.12, -1.38, -0.0115, 0.02, 0.004, 
78.788, 2, 0, -1.38, 0, 0, 0, 2, 0.1, -1.38, -0.0035, 0.026, 0, 
78.888, 1.82, 0, -1.44, 0, 0, -0.0065, 1.82, -0.06, -1.44, -0.0085, 0.015, -0.0065, 
78.988, 1.7, 0, -1.24, 0, 0, 0, 1.7, -0.34, -1.24, -0.005, 0.03, 0.001, 
79.088, 1.62, 0, -1.78, 0, 0, 0, 1.62, 0.1, -1.78, -0.004, 0.0305, -0.0005, 
79.188, 1.76, 0, -1.52, 0, 0, -0.0075, 1.76, 0.1, -1.52, -0.0015, 0.0205, -0.0075, 
79.288, 1.82, 0, -1.12, 0, 0, 0, 1.82, -0.14, -1.12, -0.0115, 0.0245, -0.003, 
79.388, 1.66, 0, -1.38, 0, 0, -0.0075, 1.66, 0.22, -1.38, -0.003, 0.023, -0.0075, 
79.488, 1.74, 0, -1.4, 0, 0, -0.0055, 1.74, 0.22, -1.4, -0.0055, 0.0165, -0.0055, 
79.588, 1.98, 0, -1.08, 0, 0, 0, 1.98, 0, -1.08, 0.009, 0.014, -0.0025, 
79.688, 1.82, 0, -1.36, 0, 0, 0, 1.82, -0.14, -1.36, -0.0065, 0.027, 0.002, 
79.788, 1.76, 0, -1.42, 0, 0, 0, 1.76, -0.22, -1.42, -0.0075, 0.021, 0.0005, 
79.888, 1.74, 0, -1.38, 0, 0, 0, 1.74, 0.04, -1.38, -0.0035, 0.0275, -0.0035, 
79.988, 1.8, 0, -0.82, 0, 0, 0, 1.8, -0.1, -0.82, 0.005, 0.0295, -0.0005, 
80.088, 1.78, 0, -1.36, 0, 0, 0, 1.78, -0.22, -1.36, -0.0035, 0.018, 0.0035, 
80.188, 1.84, 0, -1.42, 0, 0, 0.0065, 1.84, -0.18, -1.42, -0.007, 0.0205, 0.0065, 
80.288, 2.02, 0, -1.28, 0, 0, 0, 2.02, 0.08, -1.28, 0.0015, 0.018, -0.002, 
80.388, 1.84, 0, 0, 0, 0, 0, 1.84, 0, -0.76, -0.0055, 0.022, -0.0005, 
80.488, 1.84, 0, -1.68, 0, 0, 0, 1.84, 0, -1.68, -0.0035, 0.0165, 0.0005, 
80.588, 1.68, 0, -1.32, 0, 0, 0, 1.68, 0.02, -1.32, 0.0015, 0.0205, 0.001, 
80.688, 1.8, 0, -1.56, 0, 0, 0, 1.8, -0.16, -1.56, -0.003, 0.0295, 0, 
80.788, 2.12, 0, -1.02, 0, 0, -0.005, 2.12, 0.3, -1.02, 0.0155, 0.03, -0.005, 
80.888, 1.82, 0, -1.06, 0, 0, -0.0065, 1.82, 0.28, -1.06, -0.001, 0.0275, -0.0065, 
80.988, 1.74, 0, -1.74, 0, 0, -0.0055, 1.74, -0.14, -1.74, -0.003, 0.017, -0.0055, 
81.088, 1.7, 0, -1.26, 0, 0, 0, 1.7, 0, -1.26, 0.0095, 0.0285, 0.0005, 
81.188, 2, 0, -1.34, 0, 0, -0.005, 2, 0.14, -1.34, -0.0105, 0.0145, -0.005, 
81.288, 1.92, 0, -1.5, 0, 0, 0, 1.92, -0.28, -1.5, -0.0135, 0.027, 0.0045, 
81.388, 1.66, 0, -1.58, 0, 0, 0, 1.66, 0.2, -1.58, 0.012, 0.0385, -0.002, 
81.488, 1.58, 0, -1.36, 0, 0, 0, 1.58, -0.22, -1.36, -0.006, 0.02, -0.0005, 
81.588, 1.74, 0, -1.34, 0, 0, 0, 1.74, -0.22, -1.34, -0.0065, 0.019, -0.0005, 
81.688, 1.7, 0, -1.32, 0, 0, 0, 1.7, 0.02, -1.32, -0.004, 0.029, -0.0045, 
81.788, 1.64, 0, -1.68, 0, 0, 0, 1.64, -0.24, -1.68, -0.006, 0.0245, -0.0015, 
81.888, 1.66, 0, -1.5, 0, 0, 0, 1.66, 0.12, -1.5, -0.0055, 0.0255, 0.0005, 
81.988, 1.78, 0, -1.42, 0, 0, 0, 1.78, 0.08, -1.42, 0.002, 0.023, 0, 
82.088, 1.76, 0, -1.4, 0, 0, 0, 1.76, 0.2, -1.4, -0.004, 0.0215, -0.003, 
82.188, 1.76, 0, -1.2, 0, 0, 0, 1.76, -0.12, -1.2, -0.0145, 0.023, -0.0015, 
82.288, 1.62, 0, -1.52, 0, 0, 0, 1.62, 0, -1.52, -0.0055, 0.026, 0.0015, 
82.388, 1.96, 0, -1.72, 0, 0, -0.005, 1.96, 0.32, -1.72, 0.006, 0.012, -0.005, 
82.488, 2, 0, -1.52, 0, 0, 0, 2, 0.1, -1.52, -0.005, 0.018, 0.001, 
82.588, 1.7, 0, -1.18, 0, 0, -0.009, 1.7, 0.18, -1.18, -0.005, 0.026, -0.009, 
82.688, 1.9, 0, -1.4, 0, 0, -0.009, 1.9, 0.24, -1.4, 0.0065, 0.0185, -0.009, 
82.788, 1.86, 0, -1.7, 0, 0, -0.0065, 1.86, 0.1, -1.7, 0.001, 0.022, -0.0065, 
82.888, 1.74, 0, -1.2, 0, 0, -0.007, 1.74, 0.16, -1.2, 0.005, 0.0235, -0.007, 
82.988, 1.56, 0, -1.2, 0, 0, 0, 1.56, 0.16, -1.2, -0.005, 0.0265, -0.004, 
83.088, 1.78, 0, -1.08, 0, 0, -0.006, 1.78, 0.18, -1.08, 0.0035, 0.025, -0.006, 
83.188, 1.8, 0, -1.34, 0, 0, 0, 1.8, -0.12, -1.34, 0.0045, 0.0205, 0, 
83.288, 1.96, 0, -1.4, 0, 0, 0, 1.96, -0.12, -1.4, -0.01, 0.0145, -0.002, 
83.388, 1.8, 0, -0.98, 0, 0, 0, 1.8, -0.04, -0.98, -0.003, 0.0245, -0.003, 
83.488, 1.88, 0, -1.66, 0, 0, 0, 1.88, -0.2, -1.66, -0.009, 0.0115, 0.0035, 
83.588, 1.7, 0, -1.02, 0, 0, -0.0075, 1.7, 0.14, -1.02, -0.0015, 0.025, -0.0075, 
83.688, 1.86, 0, -0.96, 0, 0, -0.0075, 1.86, 0.34, -0.96, 0.006, 0.0265, -0.0075, 
83.788, 1.98, 0, -1.66, 0, 0, 0, 1.98, -0.28, -1.66, -0.003, 0.0165, 0.002, 
83.888, 1.76, 0, -1.28, 0, 0, 0, 1.76, 0.1, -1.28, 0.0015, 0.0205, 0.0045, 
83.988, 1.92, 0, -1.28, 0, 0, 0, 1.92, -0.16, -1.28, -0.005, 0.023, 0, 
84.088, 1.74, 0, -1.64, 0, 0, 0, 1.74, 0, -1.64, -0.0005, 0.0135, -0.004, 
84.188, 1.8, 0, -1.22, 0, 0, -0.0065, 1.8, -0.06, -1.22, -0.009, 0.0185, -0.0065, 
84.288, 1.9, 0, -1.4, 0, 0, 0, 1.9, -0.24, -1.4, -0.0085, 0.02, 0.002, 
84.388, 1.66, 0, -1.58, 0, 0, 0, 1.66, -0.04, -1.58, 0, 0.021, -0.001, 
84.488, 1.98, 0, -1.16, 0, 0, 0, 1.98, -0.08, -1.16, -0.0075, 0.0235, 0.0045, 
84.588, 1.7, 0, -1.8, 0, 0, -0.005, 1.7, 0.14, -1.8, 0.003, 0.0175, -0.005, 
84.688, 1.68, 0, -1.2, 0, 0, 0, 1.68, -0.14, -1.2, -0.012, 0.03, -0.003, 
84.788, 2, 0, -1.4, 0, 0, 0, 2, -0.24, -1.4, -0.0085, 0.0195, 0, 
84.888, 1.9, 0, -1.14, 0, 0, -0.0055, 1.9, -0.04, -1.14, -0.0015, 0.026, -0.0055, 
84.988, 1.62, 0, -1.74, 0, 0, 0, 1.62, -0.36, -1.74, -0.0045, 0.018, 0, 
85.088, 1.76, 0, -1.28, 0, 0, 0, 1.76, -0.12, -1.28, 0, 0.02, 0.001, 
85.188, 1.84, 0, -1.58, 0, 0, 0, 1.84, 0.04, -1.58, -0.0035, 0.0185, 0.0035, 
85.288, 1.78, 0, -1.14, 0, 0, 0, 1.78, -0.14, -1.14, -0.0005, 0.0275, -0.0005, 
85.388, 1.92, 0, -1.38, 0, 0, 0, 1.92, 0.02, -1.38, -0.002, 0.0165, -0.003, 
85.488, 1.74, 0, -1.78, 0, 0, -0.0055, 1.74, -0.22, -1.78, -0.016, 0.013, -0.0055, 
85.588, 1.9, 0, -1.5, 0, 0, -0.008, 1.9, 0.14, -1.5, -0.001, 0.0195, -0.008, 
85.688, 1.76, 0, -1.5, 0, 0, 0, 1.76, 0.08, -1.5, -0.0045, 0.025, -0.0045, 
85.788, 1.76, 0, -1.18, 0, 0, 0, 1.76, 0.02, -1.18, -0.0065, 0.025, -0.004, 
85.888, 1.84, 0, -1.7, 0, 0, 0, 1.84, -0.1, -1.7, -0.0065, 0.021, -0.0025, 
85.988, 1.8, 0, -1.14, 0, 0, 0.007, 1.8, -0.16, -1.14, -0.006, 0.026, 0.007, 
86.088, 1.96, 0, -1.3, 0, 0, 0, 1.96, -0.16, -1.3, -0.0115, 0.021, 0.0015, 
86.188, 2.08, 0, -1.32, 0, 0, 0, 2.08, 0.08, -1.32, 0.0025, 0.0175, 0.0045, 
86.288, 1.78, 0, -1.44, 0, 0, 0, 1.78, -0.04, -1.44, -0.0125, 0.0195, -0.003, 
86.388, 1.84, 0, -1.7, 0, 0, 0, 1.84, -0.16, -1.7, -0.0015, 0.022, -0.001, 
86.488, 1.92, 0, -1.56, 0, 0, 0.008, 1.92, -0.3, -1.56, -0.0035, 0.0185, 0.008, 
86.588, 1.78, 0, -1.4, 0, 0, 0, 1.78, -0.24, -1.4, -0.0125, 0.025, -0.001, 
86.688, 1.7, 0, -0.86, 0, 0, 0, 1.7, -0.1, -0.86, 0.0045, 0.029, -0.0015, 
86.788, 1.76, 0, -1.34, 0, 0, 0, 1.76, -0.1, -1.34, -0.001, 0.014, -0.0025, 
86.888, 1.86, 0, -1.62, 0, 0, 0, 1.86, -0.28, -1.62, -0.008, 0.017, -0.004, 
86.988, 1.8, 0, -1.46, 0, 0, 0, 1.8, -0.08, -1.46, -0.007, 0.03, -0.0025, 
87.088, 1.7, 0, -1.82, 0, 0, -0.007, 1.7, 0.04, -1.82, 0.0015, 0.0165, -0.007, 
87.188, 1.84, 0, -1.52, 0, 0, 0, 1.84, -0.22, -1.52, -0.0095, 0.0235, -0.0005, 
87.288, 2.04, 0, -1.44, 0, 0, -0.007, 2.04, 0.12, -1.44, 0.0015, 0.0165, -0.007, 
87.388, 1.74, 0, -1.22, 0, 0, 0, 1.74, -0.2, -1.22, -0.0095, 0.0205, 0, 
87.488, 1.82, 0, -1.24, 0, 0, 0, 1.82, 0.16, -1.24, 0, 0.029, 0.0005, 
87.588, 2, 0, -1.48, 0, 0, 0, 2, -0.04, -1.48, -0.0085, 0.015, 0, 
87.688, 1.92, 0, -1.42, 0, 0, -0.005, 1.92, 0.06, -1.42, -0.006, 0.021, -0.005, 
87.788, 2.06, 0, -1.54, 0, 0, 0, 2.06, -0.16, -1.54, -0.0095, 0.016, 0, 
87.888, 1.88, 0, -1.38, 0, 0, -0.0065, 1.88, 0.28, -1.38, -0.0025, 0.019, -0.0065, 
87.988, 1.86, 0, -1.16, 0, 0, 0.005, 1.86, -0.08, -1.16, -0.0085, 0.0205, 0.005, 
88.088, 1.88, 0, -1.24, 0, 0, 0, 1.88, -0.18, -1.24, -0.011, 0.0265, 0, 
88.188, 1.86, 0, -1.68, 0, 0, -0.005, 1.86, 0.06, -1.68, -0.0125, 0.009, -0.005, 
88.288, 1.88, 0, -1.06, 0, 0, 0, 1.88, -0.04, -1.06, 0.001, 0.0295, 0.003, 
88.388, 1.88, 0, -1.46, 0, 0, 0, 1.88, -0.02, -1.46, -0.005, 0.029, -0.0015, 
88.488, 1.9, 0, -1.18, 0, 0, 0, 1.9, 0.16, -1.18, 0.005, 0.023, -0.002, 
88.588, 1.74, 0, -1.12, 0, 0, -0.006, 1.74, 0.16, -1.12, -0.0035, 0.0295, -0.006, 
88.688, 1.8, 0, -1.32, 0, 0, 0, 1.8, -0.04, -1.32, -0.003, 0.0235, -0.001, 
88.788, 2.02, 0, -1.28, 0, 0, 0, 2.02, 0.12, -1.28, -0.0015, 0.026, -0.001, 
88.888, 1.76, 0, -1.24, 0, 0, 0.0055, 1.76, -0.18, -1.24, -0.0045, 0.0225, 0.0055, 
88.988, 1.78, 0, -1.52, 0, 0, 0, 1.78, 0.02, -1.52, 0.0095, 0.026, -0.002, 
89.088, 1.66, 0, -1.46, 0, 0, -0.005, 1.66, -0.08, -1.46, -0.006, 0.023, -0.005, 
89.188, 1.82, 0, -1.58, 0, 0, -0.005, 1.82, -0.1, -1.58, -0.006, 0.017, -0.005, 
89.288, 1.9, 0, -1.96, 0, 0, 0, 1.9, 0.1, -1.96, -0.0095, 0.0215, -0.0045, 
89.388, 2.06, 0, -1.58, 0, 0, 0, 2.06, 0.48, -1.58, 0.002, 0.02, 0.001, 
89.488, 2.04, 0, -1.18, 0, 0, 0, 2.04, 0.2, -1.18, 0, 0.019, -0.004, 
89.588, 1.96, 0, -1.44, 0, 0, 0, 1.96, 0.08, -1.44, 0, 0.024, -0.002, 
89.688, 1.76, 0, -1.82, 0, 0, -0.005, 1.76, 0.24, -1.82, -0.0025, 0.0135, -0.005, 
89.788, 1.74, 0, -1.32, 0, 0, 0, 1.74, -0.32, -1.32, -0.008, 0.0185, -0.003, 
89.888, 1.76, 0, -0.86, 0, 0, 0, 1.76, 0, -0.86, 0, 0.028, 0.001, 
89.988, 1.8, 0, -1.08, 0, 0, -0.008, 1.8, 0.28, -1.08, 0.003, 0.023, -0.008, 
90.088, 2, 0, -1.48, 0, 0, 0, 2, 0, -1.48, -0.0045, 0.0095, 0.002, 
90.188, 1.76, 0, -1.52, 0, 0, 0, 1.76, 0, -1.52, -0.003, 0.0255, 0.0015, 
90.288, 1.84, 0, -1.3, 0, 0, 0, 1.84, -0.28, -1.3, -0.0015, 0.0195, 0, 
90.388, 1.52, 0, -1.16, 0, 0, 0, 1.52, -0.24, -1.16, -0.016, 0.0165, 0.0005, 
90.488, 1.88, 0, -1.38, 0, 0, 0, 1.88, -0.06, -1.38, 0.0035, 0.0185, 0.001, 
90.588, 2.18, 0, -1.5, 0, 0, 0.008, 2.18, 0.06, -1.5, 0.002, 0.0135, 0.008, 
90.688, 1.9, 0, -1.52, 0, 0, 0, 1.9, -0.3, -1.52, -0.009, 0.0225, 0.0025, 
90.788, 1.9, 0, -1.48, 0, 0, -0.005, 1.9, 0, -1.48, -0.0035, 0.015, -0.005, 
90.888, 1.8, 0, -1.4, 0, 0, 0, 1.8, -0.1, -1.4, -0.008, 0.0155, -0.0015, 
90.988, 1.94, 0, -1.46, 0, 0, 0.01, 1.94, -0.06, -1.46, -0.004, 0.025, 0.01, 
91.088, 1.8, 0, -1.44, 0, 0, 0, 1.8, -0.22, -1.44, -0.0095, 0.0145, 0.0005, 
91.188, 2.08, 0, -1.5, 0, 0, 0, 2.08, 0.26, -1.5, 0.004, 0.0145, -0.003, 
91.288, 1.9, 0, -1.7, 0, 0, 0, 1.9, -0.24, -1.7, -0.0085, 0.02, 0.0025, 
91.388, 1.78, 0, -1.78, 0, 0, 0, 1.78, 0.2, -1.78, 0.0005, 0.026, -0.004, 
91.488, 1.6, 0, -1.52, 0, 0, 0, 1.6, -0.02, -1.52, 0.0045, 0.029, 0.0045, 
91.588, 1.66, 0, -1.26, 0, 0, 0.005, 1.66, -0.2, -1.26, -0.008, 0.0295, 0.005, 
91.688, 2.04, 0, -1.56, 0, 0, 0, 2.04, -0.16, -1.56, -0.0125, 0.01, -0.003, 
91.788, 1.9, 0, -1.08, 0, 0, 0, 1.9, 0.18, -1.08, -0.004, 0.021, -0.002, 
91.888, 1.76, 0, -1.36, 0, 0, 0, 1.76, -0.04, -1.36, -0.007, 0.0125, -0.0025, 
91.988, 1.94, 0, -1.32, 0, 0, 0, 1.94, -0.16, -1.32, -0.013, 0.0155, -0.0005, 
92.088, 1.66, 0, -1.32, 0, 0, 0, 1.66, -0.32, -1.32, -0.0035, 0.0155, 0, 
92.188, 1.96, 0, -1.26, 0, 0, 0, 1.96, 0.22, -1.26, -0.002, 0.0185, -0.0025, 
92.288, 1.82, 0, -1.26, 0, 0, -0.007, 1.82, 0.1, -1.26, -0.0045, 0.0235, -0.007, 
92.388, 1.82, 0, -1.52, 0, 0, -0.008, 1.82, 0.08, -1.52, 0.002, 0.0165, -0.008, 
92.488, 1.98, 0, -1.16, 0, 0, 0.0055, 1.98, -0.18, -1.16, -0.009, 0.0235, 0.0055, 
