Time, Fx, Fy, Fz, Tx, Ty, Yz, Fx_tmp, Fy_tmp, Fz_tmp, Tx_tmp, Ty_tmp, Tz_tmp
92.588, 1.72, 0, -1.7, 0, 0, 0, 1.72, -0.06, -1.7, -0.0005, 0.023, -0.002, 
92.688, 2.06, 0, -1.38, 0, 0, 0, 2.06, -0.08, -1.38, 0.0045, 0.0225, 0.003, 
92.788, 1.76, 0, -1.26, 0, 0, -0.0065, 1.76, 0, -1.26, -0.0045, 0.0245, -0.0065, 
92.888, 1.94, 0, -1.5, 0, 0, 0, 1.94, -0.16, -1.5, -0.0045, 0.0195, 0.0005, 
92.988, 1.84, 0, -1.64, 0, 0, 0, 1.84, 0.18, -1.64, -0.0035, 0.0175, -0.003, 
93.088, 1.86, 0, -1.22, 0, 0, -0.005, 1.86, -0.06, -1.22, -0.013, 0.0175, -0.005, 
93.188, 1.92, 0, -1.32, 0, 0, 0, 1.92, -0.2, -1.32, -0.018, 0.019, 0.0025, 
93.288, 1.72, 0, -1.5, 0, 0, 0, 1.72, -0.18, -1.5, -0.0085, 0.025, 0.002, 
93.388, 1.96, 0, -1.72, 0, 0, 0, 1.96, 0, -1.72, -0.0115, 0.023, 0.003, 
93.488, 1.74, 0, -1.48, 0, 0, 0, 1.74, 0, -1.48, -0.005, 0.031, 0.0005, 
93.588, 1.72, 0, -1.32, 0, 0, 0, 1.72, -0.24, -1.32, -0.0135, 0.017, 0, 
93.688, 1.68, 0, -1.02, 0, 0, -0.007, 1.68, 0.12, -1.02, -0.003, 0.0245, -0.007, 
93.788, 1.88, 0, -1.16, 0, 0, 0, 1.88, 0, -1.16, -0.009, 0.0135, -0.002, 
93.888, 1.84, 0, -1.24, 0, 0, 0, 1.84, 0.12, -1.24, 0.003, 0.026, -0.002, 
93.988, 1.62, 0, -1.28, 0, 0, 0, 1.62, -0.12, -1.28, -0.009, 0.0295, 0, 
94.088, 1.54, 0, -1.46, 0, 0, -0.005, 1.54, 0.08, -1.46, 0.002, 0.0345, -0.005, 
94.188, 1.8, 0, -1.64, 0, 0, -0.006, 1.8, -0.04, -1.64, -0.0055, 0.0175, -0.006, 
94.288, 1.7, 0, -1.36, 0, 0, 0, 1.7, -0.24, -1.36, 0, 0.0295, 0.002, 
94.388, 2.06, 0, -1.08, 0, 0, 0, 2.06, 0.22, -1.08, 0, 0.031, -0.0045, 
94.488, 1.78, 0, -1.18, 0, 0, 0, 1.78, 0, -1.18, -0.008, 0.0195, -0.003, 
94.588, 1.7, 0, -1.44, 0, 0, 0, 1.7, -0.1, -1.44, -0.0135, 0.02, 0.0045, 
94.688, 1.8, 0, -1.36, 0, 0, 0, 1.8, -0.06, -1.36, -0.011, 0.016, -0.002, 
94.788, 1.92, 0, -1.5, 0, 0, 0, 1.92, -0.1, -1.5, 0.0005, 0.015, -0.002, 
94.888, 1.96, 0, -1.52, 0, 0, -0.0085, 1.96, 0.12, -1.52, 0.0055, 0.0205, -0.0085, 
94.988, 1.74, 0, -1.74, 0, 0, 0, 1.74, -0.2, -1.74, -0.004, 0.018, 0, 
95.088, 1.76, 0, -1.2, 0, 0, 0, 1.76, 0, -1.2, -0.008, 0.0205, -0.004, 
95.188, 1.74, 0, -1.22, 0, 0, 0, 1.74, -0.16, -1.22, -0.0065, 0.029, -0.004, 
95.288, 1.98, 0, -1.7, 0, 0, 0, 1.98, -0.24, -1.7, -0.0195, 0.0205, -0.0045, 
95.388, 1.94, 0, -1.54, 0, 0, 0.005, 1.94, -0.02, -1.54, -0.002, 0.0275, 0.005, 
95.488, 1.86, 0, -1.36, 0, 0, -0.0055, 1.86, 0.26, -1.36, 0.0025, 0.022, -0.0055, 
95.588, 1.9, 0, -1.54, 0, 0, 0, 1.9, -0.26, -1.54, -0.018, 0.0165, 0.0005, 
95.688, 1.8, 0, -1.84, 0, 0, -0.0055, 1.8, 0, -1.84, -0.002, 0.0195, -0.0055, 
95.788, 1.8, 0, -1.54, 0, 0, 0, 1.8, 0.04, -1.54, 0.0025, 0.0225, 0.0015, 
95.888, 2, 0, -1, 0, 0, 0, 2, 0.18, -1, -0.003, 0.022, -0.0045, 
95.988, 2.02, 0, -1.2, 0, 0, -0.0055, 2.02, 0.12, -1.2, -0.007, 0.025, -0.0055, 
96.088, 1.84, 0, -1.46, 0, 0, -0.0065, 1.84, 0.04, -1.46, -0.005, 0.0215, -0.0065, 
96.188, 1.76, 0, -1.3, 0, 0, 0.005, 1.76, -0.18, -1.3, -0.0055, 0.024, 0.005, 
96.288, 1.96, 0, -1.44, 0, 0, -0.0065, 1.96, 0.28, -1.44, 0.0035, 0.006, -0.0065, 
96.388, 1.88, 0, -1.54, 0, 0, 0, 1.88, -0.02, -1.54, 0.0135, 0.0205, 0.0015, 
96.488, 1.68, 0, -1.44, 0, 0, -0.0065, 1.68, 0, -1.44, 0.0025, 0.0185, -0.0065, 
96.588, 1.9, 0, -1.46, 0, 0, 0, 1.9, 0.08, -1.46, 0.0025, 0.014, -0.0015, 
96.688, 1.88, 0, -1.68, 0, 0, 0, 1.88, -0.02, -1.68, -0.006, 0.0185, -0.004, 
96.788, 1.94, 0, -1.46, 0, 0, 0, 1.94, 0.14, -1.46, 0.005, 0.0205, 0.0035, 
96.888, 1.8, 0, -1.56, 0, 0, 0, 1.8, 0.1, -1.56, 0.0035, 0.025, 0.001, 
96.988, 1.92, 0, -1.56, 0, 0, 0, 1.92, -0.06, -1.56, -0.0035, 0.022, -0.001, 
97.088, 1.7, 0, -1.58, 0, 0, -0.007, 1.7, 0.12, -1.58, -0.0005, 0.0265, -0.007, 
97.188, 1.72, 0, -1.4, 0, 0, -0.007, 1.72, 0.08, -1.4, -0.005, 0.0195, -0.007, 
97.288, 1.94, 0, -1.4, 0, 0, -0.0055, 1.94, 0.16, -1.4, -0.001, 0.0225, -0.0055, 
97.388, 1.62, 0, -1.34, 0, 0, -0.0085, 1.62, 0.06, -1.34, -0.003, 0.027, -0.0085, 
97.488, 2.16, 0, -1.54, 0, 0, -0.0085, 2.16, 0.14, -1.54, 0.004, -0.003, -0.0085, 
97.588, 2.48, 0, -1.92, 0, 0, 0, 2.48, 0.3, -1.92, 0.0015, -0.002, -0.0045, 
97.688, 2.12, 0, -1.92, 0, 0, -0.0065, 2.12, -0.08, -1.92, -0.0035, 0.0035, -0.0065, 
97.788, 2.1, 0, -1.18, 0, 0, 0, 2.1, -0.22, -1.18, -0.0035, 0.024, 0.004, 
97.888, 2.3, 0, -1.72, 0, 0, 0, 2.3, -0.28, -1.72, -0.0105, 0.011, 0.0045, 
97.988, 2.12, 0, -1.34, 0, 0, -0.007, 2.12, 0.28, -1.34, -0.002, 0.02, -0.007, 
98.088, 1.96, 0, -1.44, 0, 0, 0.008, 1.96, -0.32, -1.44, -0.013, 0.033, 0.008, 
98.188, 2.02, 0, -1.24, 0, 0, 0, 2.02, -0.18, -1.24, -0.012, 0.036, 0.0025, 
98.288, 2.08, 0, -1.28, 0, 0, 0, 2.08, -0.24, -1.28, -0.0105, 0.0255, 0.003, 
98.388, 1.84, 0, -1.7, 0, 0, 0, 1.84, -0.22, -1.7, -0.0015, 0.0225, 0.0045, 
98.488, 1.78, 0, -1.5, 0, 0, 0, 1.78, 0.2, -1.5, -0.0005, 0.0205, -0.0025, 
98.588, 1.7, 0, -1.58, 0, 0, 0, 1.7, 0, -1.58, -0.0055, 0.0235, -0.0045, 
98.688, 2.14, 0, -1.56, 0, 0, 0, 2.14, 0.06, -1.56, 0.001, 0.0175, 0.003, 
98.788, 2.04, 0, -1.48, 0, 0, 0, 2.04, 0.12, -1.48, 0.0045, 0.0205, -0.001, 
98.888, 1.88, 0, -1.3, 0, 0, -0.005, 1.88, 0.32, -1.3, -0.004, 0.027, -0.005, 
98.988, 1.82, 0, -1.5, 0, 0, 0, 1.82, 0.14, -1.5, -0.01, 0.028, -0.003, 
99.088, 1.68, 0, -1.4, 0, 0, 0, 1.68, -0.24, -1.4, -0.013, 0.026, -0.0005, 
99.188, 2.1, 0, -1.66, 0, 0, 0, 2.1, 0.08, -1.66, -0.0035, 0.025, -0.0015, 
99.288, 2, 0, -1.76, 0, 0, 0.007, 2, -0.34, -1.76, -0.0045, 0.019, 0.007, 
99.388, 1.86, 0, -1.36, 0, 0, 0.006, 1.86, -0.3, -1.36, -0.0005, 0.024, 0.006, 
99.488, 1.98, 0, -1.12, 0, 0.0505, 0, 1.98, -0.04, -1.12, 0.0155, 0.0505, 0.0045, 
99.588, 2.26, 0, 0, 0, 0.06, 0.016, 2.26, -0.32, -0.66, 0.007, 0.06, 0.016, 
99.688, 2.04, 0, 0, 0, 0.0715, 0.015, 2.04, -0.02, -0.42, 0.011, 0.0715, 0.015, 
99.788, 1.96, 0, 0, 0, 0.0685, 0.0135, 1.96, 0, -0.22, 0.0025, 0.0685, 0.0135, 
99.888, 1.18, 0, 0, 0, 0.08, 0.018, 1.18, -0.38, -0.44, -0.0015, 0.08, 0.018, 
99.988, 1.74, 0, 0, 0, 0, 0.009, 1.74, 0, -0.7, 0.006, 0.044, 0.009, 
100.088, 2.08, 0, -1.02, 0, 0, 0, 2.08, 0.2, -1.02, 0.0145, 0.026, 0.004, 
100.188, 2.18, 0, -1.24, 0, 0, 0, 2.18, 0.08, -1.24, 0.011, 0.049, 0.0035, 
100.288, 2.58, 0, -1.62, 0, 0, -0.0145, 2.58, 0.7, -1.62, 0, 0.012, -0.0145, 
100.388, 2.4, 0, -1.96, 0, 0, -0.0115, 2.4, 0.68, -1.96, 0.003, 0.003, -0.0115, 
100.488, 2.76, 0.8, -2.28, 0, 0, -0.016, 2.76, 0.8, -2.28, 0, 0.0025, -0.016, 
100.588, 2.6, 0, -1.38, 0, 0, -0.0085, 2.6, 0.28, -1.38, -0.0005, 0.0305, -0.0085, 
100.688, 2.38, 0, -1.18, 0, 0, 0.007, 2.38, -0.2, -1.18, 0.0065, 0.044, 0.007, 
100.788, 2.38, 0, -0.98, 0, 0, 0.0105, 2.38, -0.32, -0.98, -0.006, 0.0495, 0.0105, 
100.888, 2.42, 0, 0, 0, 0.071, 0.0075, 2.42, -0.06, -0.26, 0.0135, 0.071, 0.0075, 
100.988, 2.4, 0, 0, 0, 0, 0.012, 2.4, -0.36, -0.46, 0.0055, 0.0465, 0.012, 
101.088, 2.34, 0, 0, 0, 0.0625, 0.0185, 2.34, -0.4, -0.72, 0.006, 0.0625, 0.0185, 
101.188, 2.52, 0, 0, 0, 0.059, 0.005, 2.52, -0.06, -0.74, 0.002, 0.059, 0.005, 
101.288, 2.4, 0, -1.04, 0, 0.053, 0, 2.4, 0.12, -1.04, 0.016, 0.053, 0.0045, 
101.388, 2.4, 0, -0.92, 0, 0.054, 0.01, 2.4, -0.08, -0.92, 0.0095, 0.054, 0.01, 
101.488, 2.6, 0, -0.88, 0, 0.057, 0, 2.6, 0.02, -0.88, 0.007, 0.057, 0.0015, 
101.588, 2.58, 0, 0, 0, 0, 0.0165, 2.58, -0.54, -0.6, 0.0065, 0.038, 0.0165, 
101.688, 2.2, 0, 0, 0, 0.0585, 0.0115, 2.2, -0.3, -0.68, 0.001, 0.0585, 0.0115, 
101.788, 2.24, 0, 0, 0, 0.056, 0.0095, 2.24, -0.14, -0.6, 0.0105, 0.056, 0.0095, 
101.888, 2.46, 0, -0.98, 0, 0, 0.011, 2.46, -0.38, -0.98, 0.009, 0.0475, 0.011, 
101.988, 2.42, 0, 0, 0, 0.059, 0.009, 2.42, -0.3, -0.5, -0.001, 0.059, 0.009, 
102.088, 2.38, 0, -0.82, 0, 0.0545, 0.013, 2.38, -0.36, -0.82, 0.004, 0.0545, 0.013, 
102.188, 2.56, 0, -1.04, 0, 0.0545, 0.014, 2.56, -0.3, -1.04, 0.0045, 0.0545, 0.014, 
102.288, 2.7, 0, 0, 0, 0, 0.015, 2.7, -0.3, -0.42, 0.005, 0.0445, 0.015, 
102.388, 2.44, 0, 0, 0, 0.054, 0.0135, 2.44, -0.46, -0.64, 0.0095, 0.054, 0.0135, 
102.488, 1.86, 0, -1.5, 0, 0, 0, 1.86, -0.16, -1.5, 0.0005, 0.016, -0.0015, 
102.588, 1.7, 0, -1.3, 0, 0, -0.008, 1.7, -0.06, -1.3, -0.004, 0.0245, -0.008, 
102.688, 1.7, 0, -1.34, 0, 0, 0, 1.7, -0.02, -1.34, -0.009, 0.0275, 0.0005, 
102.788, 1.76, 0, -1.54, 0, 0, 0, 1.76, 0, -1.54, -0.0045, 0.0145, 0.0035, 
102.888, 1.84, 0, -1.32, 0, 0, 0, 1.84, 0, -1.32, -0.0035, 0.0225, -0.0045, 
102.988, 1.98, 0, -1.6, 0, 0, -0.0065, 1.98, 0.12, -1.6, 0.0015, 0.018, -0.0065, 
103.088, 1.7, 0, -1.66, 0, 0, -0.005, 1.7, 0.32, -1.66, -0.0115, 0.036, -0.005, 
103.188, 1.58, 0, -1.28, 0, 0, 0, 1.58, 0.2, -1.28, -0.0035, 0.0355, 0.002, 
103.288, 1.82, 0, -1.1, 0, 0, 0.007, 1.82, -0.02, -1.1, -0.0065, 0.0215, 0.007, 
103.388, 2.28, 0, -0.9, 0, 0, 0.006, 2.28, -0.1, -0.9, 0.007, 0.0195, 0.006, 
103.488, 1.62, 0, -1.64, 0, 0, -0.0085, 1.62, -0.12, -1.64, -0.0065, 0.0145, -0.0085, 
103.588, 2.1, 0, -1.4, 0, 0, 0.0165, 2.1, 0.08, -1.4, -0.0045, 0.031, 0.0165, 
103.688, 1.84, 0, -1.6, 0, 0, 0, 1.84, -0.24, -1.6, -0.009, 0.034, 0.0025, 
103.788, 1.7, 0, -1.8, 0, 0, -0.007, 1.7, -0.18, -1.8, -0.0105, 0.017, -0.007, 
103.888, 1.76, 0, -1.54, 0, 0, 0.0185, 1.76, 0.42, -1.54, -0.0095, 0.0245, 0.0185, 
103.988, 1.92, 0, -1.04, 0, 0, -0.0075, 1.92, 0.48, -1.04, 0.0065, 0.027, -0.0075, 
104.088, 1.66, 0, -1.74, 0, 0, 0, 1.66, 0.3, -1.74, 0.009, 0.029, -0.0025, 
104.188, 2.06, 0, -1.12, 0, 0, 0.0055, 2.06, -0.04, -1.12, -0.009, 0.0195, 0.0055, 
104.288, 1.86, 0, 0, 0, 0, 0, 1.86, -0.26, -0.74, -0.0235, 0.0275, 0.0005, 
104.388, 1.84, 0, -1.5, 0, 0, 0, 1.84, 0.16, -1.5, -0.004, 0.023, -0.004, 
104.488, 1.84, 0, -1.62, 0, 0, 0, 1.84, 0.08, -1.62, -0.003, 0.024, 0.002, 
104.588, 1.72, 0, -1.56, 0, 0, 0, 1.72, 0.06, -1.56, -0.0025, 0.0215, -0.001, 
104.688, 1.84, 0, -1.36, 0, 0, 0, 1.84, 0.04, -1.36, -0.0075, 0.021, -0.0015, 
104.788, 1.82, 0, -1.82, 0, 0, 0, 1.82, -0.26, -1.82, -0.0115, 0.018, -0.0005, 
104.888, 1.8, 0, -1.28, 0, 0, 0, 1.8, -0.18, -1.28, -0.0065, 0.0185, 0.0005, 
104.988, 2.46, 0, -1.16, 0, 0, 0, 2.46, 0.18, -1.16, 0.0005, 0.0215, 0.002, 
105.088, 2.12, 0, -1.6, 0, 0, 0, 2.12, 0.3, -1.6, -0.0025, 0.014, -0.0035, 
105.188, 2.08, 0, -1.3, 0, 0, 0.0245, 2.08, 0.36, -1.3, 0.0055, 0.026, 0.0245, 
105.288, 2.46, 0, -1.38, 0, 0, 0, 2.46, -0.42, -1.38, -0.0025, 0.008, -0.002, 
105.388, 1.7, 0, -1.24, 0, 0, 0, 1.7, 0.38, -1.24, 0.0125, 0.037, -0.003, 
105.488, 1.72, 0, -1.62, 0, 0, -0.0065, 1.72, -0.02, -1.62, -0.0185, 0.029, -0.0065, 
105.588, 1.68, 0, -1.46, 0, 0, -0.006, 1.68, -0.24, -1.46, -0.019, 0.0225, -0.006, 
105.688, 1.78, 0, -1.06, 0, 0, -0.0115, 1.78, 0.08, -1.06, 0, 0.0415, -0.0115, 
105.788, 1.84, 0, -1.4, 0, 0, 0, 1.84, 0.08, -1.4, 0, 0.0215, -0.002, 
105.888, 1.86, 0, -1.38, 0, 0, 0, 1.86, -0.18, -1.38, -0.0135, 0.0145, 0.002, 
105.988, 1.8, 0, -1.66, 0, 0, 0, 1.8, -0.02, -1.66, -0.0135, 0.0095, -0.002, 
106.088, 1.76, 0, -1.6, 0, 0, -0.005, 1.76, 0.16, -1.6, -0.002, 0.024, -0.005, 
106.188, 1.76, 0, -1.4, 0, 0, 0, 1.76, 0, -1.4, -0.006, 0.0215, -0.0025, 
106.288, 1.74, 0, -1.52, 0, 0, 0, 1.74, -0.12, -1.52, -0.006, 0.015, 0.004, 
106.388, 1.7, 0, -1.2, 0, 0, 0, 1.7, -0.38, -1.2, -0.0035, 0.032, 0.003, 
106.488, 1.66, 0, -1.36, 0, 0, 0, 1.66, -0.08, -1.36, -0.005, 0.0235, -0.002, 
106.588, 1.8, 0, -1.38, 0, 0, 0, 1.8, -0.14, -1.38, -0.001, 0.023, 0, 
106.688, 1.8, 0, -1.14, 0, 0, 0.007, 1.8, -0.26, -1.14, 0, 0.023, 0.007, 
106.788, 1.94, 0, -1.4, 0, 0, 0, 1.94, 0.24, -1.4, -0.0075, 0.0245, -0.0035, 
106.888, 1.82, 0, -1.6, 0, 0, 0, 1.82, 0, -1.6, -0.005, 0.018, 0, 
106.988, 2.04, 0, -1.34, 0, 0, 0, 2.04, 0.28, -1.34, 0.006, 0.033, -0.003, 
107.088, 1.86, 0, -1.02, 0, 0, -0.0075, 1.86, 0.06, -1.02, -0.0095, 0.0215, -0.0075, 
107.188, 1.78, 0, -1.48, 0, 0, 0.005, 1.78, 0.2, -1.48, -0.009, 0.0195, 0.005, 
107.288, 2.34, 0, -1.36, 0, 0, -0.0085, 2.34, 0.24, -1.36, 0, 0.0285, -0.0085, 
107.388, 1.82, 0, -1, 0, 0, 0.0125, 1.82, -0.12, -1, 0.0025, 0.01, 0.0125, 
107.488, 2.06, 0, -1.22, 0, 0, 0.0065, 2.06, -0.02, -1.22, 0.0015, 0.024, 0.0065, 
107.588, 1.34, 0, -1.28, 0, 0, -0.013, 1.34, 0.28, -1.28, 0.0005, 0.0485, -0.013, 
107.688, 1.98, 0, -1.6, 0, 0, 0.0155, 1.98, 0.02, -1.6, 0.0005, 0.0185, 0.0155, 
107.788, 2.02, 0, -1.44, 0, 0, 0, 2.02, -0.36, -1.44, -0.0185, 0.0115, -0.0035, 
107.888, 1.14, 0, -1.26, 0, 0, 0.0155, 1.14, -0.06, -1.26, -0.003, 0.0255, 0.0155, 
107.988, 1.48, 0, -1.2, 0, 0, -0.017, 1.48, 0.04, -1.2, 0.001, 0.029, -0.017, 
108.088, 1.8, 0, -1.02, 0, 0, 0, 1.8, 0, -1.02, 0, 0.023, -0.0025, 
108.188, 2, 0, -1.68, 0, 0, 0.0075, 2, -0.12, -1.68, -0.0185, 0.02, 0.0075, 
108.288, 2.14, 0, -1.72, 0, 0, 0, 2.14, 0.22, -1.72, -0.008, 0.0145, -0.001, 
108.388, 1.7, 0, -1.36, 0, 0, -0.007, 1.7, 0.08, -1.36, -0.0085, 0.025, -0.007, 
108.488, 1.72, 0, -1.74, 0, 0, 0, 1.72, -0.1, -1.74, -0.006, 0.0215, -0.002, 
108.588, 1.6, 0, -0.98, 0, 0, 0, 1.6, -0.18, -0.98, 0.0025, 0.034, 0.002, 
108.688, 1.86, 0, -1.16, 0, 0, 0, 1.86, 0.18, -1.16, -0.0005, 0.0195, -0.004, 
108.788, 1.72, 0, -1.28, 0, 0, 0, 1.72, -0.18, -1.28, -0.013, 0.0315, -0.0035, 
108.888, 1.74, 0, -1.84, 0, 0, -0.007, 1.74, 0.1, -1.84, -0.008, 0.0185, -0.007, 
108.988, 1.66, 0, -2.02, 0, 0, 0, 1.66, -0.2, -2.02, -0.0045, 0.01, 0, 
109.088, 1.58, 0, -1.66, 0, 0, -0.0065, 1.58, 0.1, -1.66, -0.004, 0.0215, -0.0065, 
109.188, 1.66, 0, -1.28, 0, 0, 0, 1.66, -0.06, -1.28, 0.0035, 0.035, 0.0015, 
109.288, 1.52, 0, -1.4, 0, 0, -0.0245, 1.52, 0.12, -1.4, -0.007, 0.023, -0.0245, 
109.388, 1.6, 0, -1.58, 0, 0, 0.018, 1.6, 0.38, -1.58, -0.0025, 0.011, 0.018, 
109.488, 1.74, 0, -1.86, 0, 0, -0.0105, 1.74, 0.36, -1.86, -0.004, 0.0265, -0.0105, 
109.588, 1.46, 0, -2.04, 0, 0, 0, 1.46, -0.6, -2.04, -0.0185, 0.016, 0.0025, 
109.688, 1.68, 0, -1.94, 0, 0, 0, 1.68, 0.12, -1.94, -0.0035, 0.0025, -0.0035, 
109.788, 1.66, 0, -1.52, 0, 0, 0, 1.66, -0.22, -1.52, 0.0015, 0.024, 0.003, 
109.888, 1.86, 0, -1.34, 0, 0, 0.01, 1.86, -0.18, -1.34, -0.0145, 0.0125, 0.01, 
109.988, 2.08, 0, -1.66, 0, 0, 0, 2.08, -0.2, -1.66, -0.001, 0.0225, 0.0025, 
110.088, 1.84, 0, -1.26, 0, 0, -0.0125, 1.84, 0.2, -1.26, 0.0075, 0.0305, -0.0125, 
110.188, 1.94, 0, -1.22, 0, 0, 0, 1.94, -0.08, -1.22, -0.001, 0.01, -0.0035, 
110.288, 1.84, 0, -1.78, 0, 0, 0.0075, 1.84, -0.36, -1.78, -0.021, 0.0255, 0.0075, 
110.388, 1.8, 0, -1.48, 0, 0, -0.0075, 1.8, 0.26, -1.48, -0.001, 0.0205, -0.0075, 
110.488, 1.64, 0, -1.22, 0, 0, 0.0075, 1.64, -0.04, -1.22, -0.013, 0.0245, 0.0075, 
110.588, 1.6, 0, -1.56, 0, 0, 0, 1.6, -0.14, -1.56, -0.0055, 0.016, 0.0025, 
110.688, 1.92, 0, -1.58, 0, 0, 0, 1.92, -0.12, -1.58, -0.004, 0.023, -0.004, 
110.788, 1.74, 0, -1.28, 0, 0, 0, 1.74, -0.08, -1.28, -0.004, 0.024, 0.0025, 
110.888, 1.86, 0, -1.2, 0, 0, 0, 1.86, -0.2, -1.2, -0.0105, 0.0185, 0.0025, 
110.988, 1.98, 0, -1.66, 0, 0, 0.0065, 1.98, -0.06, -1.66, -0.01, 0.029, 0.0065, 
111.088, 1.88, 0, -1.6, 0, 0, 0, 1.88, 0.28, -1.6, 0.0035, 0.0425, -0.003, 
111.188, 1.88, 0, -1.32, 0, 0, -0.008, 1.88, 0.24, -1.32, -0.0075, 0.031, -0.008, 
111.288, 1.8, 0, -1.06, 0, 0, -0.01, 1.8, 0.22, -1.06, -0.005, 0.037, -0.01, 
111.388, 1.54, 0, -1.74, 0, 0, 0, 1.54, 0, -1.74, -0.011, 0.021, -0.0025, 
111.488, 2.58, 0, -1.12, 0, 0, 0.008, 2.58, 0.06, -1.12, -0.0045, 0.024, 0.008, 
111.588, 1.96, 0, -1.58, 0, 0, 0.006, 1.96, -0.02, -1.58, -0.0085, 0.0265, 0.006, 
111.688, 1.78, 0, -1.72, 0, 0, -0.005, 1.78, -0.16, -1.72, -0.0045, 0.0015, -0.005, 
111.788, 2.3, 0, -1.02, 0, 0, -0.007, 2.3, 0.04, -1.02, 0.009, 0.008, -0.007, 
111.888, 1.64, 0, -1.82, 0, 0, -0.0085, 1.64, 0.24, -1.82, 0, 0.0215, -0.0085, 
111.988, 1.08, 0, -1.5, 0, 0, -0.0095, 1.08, 0.08, -1.5, 0.0065, 0.024, -0.0095, 
112.088, 1.66, 0, -1.32, 0, 0, -0.0075, 1.66, -0.08, -1.32, -0.0055, 0.019, -0.0075, 
112.188, 2.04, 0, -1.02, 0, 0, 0.02, 2.04, -0.38, -1.02, -0.017, 0.009, 0.02, 
112.288, 1.68, 0, -1.24, 0, 0, 0, 1.68, -0.2, -1.24, -0.012, 0.014, 0, 
112.388, 1.7, 0, -1.8, 0, 0, 0, 1.7, 0.06, -1.8, -0.0015, 0.021, 0.0005, 
112.488, 2.04, 0, -1.6, 0, 0, 0, 2.04, 0.16, -1.6, 0.0035, 0.0235, 0, 
112.588, 1.7, 0, -1.54, 0, 0, 0, 1.7, 0.02, -1.54, -0.0125, 0.023, -0.001, 
112.688, 1.74, 0, -1.68, 0, 0, 0, 1.74, 0.2, -1.68, 0.001, 0.0185, -0.0035, 
112.788, 1.72, 0, -1.54, 0, 0, 0, 1.72, -0.04, -1.54, -0.003, 0.0255, 0, 
112.888, 1.8, 0, -1.52, 0, 0, 0, 1.8, -0.18, -1.52, -0.0105, 0.018, 0.0015, 
112.988, 1.88, 0, -1.12, 0, 0, 0, 1.88, 0.06, -1.12, 0, 0.042, 0.0025, 
113.088, 1.42, 0, -1.64, 0, 0, 0.0065, 1.42, -0.02, -1.64, -0.0005, 0.017, 0.0065, 
113.188, 1.92, 0, -0.92, 0, 0, 0, 1.92, 0.14, -0.92, 0.0015, 0.0105, 0, 
113.288, 1.66, 0, -1.56, 0, 0, -0.009, 1.66, 0.2, -1.56, -0.007, 0.029, -0.009, 
113.388, 1.58, 0, -2.1, 0, 0, 0.01, 1.58, 0, -2.1, -0.0175, 0.0285, 0.01, 
113.488, 1.8, 0, -2.08, 0, 0, 0.009, 1.8, 0.14, -2.08, -0.017, 0.047, 0.009, 
113.588, 1.12, 0, -2.04, 0, 0, 0, 1.12, -0.26, -2.04, -0.0065, 0.031, -0.002, 
113.688, 1.94, 0, -0.9, 0, 0, 0, 1.94, 0.4, -0.9, 0.0195, 0.029, -0.004, 
113.788, 1.94, 0, -1.76, 0, 0, 0.0055, 1.94, -0.04, -1.76, -0.0075, 0.014, 0.0055, 
113.888, 2.04, 0, -1.42, 0, 0, 0, 2.04, -0.14, -1.42, -0.004, 0.01, 0.0025, 
113.988, 2.32, 0, -1.28, 0, 0, -0.0105, 2.32, 0.22, -1.28, 0.0035, 0.021, -0.0105, 
114.088, 1.66, 0, -1.38, 0, 0, -0.0115, 1.66, -0.02, -1.38, -0.007, 0.0225, -0.0115, 
114.188, 1.86, 0, -1.2, 0, 0, 0, 1.86, -0.1, -1.2, -0.008, 0.0255, -0.002, 
114.288, 1.62, 0, -1.52, 0, 0, -0.014, 1.62, 0, -1.52, -0.015, 0.017, -0.014, 
114.388, 2, 0, -1.44, 0, 0, 0.006, 2, -0.16, -1.44, -0.01, 0.0145, 0.006, 
114.488, 1.86, 0, -1.72, 0, 0, 0, 1.86, 0.02, -1.72, 0.0045, 0.019, 0.004, 
114.588, 1.74, 0, -1.18, 0, 0, 0, 1.74, -0.08, -1.18, -0.0035, 0.029, 0.003, 
114.688, 1.84, 0, -1.84, 0, 0, 0, 1.84, -0.16, -1.84, -0.0055, 0.0185, 0.002, 
114.788, 2.08, 0, -1.48, 0, 0, -0.0055, 2.08, 0.1, -1.48, -0.008, 0.0145, -0.0055, 
114.888, 1.84, 0, -1.6, 0, 0, 0, 1.84, 0.14, -1.6, -0.008, 0.0205, -0.0035, 
114.988, 1.76, 0, -1.4, 0, 0, 0, 1.76, 0.02, -1.4, -0.004, 0.0285, -0.0025, 
115.088, 1.5, 0, -1.6, 0, 0, 0, 1.5, 0.3, -1.6, -0.002, 0.0275, 0.0005, 
115.188, 1.74, 0, -1.54, 0, 0, -0.005, 1.74, -0.1, -1.54, -0.012, 0.03, -0.005, 
115.288, 2, 0, -1.32, 0, 0, 0, 2, 0.12, -1.32, -0.001, 0.03, -0.001, 
115.388, 1.58, 0, -1.32, 0, 0, 0, 1.58, -0.44, -1.32, -0.0015, 0.01, 0.0015, 
115.488, 1.5, 0, -1.62, 0, 0, 0.01, 1.5, -0.24, -1.62, -0.0045, 0.034, 0.01, 
115.588, 2.06, 0, -1.32, 0, 0, -0.0055, 2.06, 0.46, -1.32, 0.0015, 0.0305, -0.0055, 
