Time, q_r1, q_r2, q_r3, q_r4, q_r5, q_r6, dq_r1, dq_r2, dq_r3, dq_r4, dq_r5, dq_r6, q_n1, q_n2, q_n3, q_n4, q_n5, q_n6, dq_n1, dq_n2, dq_n3, dq_n4, dq_n5, dq_n6
55.886, 0.0185884, -0.436073, -1.21603, -0.0159549, -0.934397, 0.0260359, -0.00316938, -0.167977, 0.405681, 0.0142387, -0.571446, -0.0132894, 0.0178617, -0.438479, -1.2126, -0.0144484, -0.940405, 0.0237822, -0.00363442, -0.167798, 0.399602, 0.0180967, -0.581388, -0.0174806, 
55.986, 0.0182509, -0.453219, -1.17629, -0.0143526, -0.991051, 0.0249547, -0.00396173, -0.163223, 0.392211, 0.0123402, -0.542968, -0.00854321, 0.0175221, -0.455394, -1.17312, -0.0128271, -0.997003, 0.0222326, -0.00326007, -0.168921, 0.388168, 0.0147827, -0.550208, -0.0141325, 
56.086, 0.0179553, -0.470164, -1.13808, -0.0129667, -1.04444, 0.0239324, -0.00396173, -0.169562, 0.370818, 0.0123402, -0.523034, -0.00949246, 0.0171991, -0.4722, -1.13505, -0.0114342, -1.05037, 0.0209182, -0.00321349, -0.164994, 0.369603, 0.0130748, -0.513875, -0.0118693, 
56.186, 0.0176741, -0.486198, -1.10215, -0.0118646, -1.09367, 0.0230752, -0.00316938, -0.153715, 0.348632, 0.00664472, -0.469877, -0.00949246, 0.0169114, -0.488237, -1.09931, -0.0102896, -1.09959, 0.0198708, -0.00276339, -0.156015, 0.344422, 0.010519, -0.468722, -0.00937582, 
56.286, 0.0174055, -0.501771, -1.0685, -0.0109723, -1.13883, 0.0223547, -0, -0.156092, 0.330408, 0.00379698, -0.436653, -0.00569547, 0.0166566, -0.503605, -1.06587, -0.00933802, -1.14456, 0.0190109, -0.00255613, -0.153002, 0.327795, 0.00920058, -0.434162, -0.00858478, 
56.386, 0.0171479, -0.51654, -1.03708, -0.0101636, -1.17998, 0.0215944, -0, -0.143415, 0.297922, 0.00474623, -0.375901, -0.00949246, 0.0163895, -0.5182, -1.03471, -0.00843273, -1.18565, 0.0182182, -0.00276314, -0.137834, 0.292913, 0.00914916, -0.385056, -0.00717604, 
56.486, 0.0169047, -0.529697, -1.00966, -0.00936621, -1.2154, 0.0209233, -0.00237704, -0.121229, 0.252758, 0.0104417, -0.319896, -0.00664472, 0.0161471, -0.530975, -1.00754, -0.00765527, -1.22102, 0.0175847, -0.00251824, -0.116557, 0.246613, 0.0076134, -0.317487, -0.00593067, 
56.586, 0.0166488, -0.540153, -0.987695, -0.00869604, -1.24304, 0.0202749, -0.00237704, -0.0919121, 0.188578, 0.00284774, -0.220225, -0.00569547, 0.0158968, -0.541155, -0.986044, -0.00693104, -1.24834, 0.016993, -0.00256736, -0.0850522, 0.178656, 0.00708702, -0.225534, -0.00540541, 
56.686, 0.016392, -0.547435, -0.973256, -0.00804486, -1.26075, 0.019638, -0.00316938, -0.0554642, 0.106174, 0.00474623, -0.130047, -0.00664472, 0.0156448, -0.547779, -0.972054, -0.00625191, -1.26582, 0.0164963, -0.00227609, -0.0477717, 0.102243, 0.00590708, -0.124875, -0.00453912, 
56.785, 0.0161464, -0.55054, -0.966944, -0.00745063, -1.26817, 0.0190931, -0.00316938, -0.0142622, 0.0237704, -0, -0.0208834, -0.00474623, 0.0154284, -0.550348, -0.96641, -0.00571067, -1.27261, 0.0161203, -0.00167477, -0.0061778, 0.0165673, 0.00391832, -0.0145166, -0.00304618, 
56.886, 0.0159198, -0.550415, -0.968195, -0.00701018, -1.26553, 0.0186109, -0, 0.0158469, -0.0507101, 0.00474623, 0.0740412, -0.00474623, 0.0152438, -0.548746, -0.969459, -0.00528082, -1.26826, 0.0158227, -0.00146016, 0.0373309, -0.0734334, 0.00298957, 0.097895, -0.00193721, 
56.986, 0.015732, -0.546133, -0.978175, -0.00670642, -1.25227, 0.0182046, -0, 0.0625953, -0.151338, 0.00284774, 0.179407, -0, 0.0151008, -0.543019, -0.981082, -0.00498695, -1.25298, 0.0156187, -0.00107081, 0.0774824, -0.158706, 0.00171286, 0.20744, -0.00114548, 
57.086, 0.0155791, -0.537164, -0.997434, -0.00649189, -1.22753, 0.0179417, -0, 0.11489, -0.239288, 0.00284774, 0.302809, -0, 0.0149991, -0.53325, -1.0012, -0.00481539, -1.22673, 0.0155116, -0.00106283, 0.118088, -0.244105, 0.00124229, 0.317077, -0.000612745, 
57.186, 0.015461, -0.523948, -1.02484, -0.00642734, -1.19201, 0.0177537, -0, 0.148169, -0.312976, -0, 0.406277, -0.00284774, 0.0149382, -0.519893, -1.02907, -0.00479502, -1.18998, 0.0154913, -0.00052669, 0.151138, -0.317638, -0.000398124, 0.418036, 0.000427105, 
57.286, 0.0153826, -0.50779, -1.05919, -0.00641215, -1.14664, 0.0176731, -0, 0.178278, -0.369233, -0.00284774, 0.502151, -0, 0.0149224, -0.503545, -1.06373, -0.00492495, -1.14363, 0.0155664, 2.7297e-05, 0.176224, -0.376771, -0.00210694, 0.507891, 0.00107963, 
57.386, 0.0153374, -0.489162, -1.09931, -0.00641215, -1.09259, 0.0176655, -0, 0.191748, -0.427867, -0, 0.572395, -0, 0.0149601, -0.484902, -1.10397, -0.00523943, -1.08872, 0.0157709, 0.000329726, 0.194343, -0.424311, -0.00385563, 0.586284, 0.00197002, 
57.486, 0.0153192, -0.469076, -1.14389, -0.00642639, -1.03091, 0.0176769, -0, 0.209179, -0.466691, -0, 0.643588, -0, 0.0150355, -0.464748, -1.14859, -0.00569829, -1.02643, 0.0161102, 0.000318176, 0.205547, -0.461814, -0.0055426, 0.654845, 0.00324686, 
57.586, 0.0153137, -0.447932, -1.19162, -0.00644822, -0.96295, 0.0176863, -0, 0.215518, -0.488877, -0.00284774, 0.711934, -0, 0.0151256, -0.443831, -1.19633, -0.0063305, -0.957926, 0.0165667, 0.000472164, 0.209638, -0.48843, -0.00682342, 0.711737, 0.00457035, 
57.686, 0.0153121, -0.426865, -1.24119, -0.00655454, -0.890241, 0.0177177, -0, 0.212349, -0.503932, -0, 0.734716, 0.00284774, 0.0152278, -0.422958, -1.24581, -0.00716181, -0.884851, 0.0171819, 0.00137949, 0.206241, -0.498586, -0.00999563, 0.746839, 0.00807244, 
57.786, 0.0153168, -0.406579, -1.29102, -0.00686399, -0.814892, 0.017843, -0, 0.198086, -0.492839, -0.00284774, 0.772686, 0.00379698, 0.0153633, -0.402932, -1.29555, -0.0082156, -0.809105, 0.0180279, 0.00161728, 0.195858, -0.496909, -0.0122307, 0.765071, 0.0108983, 
57.886, 0.0153192, -0.387697, -1.33987, -0.00753321, -0.738785, 0.0181762, -0, 0.174316, -0.480954, -0.00569547, 0.770787, 0.00379698, 0.0155094, -0.3844, -1.34415, -0.00956452, -0.732753, 0.019138, 0.00134136, 0.175166, -0.475258, -0.0143431, 0.759439, 0.0116724, 
57.986, 0.0153263, -0.370867, -1.38622, -0.0086239, -0.664266, 0.018759, -0, 0.159261, -0.448468, -0.0113909, 0.728071, 0.00664472, 0.0156536, -0.367959, -1.39023, -0.0111712, -0.658053, 0.0205268, 0.00146161, 0.152064, -0.445369, -0.0177529, 0.734187, 0.0156552, 
58.086, 0.0153319, -0.356391, -1.42924, -0.0102215, -0.59277, 0.019676, -0, 0.134699, -0.410435, -0.0256296, 0.697695, 0.0123402, 0.0157841, -0.353777, -1.43305, -0.0130656, -0.586443, 0.0221986, 0.00108369, 0.130904, -0.412085, -0.0199824, 0.700409, 0.0175885, 
58.186, 0.015339, -0.343933, -1.46912, -0.012138, -0.524357, 0.0207923, -0, 0.107759, -0.385872, -0.0170864, 0.672066, 0.0123402, 0.0158618, -0.341687, -1.47273, -0.0151481, -0.517973, 0.0240555, 0.000487741, 0.111358, -0.382033, -0.0218122, 0.669374, 0.0197738, 
58.286, 0.015343, -0.333592, -1.50613, -0.0143668, -0.458861, 0.0221402, -0, 0.0998355, -0.354971, -0.0256296, 0.638842, 0.0132894, 0.0158757, -0.331473, -1.50954, -0.0174202, -0.452506, 0.0261126, -0.00022649, 0.093397, -0.354573, -0.0235538, 0.640308, 0.0213699, 
58.386, 0.015343, -0.324618, -1.54046, -0.0167181, -0.396229, 0.023696, -0, 0.0855733, -0.330408, -0.0265789, 0.619857, 0.0161372, 0.0158106, -0.322963, -1.54368, -0.0198429, -0.389899, 0.0283106, -0.00109607, 0.0772035, -0.328741, -0.0247354, 0.612215, 0.0224101, 
58.485, 0.0153382, -0.317456, -1.57232, -0.0192241, -0.336384, 0.0255043, -0, 0.0610106, -0.304261, -0.0189849, 0.579989, 0.0199342, 0.0156504, -0.315981, -1.57535, -0.0223306, -0.330041, 0.0305459, -0.00212968, 0.0627243, -0.304711, -0.0246987, 0.585039, 0.022085, 
58.586, 0.0153287, -0.311708, -1.60181, -0.0216722, -0.279139, 0.0273136, -0, 0.0507101, -0.279698, -0.0256296, 0.56575, 0.0161372, 0.0153794, -0.310384, -1.60463, -0.0247101, -0.272912, 0.0326427, -0.00331452, 0.0492905, -0.280936, -0.0223092, 0.557957, 0.0193815, 
58.686, 0.0152907, -0.307103, -1.62887, -0.023697, -0.224649, 0.0287992, -0, 0.0388249, -0.254343, -0.0180357, 0.525882, 0.0104417, 0.0149872, -0.306019, -1.63153, -0.0266623, -0.218542, 0.034266, -0.00451575, 0.037655, -0.256989, -0.0160871, 0.529851, 0.0126764, 
58.786, 0.0150958, -0.303544, -1.65345, -0.0249528, -0.173092, 0.0295082, -0.00396173, 0.0309015, -0.232157, -0.00759396, 0.510694, 0.00284774, 0.0144786, -0.302769, -1.65595, -0.0276689, -0.167082, 0.0348967, -0.0056222, 0.0275176, -0.231507, -0.00319586, 0.499616, -0.000839065, 
58.886, 0.0146592, -0.301033, -1.67535, -0.0249073, -0.124706, 0.0292339, -0.00475407, 0.022978, -0.202048, 0.00854321, 0.481267, -0.0104417, 0.0138935, -0.300491, -1.67767, -0.0269789, -0.118782, 0.0337913, -0.00601636, 0.0177297, -0.202559, 0.0183297, 0.466537, -0.0225508, 
58.986, 0.014118, -0.299348, -1.69437, -0.0228417, -0.0797556, 0.0269102, -0.00554642, 0.0134699, -0.175108, 0.0360713, 0.434754, -0.0379698, 0.013308, -0.29905, -1.69643, -0.0236786, -0.0739589, 0.0300675, -0.005472, 0.010909, -0.17216, 0.0487537, 0.429875, -0.0529263, 
59.086, 0.0135871, -0.298357, -1.71013, -0.0170323, -0.0384881, 0.0212973, -0.00475407, 0.00633876, -0.144999, 0.0797366, 0.392988, -0.0787874, 0.0128422, -0.298316, -1.71196, -0.016913, -0.0329291, 0.0229174, -0.00363033, 0.00409971, -0.138733, 0.0868148, 0.390878, -0.0902578, 
59.186, 0.0132433, -0.297959, -1.72263, -0.00705574, -0.00128623, 0.0116624, -0.00237704, -0, -0.105382, 0.117706, 0.358815, -0.115808, 0.0126245, -0.298136, -1.72421, -0.00619179, 0.00416122, 0.0119124, -0.000586995, -0.000267138, -0.106533, 0.127402, 0.351283, -0.129549, 
59.286, 0.0131355, -0.297925, -1.7319, 0.00665706, 0.032188, -0.00165928, -0, -0, -0.0808192, 0.152829, 0.317997, -0.143336, 0.0127491, -0.298362, -1.73341, 0.00831249, 0.0374473, -0.00272696, 0.00309773, -0.00398657, -0.0784453, 0.161287, 0.315366, -0.16181, 
59.386, 0.0131498, -0.297986, -1.73883, 0.0235299, 0.0622809, -0.0177708, -0, -0, -0.0610106, 0.180357, 0.28952, -0.170864, 0.0132463, -0.298896, -1.74012, 0.0256881, 0.0674107, -0.0200636, 0.00674947, -0.00649574, -0.0572962, 0.183291, 0.285381, -0.182042, 
59.486, 0.0132654, -0.298254, -1.74409, 0.0417715, 0.0898527, -0.0352892, -0, -0.00396173, -0.0467484, 0.189849, 0.26389, -0.174661, 0.0140838, -0.299645, -1.74516, 0.0444265, 0.0947879, -0.0385923, 0.0098461, -0.00845079, -0.0451505, 0.188266, 0.263912, -0.185397, 
59.586, 0.0136466, -0.29892, -1.7485, 0.0598566, 0.115716, -0.0524658, 0.00633876, -0.00950815, -0.0427867, 0.177509, 0.261043, -0.166118, 0.0151912, -0.300576, -1.74947, 0.0627229, 0.120495, -0.0565327, 0.0121473, -0.00946937, -0.0431247, 0.174826, 0.251733, -0.170474, 
59.686, 0.0145181, -0.299935, -1.75296, 0.0758067, 0.140857, -0.0675426, 0.0103005, -0.0134699, -0.0507101, 0.148082, 0.26389, -0.13859, 0.0164821, -0.301694, -1.75396, 0.0787785, 0.145474, -0.0721148, 0.0135233, -0.0121694, -0.0487284, 0.144199, 0.249256, -0.139017, 
59.786, 0.0157447, -0.301223, -1.7583, 0.0881669, 0.166041, -0.0789763, 0.0134699, -0.0142622, -0.0602183, 0.0939753, 0.256296, -0.0939753, 0.0178636, -0.303023, -1.75946, 0.0910705, 0.170618, -0.0838634, 0.0139233, -0.0148132, -0.061809, 0.100383, 0.254764, -0.0946054, 
59.886, 0.0170861, -0.30275, -1.76531, 0.0957438, 0.192199, -0.0859504, 0.0150546, -0.0166393, -0.0784422, 0.0522085, 0.26484, -0.0484115, 0.0192281, -0.304619, -1.76653, 0.0985655, 0.196614, -0.0907816, 0.0131597, -0.0177463, -0.0792643, 0.0493679, 0.265744, -0.0435954, 
59.986, 0.0182913, -0.304675, -1.77413, 0.0982621, 0.219515, -0.0881109, 0.0118852, -0.020601, -0.0990432, 0.00284774, 0.275281, -0, 0.0204512, -0.306507, -1.77542, 0.100916, 0.223824, -0.0925815, 0.0110972, -0.0207416, -0.0971905, -0.00124166, 0.278137, 0.00626487, 
60.086, 0.0192524, -0.306894, -1.78433, 0.0969673, 0.247946, -0.0866519, 0.0103005, -0.022978, -0.110136, -0.0284774, 0.292368, 0.0322743, 0.0214069, -0.308779, -1.78588, 0.0985675, 0.252184, -0.0897783, 0.00791151, -0.0240756, -0.111207, -0.0431858, 0.287855, 0.0470548, 
60.186, 0.0200376, -0.309508, -1.79591, 0.0922439, 0.277042, -0.0822104, 0.00633876, -0.0285244, -0.118059, -0.0645487, 0.280027, 0.0560055, 0.0220139, -0.311334, -1.79741, 0.0927315, 0.281172, -0.0836528, 0.00426917, -0.0268913, -0.118033, -0.0703884, 0.290483, 0.072501, 
60.285, 0.0205265, -0.31237, -1.80769, 0.0853172, 0.305962, -0.0758143, 0.00316938, -0.0285244, -0.110136, -0.0749904, 0.295215, 0.0683457, 0.0222735, -0.31413, -1.80922, 0.0850348, 0.309994, -0.0758184, 0.00110517, -0.0289297, -0.116785, -0.0807858, 0.284665, 0.0816019, 
60.385, 0.0207919, -0.315237, -1.81914, 0.0778457, 0.333912, -0.0690026, -0, -0.0301091, -0.111721, -0.0711934, 0.271484, 0.0645487, 0.0222699, -0.317074, -1.82057, 0.0770145, 0.337863, -0.0677877, -0.000955255, -0.0300594, -0.10934, -0.077904, 0.271945, 0.0774768, 
60.486, 0.0208918, -0.318322, -1.82966, 0.0709561, 0.360455, -0.0627622, -0, -0.0301091, -0.103797, -0.0598025, 0.257246, 0.0550562, 0.0221221, -0.320085, -1.831, 0.069721, 0.364236, -0.0605621, -0.00182301, -0.0301548, -0.0988994, -0.0673444, 0.255339, 0.0665268, 
60.586, 0.0209005, -0.321255, -1.839, 0.0651097, 0.385076, -0.0575585, -0, -0.0293168, -0.0879503, -0.0531578, 0.238261, 0.0474623, 0.0219328, -0.323051, -1.84036, 0.0636271, 0.388888, -0.0545681, -0.00187154, -0.029266, -0.0885585, -0.0546825, 0.238036, 0.0535687, 
60.686, 0.0208989, -0.324103, -1.8475, 0.0603559, 0.408276, -0.05334, -0, -0.0269397, -0.0800269, -0.0446145, 0.224022, 0.0389191, 0.0217597, -0.325984, -1.84867, 0.0587559, 0.411844, -0.0497902, -0.00155641, -0.0289566, -0.0783582, -0.0431912, 0.221657, 0.0423386, 
60.786, 0.0208981, -0.327049, -1.85497, 0.0565523, 0.429837, -0.0499635, -0, -0.0301091, -0.0728958, -0.0370206, 0.215479, 0.0332236, 0.0216236, -0.328914, -1.85599, 0.0549223, 0.433242, -0.0460393, -0.00121766, -0.0293129, -0.0690753, -0.0344259, 0.207155, 0.0336305, 
60.886, 0.0208965, -0.330056, -1.86143, 0.0534463, 0.449981, -0.047281, -0, -0.0316938, -0.0633876, -0.0294266, 0.185103, 0.0218326, 0.0215223, -0.331779, -1.86255, 0.0518645, 0.453274, -0.0430558, -0.000825323, -0.0276377, -0.0630131, -0.0272662, 0.193954, 0.0265935, 
60.986, 0.0208949, -0.332993, -1.8674, 0.0509413, 0.469003, -0.0451822, -0, -0.0277321, -0.0618029, -0.0199342, 0.187951, 0.0189849, 0.0214494, -0.334631, -1.86843, 0.0493943, 0.472078, -0.0406264, -0.000601987, -0.0279838, -0.0561187, -0.022306, 0.182371, 0.021952, 
61.086, 0.0208941, -0.335859, -1.87291, 0.0488786, 0.486836, -0.0434992, -0, -0.0285244, -0.0522948, -0.0180357, 0.17561, 0.0142387, 0.0213992, -0.337344, -1.87385, 0.0473605, 0.4898, -0.0386334, -0.000413027, -0.0266114, -0.0521463, -0.0185514, 0.172337, 0.0184619, 
61.186, 0.0208926, -0.33858, -1.87794, 0.0472297, 0.503693, -0.0420231, -0, -0.0277321, -0.0483331, -0.0161372, 0.155676, 0.0161372, 0.0213698, -0.339977, -1.87881, 0.0456888, 0.506516, -0.0369762, -0.000248033, -0.0263727, -0.0472118, -0.0154373, 0.162548, 0.0155825, 
61.286, 0.0208934, -0.341078, -1.88242, 0.0459235, 0.519258, -0.0407929, -0, -0.0221857, -0.041202, -0.0113909, 0.139539, 0.0104417, 0.0213458, -0.342454, -1.88333, 0.0442664, 0.521986, -0.0355632, -0.000556752, -0.0227569, -0.0409543, -0.0140785, 0.139988, 0.0135703, 
61.386, 0.0208878, -0.343213, -1.88576, 0.0445661, 0.53067, -0.0395399, -0, -0.0198086, -0.0253551, -0.0142387, 0.0873306, 0.0142387, 0.0212314, -0.344337, -1.88668, 0.0427918, 0.533182, -0.0341648, -0.00177493, -0.0145245, -0.0254167, -0.014933, 0.0799305, 0.0137886, 
61.486, 0.0208704, -0.344184, -1.88733, 0.0431764, 0.534265, -0.0382831, -0, -0.00237704, -0.00237704, -0.0142387, -0.00569547, 0.0142387, 0.0209884, -0.34489, -1.88794, 0.0413204, 0.536338, -0.0328766, -0.00323125, 0.00248897, 0.00231208, -0.0148917, -0.0211332, 0.0123491, 
61.586, 0.0208038, -0.343872, -1.88688, 0.0418389, 0.527443, -0.0371905, -0, 0.0110928, 0.0182239, -0.0113909, -0.140488, 0.0113909, 0.0205986, -0.343437, -1.88612, 0.0399726, 0.52763, -0.0318257, -0.0048903, 0.0258912, 0.0362529, -0.0131393, -0.15693, 0.00952781, 
61.686, 0.0206382, -0.340917, -1.88242, 0.0409191, 0.505307, -0.0364083, -0.00237704, 0.0507101, 0.0673494, -0.00664472, -0.313251, 0.00569547, 0.0200711, -0.339455, -1.88033, 0.0389258, 0.503658, -0.0311399, -0.00613008, 0.053776, 0.0810162, -0.00891821, -0.325258, 0.00496862, 
61.786, 0.0202627, -0.335162, -1.87254, 0.0402689, 0.465172, -0.0359593, -0.00475407, 0.0728958, 0.129152, -0.00474623, -0.496455, -0, 0.0193596, -0.332941, -1.86953, 0.0381945, 0.462098, -0.0308536, -0.00775635, 0.0763849, 0.135799, -0.0055042, -0.505904, 0.000728501, 
61.886, 0.0195551, -0.326951, -1.85644, 0.0396405, 0.407121, -0.0357002, -0.0087158, 0.0879503, 0.191748, -0.00854321, -0.671117, -0, 0.0184311, -0.324663, -1.85291, 0.0375476, 0.402858, -0.0307433, -0.0102403, 0.0880204, 0.196424, -0.00703601, -0.674332, 0.00151318, 
61.986, 0.0185171, -0.317893, -1.83444, 0.0386827, 0.333299, -0.0351287, -0.0118852, 0.0879503, 0.250381, -0.0142387, -0.796417, 0.0123402, 0.0172523, -0.315735, -1.83047, 0.0365419, 0.328162, -0.0303087, -0.0133424, 0.0884999, 0.252707, -0.0161167, -0.814964, 0.00981053, 
62.086, 0.0172224, -0.309673, -1.80682, 0.0358331, 0.24697, -0.032804, -0.0142622, 0.0713111, 0.312184, -0.05031, -0.923616, 0.0446145, 0.0157606, -0.307681, -1.80262, 0.0335837, 0.241179, -0.0279706, -0.0162554, 0.0727503, 0.301262, -0.0481454, -0.918672, 0.0418569, 
62.186, 0.015656, -0.303135, -1.77543, 0.0277322, 0.152079, -0.0254464, -0.0174316, 0.0530871, 0.335162, -0.128148, -0.983418, 0.11296, 0.0140635, -0.3016, -1.77102, 0.0252924, 0.145845, -0.020263, -0.0165291, 0.0474881, 0.32598, -0.127873, -0.979029, 0.122904, 
62.285, 0.0141743, -0.299435, -1.74277, 0.00896657, 0.0531653, -0.00734526, -0.00950815, 0.0237704, 0.330408, -0.261043, -0.990063, 0.25155, 0.0127707, -0.298431, -1.73848, 0.00611205, 0.0466365, -0.00132571, -0.0065297, 0.0170314, 0.320211, -0.262645, -0.999475, 0.2637, 
62.386, 0.0137607, -0.298614, -1.71171, -0.0244516, -0.0467409, 0.0259714, -0, -0.00237704, 0.305053, -0.395835, -0.991962, 0.408176, 0.0132006, -0.298498, -1.70741, -0.0278194, -0.0533948, 0.0332026, 0.0179132, -0.0154508, 0.306418, -0.400746, -1.00833, 0.41212, 
62.486, 0.0149737, -0.300689, -1.6789, -0.0652217, -0.150022, 0.0679147, 0.0285244, -0.045956, 0.366064, -0.380647, -1.07265, 0.393937, 0.0165274, -0.302172, -1.67443, -0.0687597, -0.157049, 0.0758241, 0.0473611, -0.0569813, 0.374331, -0.372676, -1.0845, 0.393558, 
62.586, 0.0192833, -0.308092, -1.63225, -0.0896819, -0.267561, 0.0946369, 0.045956, -0.110136, 0.586336, -0.0844829, -1.29097, 0.10062, 0.0220148, -0.310571, -1.62698, -0.0926595, -0.27491, 0.10191, 0.0552018, -0.116711, 0.600248, -0.0710064, -1.29181, 0.0906549, 
62.686, 0.0231095, -0.323175, -1.55801, -0.0807912, -0.409481, 0.0879381, 0.0213933, -0.194125, 0.865241, 0.236362, -1.52734, -0.207885, 0.0256744, -0.326543, -1.55175, -0.0818944, -0.417239, 0.0922201, 0.0124746, -0.20618, 0.888794, 0.24555, -1.5364, -0.244568, 
62.786, 0.0237371, -0.347691, -1.46161, -0.0545702, -0.568386, 0.0625297, -0.00554642, -0.290791, 1.01262, 0.253449, -1.59094, -0.245855, 0.0248006, -0.35181, -1.45507, -0.0543605, -0.576309, 0.0641894, -0.0235972, -0.295472, 1.01189, 0.259418, -1.61097, -0.267787, 
62.886, 0.0229851, -0.380414, -1.35975, -0.0349512, -0.727299, 0.043352, -0.0126775, -0.359725, 1.01975, 0.139539, -1.53588, -0.13859, 0.0223189, -0.384741, -1.35339, -0.0340539, -0.735222, 0.0431797, -0.0225509, -0.36084, 1.01613, 0.148242, -1.55863, -0.153223, 
62.986, 0.0216429, -0.419068, -1.25818, -0.0246111, -0.879684, 0.0334381, -0.0110928, -0.40885, 1.02054, 0.0749904, -1.45709, -0.0702442, 0.020474, -0.423355, -1.25202, -0.0232014, -0.887644, 0.0319879, -0.014894, -0.41032, 1.01348, 0.0786488, -1.49119, -0.0803978, 
63.086, 0.0205067, -0.462187, -1.15593, -0.0190229, -1.02597, 0.0284565, -0.00950815, -0.453222, 1.04114, 0.0436653, -1.42577, -0.0351221, 0.0192464, -0.466617, -1.14997, -0.0171757, -1.03392, 0.025865, -0.0104086, -0.452969, 1.02715, 0.0464605, -1.43372, -0.0468655, 
63.186, 0.0195535, -0.509244, -1.0525, -0.0154461, -1.16624, 0.0256619, -0.00950815, -0.488877, 1.03797, 0.0303759, -1.35267, -0.0189849, 0.0183503, -0.513688, -1.04659, -0.0134094, -1.17439, 0.0221108, -0.00771742, -0.488375, 1.04332, 0.0300618, -1.37616, -0.0304808, 
63.286, 0.0187548, -0.559619, -0.947045, -0.0129657, -1.30109, 0.023772, -0.00554642, -0.514232, 1.08789, 0.0208834, -1.33559, -0.0151879, 0.017625, -0.564013, -0.941443, -0.0107972, -1.30933, 0.0195161, -0.00637141, -0.515441, 1.05857, 0.0217805, -1.32381, -0.0210668, 
63.386, 0.0181336, -0.61287, -0.839293, -0.0113406, -1.43128, 0.0224772, -0.00316938, -0.545926, 1.1077, 0.00379698, -1.2549, -0.0104417, 0.0170824, -0.617154, -0.833855, -0.00900059, -1.43972, 0.0177406, -0.00462378, -0.546321, 1.09363, 0.0148655, -1.28574, -0.0149111, 
63.486, 0.0176867, -0.669083, -0.727834, -0.0099984, -1.55796, 0.021527, -0.00396173, -0.57445, 1.13068, 0.00854321, -1.2549, -0.00759396, 0.0166855, -0.673305, -0.722539, -0.00769853, -1.56671, 0.0164592, -0.00259452, -0.576077, 1.13741, 0.0107711, -1.25784, -0.00966752, 
63.586, 0.0173738, -0.728812, -0.610193, -0.00927888, -1.68318, 0.0207505, -0.00237704, -0.623576, 1.21704, 0.00379698, -1.25395, -0.00379698, 0.0164641, -0.733063, -0.604834, -0.00704518, -1.69204, 0.0154795, -0.00143153, -0.619582, 1.21709, 0.00502374, -1.24967, -0.00845088, 
63.686, 0.01722, -0.79313, -0.483697, -0.00889728, -1.80707, 0.0198829, -0, -0.653685, 1.26855, 0.0104417, -1.23402, -0.00379698, 0.0164247, -0.797136, -0.478604, -0.00677846, -1.81635, 0.0146079, 0.00144063, -0.646708, 1.28079, 0.00512415, -1.22364, -0.0029945, 
63.786, 0.017209, -0.857139, -0.354931, -0.00862579, -1.9227, 0.0192839, -0, -0.622784, 1.24477, -0, -1.04227, -0.0142387, 0.016681, -0.860883, -0.350302, -0.00698544, -1.93181, 0.0140985, -0.00420635, -0.608511, 1.23707, 0.00282588, -1.03038, -0.0129841, 
63.886, 0.0170251, -0.907236, -0.253405, -0.00717725, -2.00113, 0.0183223, -0.00633876, -0.354971, 0.733712, 0.0294266, -0.507846, -0.00664472, 0.0159459, -0.908705, -0.250501, -0.00524618, -2.01001, 0.0134618, -0.0142592, -0.327129, 0.713067, 0.031046, -0.503697, -0.00338508, 
63.986, 0.0157043, -0.924322, -0.215877, -0.00307935, -2.02162, 0.0180869, -0.0198086, 0.00713111, 0, 0.0569547, 0.107265, -0, 0.0139233, -0.922657, -0.215802, -0.000715392, -2.02892, 0.0135018, -0.0269463, 0.0579115, -0.049571, 0.0591137, 0.138399, -0.000103753, 
64.086, 0.012958, -0.901253, -0.267379, 0.00326066, -1.97124, 0.0178515, -0.0261474, 0.505516, -1.09344, 0.0598025, 0.957789, -0.00759396, 0.0109229, -0.891585, -0.273278, 0.00568041, -1.97454, 0.0131934, -0.029323, 0.578317, -1.13669, 0.0572558, 0.985694, -0.0123164, 
64.186, 0.0108314, -0.823675, -0.426207, 0.00669883, -1.8348, 0.0167257, -0.00792345, 0.955569, -1.84616, -0.0170864, 1.65074, -0.0151879, 0.00940231, -0.81131, -0.434721, 0.00861042, -1.83517, 0.0117578, 0.00269048, 0.921196, -1.86443, -0.00663911, 1.66256, -0.014386, 
64.285, 0.0105754, -0.733004, -0.603072, 0.00517149, -1.67007, 0.0160831, -0, 0.805815, -1.58865, -0.0360713, 1.5767, 0.00284774, 0.0104617, -0.724199, -0.610857, 0.00605898, -1.66914, 0.0110203, 0.0142461, 0.785524, -1.58389, -0.0319859, 1.57742, 0.000129871, 
64.386, 0.0107862, -0.662996, -0.742304, 0.00312681, -1.52675, 0.0161334, 0.00237704, 0.611691, -1.21704, -0.0132894, 1.28338, -0, 0.0118156, -0.655542, -0.749105, 0.00303721, -1.52459, 0.0114839, 0.0117569, 0.59594, -1.20047, -0.0269655, 1.31886, 0.00651102, 
