Time, q_r1, q_r2, q_r3, q_r4, q_r5, q_r6, dq_r1, dq_r2, dq_r3, dq_r4, dq_r5, dq_r6, q_n1, q_n2, q_n3, q_n4, q_n5, q_n6, dq_n1, dq_n2, dq_n3, dq_n4, dq_n5, dq_n6
8.486, 0.00997167, -0.0820632, -2.03363, -0.0124266, -0.103946, 0.0156322, -0, -0.120437, -0.0356555, 0.0132894, 0.449942, -0.0199342, 0.00987646, -0.0840975, -2.03418, -0.0132292, -0.0988104, 0.0191643, -0.00273329, -0.119366, -0.0320805, 0.0281475, 0.441366, -0.0308865, 
8.585, 0.00995344, -0.09403, -2.03594, -0.00927603, -0.0606815, 0.0127493, -0, -0.122021, -0.0134699, 0.042716, 0.422414, -0.0408176, 0.00964251, -0.096177, -2.03639, -0.00918922, -0.0556255, 0.0148605, -0.00175331, -0.121947, -0.0119028, 0.0535808, 0.421747, -0.0559405, 
8.686, 0.00994394, -0.106451, -2.03636, -0.00327015, -0.0195829, 0.00714117, -0, -0.12836, 0, 0.0768889, 0.398683, -0.0683457, 0.00957169, -0.108462, -2.03647, -0.00231318, -0.0145957, 0.00779569, 0.000537358, -0.123491, 0.010398, 0.0843366, 0.39853, -0.085519, 
8.786, 0.00995186, -0.118692, -2.03552, 0.00599449, 0.0191966, -0.00150835, -0, -0.123606, 0.0190163, 0.108214, 0.380647, -0.10062, 0.00979418, -0.120834, -2.03431, 0.00772753, 0.0240097, -0.00228398, 0.00404926, -0.123779, 0.0323709, 0.11573, 0.373837, -0.115072, 
8.886, 0.0100065, -0.131258, -2.03213, 0.0184068, 0.0554597, -0.0129173, 0.00237704, -0.129152, 0.0427867, 0.141438, 0.354069, -0.12625, 0.0104088, -0.133183, -2.03008, 0.020675, 0.0601955, -0.0150595, 0.00825317, -0.123025, 0.0508914, 0.14107, 0.350776, -0.138238, 
8.985, 0.0103789, -0.143505, -2.02686, 0.0328581, 0.0896638, -0.0262466, 0.00554642, -0.121229, 0.0586336, 0.147133, 0.322743, -0.13859, 0.0114462, -0.145409, -2.02431, 0.0355407, 0.0942962, -0.029519, 0.0123752, -0.121542, 0.0628834, 0.15335, 0.332821, -0.148134, 
9.086, 0.0113519, -0.155756, -2.02041, 0.0477072, 0.122459, -0.0398009, 0.0134699, -0.120437, 0.066557, 0.149032, 0.324642, -0.130996, 0.0128594, -0.157465, -2.01781, 0.0507309, 0.127005, -0.0440868, 0.0156619, -0.119955, 0.0657392, 0.147233, 0.323089, -0.140177, 
9.186, 0.0129271, -0.167717, -2.01399, 0.0612083, 0.154733, -0.0520433, 0.0166393, -0.115682, 0.0602183, 0.121503, 0.318947, -0.11296, 0.0145341, -0.169363, -2.01151, 0.0643311, 0.159197, -0.0569031, 0.0175392, -0.118251, 0.0588659, 0.121932, 0.322329, -0.113535, 
9.286, 0.0147059, -0.179586, -2.00865, 0.0713852, 0.187334, -0.0610877, 0.0158469, -0.122814, 0.0467484, 0.0844829, 0.335084, -0.0702442, 0.0163072, -0.181138, -2.00631, 0.0745521, 0.19175, -0.0662657, 0.0175937, -0.117466, 0.0442645, 0.0808302, 0.329835, -0.0721302, 
9.386, 0.0165172, -0.191511, -2.00497, 0.077167, 0.220993, -0.0657628, 0.0198086, -0.114098, 0.0261474, 0.0332236, 0.341728, -0.0227819, 0.0179833, -0.192867, -2.00282, 0.0801791, 0.225331, -0.0710632, 0.0156102, -0.11727, 0.0254727, 0.0317209, 0.342054, -0.0239481, 
9.486, 0.0180821, -0.203203, -2.00313, 0.0783555, 0.255773, -0.0662887, 0.0126775, -0.118852, 0.00713111, -0.00379698, 0.344576, 0.00759396, 0.0193651, -0.204605, -2.0012, 0.0809329, 0.260153, -0.0711296, 0.0118204, -0.117134, 0.00757668, -0.0148742, 0.353522, 0.0207067, 
9.586, 0.0191367, -0.21512, -2.00274, 0.0761228, 0.291536, -0.0638102, 0.00950815, -0.118059, 0, -0.0379698, 0.36451, 0.0398683, 0.0203118, -0.21636, -2.00107, 0.077586, 0.295865, -0.067328, 0.00712485, -0.11748, -0.00377457, -0.0490383, 0.359077, 0.0523482, 
9.686, 0.019849, -0.226663, -2.00276, 0.0711251, 0.327423, -0.0591086, 0.00475407, -0.118059, 0, -0.0569547, 0.356916, 0.05031, 0.0208005, -0.228068, -2.00169, 0.0716843, 0.331658, -0.0612277, 0.00286593, -0.116671, -0.00690926, -0.0659209, 0.3551, 0.066691, 
9.786, 0.0202325, -0.238467, -2.00279, 0.0650869, 0.362516, -0.0535441, 0.00316938, -0.115682, 0, -0.061701, 0.349322, 0.057904, 0.0209331, -0.23962, -2.00224, 0.0649321, 0.366586, -0.0544883, 8.41286e-05, -0.114562, -0.00287676, -0.067029, 0.342272, 0.0661653, 
9.886, 0.0203823, -0.249743, -2.00276, 0.0591883, 0.395944, -0.0482805, -0, -0.109344, 0, -0.0560055, 0.316099, 0.0512593, 0.0208712, -0.250901, -2.00217, 0.0586067, 0.399916, -0.0482984, -0.00107931, -0.11108, 0.00482066, -0.0585958, 0.323907, 0.0568839, 
9.986, 0.0204259, -0.260931, -2.00239, 0.0541383, 0.427429, -0.0440849, -0, -0.109344, 0.0087158, -0.0436653, 0.293317, 0.0379698, 0.0207538, -0.261797, -2.00125, 0.0533272, 0.431281, -0.0431956, -0.00115947, -0.107244, 0.0137103, -0.04708, 0.30355, 0.045277, 
10.086, 0.0204417, -0.271431, -2.00108, 0.0501486, 0.456896, -0.040885, -0, -0.0990432, 0.0166393, -0.0351221, 0.286672, 0.0265789, 0.0206565, -0.272274, -1.99951, 0.0491782, 0.460614, -0.0392175, -0.000766897, -0.102652, 0.021155, -0.0363856, 0.283513, 0.0347717, 
10.186, 0.0204481, -0.28149, -1.99876, 0.047074, 0.484366, -0.03849, -0, -0.0998355, 0.0261474, -0.0265789, 0.274332, 0.0218326, 0.0206029, -0.282296, -1.9971, 0.0459829, 0.488011, -0.0361704, -0.000328742, -0.0981192, 0.027074, -0.0280501, 0.264797, 0.026697, 
10.286, 0.020452, -0.291311, -1.99582, 0.0446696, 0.510065, -0.0366029, -0, -0.0927044, 0.0324862, -0.0227819, 0.248702, 0.0161372, 0.0205882, -0.291864, -1.99418, 0.0435022, 0.513608, -0.0338144, 5.37787e-06, -0.0934802, 0.0312958, -0.0219871, 0.247487, 0.0208441, 
10.386, 0.0204576, -0.300354, -1.99257, 0.0426743, 0.534243, -0.0351145, -0, -0.0887427, 0.0340709, -0.0170864, 0.230667, 0.0132894, 0.0206011, -0.300954, -1.99091, 0.0415363, 0.537531, -0.0319564, 0.000207176, -0.0889981, 0.0344056, -0.0177041, 0.231267, 0.0166793, 
10.486, 0.0204639, -0.309156, -1.98891, 0.0411308, 0.556707, -0.0338453, -0, -0.0863657, 0.0356555, -0.0113909, 0.220225, 0.0123402, 0.0206294, -0.309589, -1.9874, 0.039936, 0.55988, -0.0304539, 0.000332052, -0.0840563, 0.0360201, -0.0145348, 0.21594, 0.013595, 
10.586, 0.0204734, -0.317446, -1.98527, 0.0398142, 0.577607, -0.0326958, -0, -0.0831963, 0.0372402, -0.0123402, 0.203139, 0.0113909, 0.0206667, -0.317735, -1.98376, 0.0386088, 0.58073, -0.0292163, 0.000379898, -0.0796162, 0.03741, -0.0122079, 0.20124, 0.0113854, 
10.685, 0.0204821, -0.325007, -1.9815, 0.0386229, 0.597225, -0.0317086, -0, -0.0713111, 0.0356555, -0.0104417, 0.180357, 0.00664472, 0.0207078, -0.325401, -1.98006, 0.037488, 0.600144, -0.0281803, 0.000403704, -0.0746594, 0.0376272, -0.0103919, 0.187025, 0.00955305, 
10.786, 0.0204932, -0.332324, -1.97771, 0.037574, 0.615392, -0.0308866, -0, -0.0728958, 0.0364479, -0.00949246, 0.17656, 0.00759396, 0.0207489, -0.332615, -1.97632, 0.036528, 0.618165, -0.027302, 0.000408594, -0.0697802, 0.0372684, -0.00890216, 0.173499, 0.00809648, 
10.886, 0.0205083, -0.339263, -1.97404, 0.0366599, 0.632165, -0.0301575, -0, -0.0673494, 0.0404096, -0.00854321, 0.157575, 0.00284774, 0.0207904, -0.339323, -1.97267, 0.0357034, 0.634854, -0.0265546, 0.000374071, -0.0653729, 0.0370574, -0.0077856, 0.160218, 0.00700003, 
10.986, 0.0205249, -0.345593, -1.97037, 0.03591, 0.647766, -0.0295946, -0, -0.0610106, 0.0364479, -0.00759396, 0.148082, 0.00569547, 0.0208287, -0.345585, -1.96906, 0.0349832, 0.650243, -0.0259102, 0.000357388, -0.0605683, 0.0358899, -0.00675526, 0.147511, 0.00596075, 
11.086, 0.0205439, -0.35129, -1.96685, 0.0352104, 0.662033, -0.0290251, -0, -0.0522948, 0.0348632, -0.00664472, 0.137641, 0.00474623, 0.0208661, -0.35135, -1.96561, 0.0343604, 0.664386, -0.0253576, 0.000318678, -0.0560158, 0.0347111, -0.00597294, 0.135045, 0.00521548, 
11.186, 0.0205709, -0.356729, -1.96338, 0.0345734, 0.675072, -0.0285305, -0, -0.0522948, 0.0356555, -0.00664472, 0.127199, -0, 0.0208996, -0.35667, -1.9623, 0.033812, 0.677317, -0.0248775, 0.000305744, -0.050871, 0.0323808, -0.00523437, 0.123097, 0.00457037, 
11.286, 0.0206002, -0.361784, -1.96023, 0.0340608, 0.687001, -0.0280531, -0, -0.0507101, 0.0269397, -0.00474623, 0.11296, 0.00474623, 0.0209295, -0.36155, -1.95915, 0.0333308, 0.689075, -0.0244609, 0.000262597, -0.0469268, 0.0310751, -0.00458338, 0.11174, 0.00393454, 
11.386, 0.0206295, -0.36636, -1.95726, 0.0336536, 0.697629, -0.0276117, -0, -0.041202, 0.0301091, -0.00474623, 0.102519, 0.00569547, 0.0209567, -0.365978, -1.95621, 0.0329097, 0.699714, -0.0241012, 0.000252736, -0.0424662, 0.0285817, -0.00389896, 0.101268, 0.00329922, 
11.486, 0.0206667, -0.370394, -1.95453, 0.0332274, 0.707405, -0.0272035, -0, -0.0388249, 0.0261474, -0.00379698, 0.0911276, -0, 0.0209803, -0.36998, -1.95348, 0.0325397, 0.709271, -0.0237874, 0.000220516, -0.0378978, 0.0262414, -0.0034706, 0.090175, 0.00292801, 
11.586, 0.0207087, -0.373936, -1.95202, 0.0328524, 0.716156, -0.0268295, -0, -0.0332785, 0.0253551, -0.00474623, 0.0730919, 0.00474623, 0.0210011, -0.37355, -1.951, 0.0322163, 0.7178, -0.0235164, 0.000188776, -0.0338896, 0.0236507, -0.00299804, 0.0806744, 0.00255308, 
11.686, 0.0207444, -0.377004, -1.94975, 0.0324879, 0.723688, -0.0264887, -0, -0.0301091, 0.0221857, -0, 0.0683457, 0.00379698, 0.021019, -0.37672, -1.94876, 0.0319354, 0.725338, -0.0232834, 0.000185356, -0.0294394, 0.0206132, -0.00253666, 0.0710832, 0.00211861, 
11.786, 0.0207777, -0.379887, -1.94772, 0.0321785, 0.730214, -0.0261688, -0, -0.0277321, 0.0190163, -0, 0.0654979, 0.00284774, 0.0210335, -0.379506, -1.94675, 0.0316901, 0.731935, -0.0230821, 0.000157843, -0.0253986, 0.017984, -0.00220921, 0.0617532, 0.0017759, 
11.886, 0.0208086, -0.382439, -1.94591, 0.0318994, 0.736176, -0.0258698, -0, -0.0253551, 0.0174316, -0, 0.0560055, -0, 0.0210455, -0.381915, -1.945, 0.0314793, 0.737639, -0.0229099, 3.49556e-05, -0.0234135, 0.0179645, -0.00216699, 0.0523478, 0.00172695, 
11.986, 0.0208323, -0.384612, -1.94436, 0.0316744, 0.741255, -0.0255936, -0, -0.0174316, 0.0134699, -0, 0.0484115, -0, 0.0210547, -0.383972, -1.94349, 0.0312982, 0.742511, -0.0227637, 0.000133293, -0.0180954, 0.0126687, -0.00150836, 0.045218, 0.00122143, 
12.086, 0.0208561, -0.386376, -1.94302, 0.0315102, 0.745595, -0.025304, -0, -0.0158469, 0.0110928, -0, 0.0370206, 0.00379698, 0.0210607, -0.385712, -1.94219, 0.0311422, 0.746589, -0.0226388, 8.35557e-05, -0.0153662, 0.0110184, -0.00131729, 0.0375193, 0.00109941, 
12.186, 0.0208775, -0.387977, -1.9419, 0.0313802, 0.748969, -0.0250601, -0, -0.0158469, 0.0103005, -0, 0.0303759, 0.00284774, 0.0210654, -0.387129, -1.94114, 0.0310143, 0.749944, -0.0225362, 2.32781e-05, -0.0128463, 0.00990985, -0.00122775, 0.029662, 0.000934087, 
12.286, 0.0208934, -0.38918, -1.94101, 0.0312587, 0.751658, -0.0248361, -0, -0.0118852, 0.0087158, -0, 0.0246804, -0, 0.0210668, -0.388284, -1.94026, 0.030905, 0.752622, -0.0224505, 3.2991e-05, -0.00979774, 0.00698891, -0.000893276, 0.0240839, 0.000731926, 
12.386, 0.02091, -0.390126, -1.94034, 0.0311932, 0.753789, -0.0246063, -0, -0.00950815, 0.0087158, -0, 0.0170864, -0, 0.0210682, -0.389149, -1.93963, 0.0308206, 0.754712, -0.0223828, -5.18606e-06, -0.00774993, 0.00563946, -0.000760567, 0.0183553, 0.000606697, 
12.485, 0.0209227, -0.390805, -1.93978, 0.031121, 0.755333, -0.0243804, -0, -0.00792345, 0.00475407, -0, 0.0113909, -0, 0.0210672, -0.389811, -1.93913, 0.030752, 0.756251, -0.0223293, -4.03662e-06, -0.00532652, 0.00375355, -0.000569701, 0.0131789, 0.000398266, 
12.586, 0.0209306, -0.391289, -1.93937, 0.0310897, 0.756355, -0.0242096, -0, -0, 0, -0, 0.00569547, 0.00379698, 0.0210652, -0.390268, -1.93879, 0.0306995, 0.75733, -0.0222876, -2.16304e-05, -0.00332252, 0.00244757, -0.000507103, 0.00834367, 0.000407574, 
12.686, 0.0209393, -0.39155, -1.9391, 0.0310726, 0.75709, -0.0240786, -0, -0, 0, -0, 0.00569547, 0.00284774, 0.021063, -0.390554, -1.93859, 0.0306627, 0.758021, -0.0222594, -3.93585e-05, -0.00227005, 0.00192813, -0.000378855, 0.00478132, 0.000267242, 
12.786, 0.0209441, -0.391701, -1.93891, 0.0310574, 0.757594, -0.0239912, -0, -0, 0, -0, 0.00569547, 0.00284774, 0.0210596, -0.390724, -1.93846, 0.0306348, 0.7584, -0.0222379, -0.000106238, -0.002073, 0.00225108, -0.00046075, 0.00206347, 0.00033671, 
12.886, 0.020952, -0.391767, -1.93879, 0.0310413, 0.757882, -0.0239352, 0.00237704, -0, 0, -0, -0, -0, 0.021058, -0.390769, -1.93844, 0.0306214, 0.75856, -0.0222282, -4.29434e-05, -0.000102252, 0.000117247, -0.000176788, 0.000280568, 0.000141786, 
12.986, 0.0209552, -0.391792, -1.93872, 0.0310251, 0.758018, -0.0238593, -0, -0, 0, -0, -0, -0, 0.0210547, -0.390783, -1.93841, 0.030611, 0.758531, -0.0222206, -4.7069e-06, 0.000392103, -0.000177802, -7.35664e-05, -0.000604686, 7.75481e-05, 
13.086, 0.0209607, -0.391799, -1.93871, 0.0310194, 0.758163, -0.0238118, -0, -0, 0, -0, -0, -0, 0.0210549, -0.390781, -1.93841, 0.0306119, 0.758522, -0.0222212, -2.0183e-05, -0.00027194, 0.000286383, -4.89481e-05, 7.08902e-05, 5.03334e-06, 
13.186, 0.0209647, -0.391802, -1.93868, 0.0310166, 0.758272, -0.0237511, -0, -0, 0, -0, -0, -0, 0.0210549, -0.390783, -1.9384, 0.0306122, 0.758522, -0.0222213, 7.4586e-05, 0.0011674, -0.00173494, 0.000205917, 0.000479724, -0.000161669, 
13.286, 0.0209702, -0.391803, -1.93867, 0.0310109, 0.758356, -0.0236837, -0, -0, 0, -0, -0, -0, 0.0210555, -0.39077, -1.93842, 0.0306134, 0.758527, -0.0222219, -4.52346e-05, -0.000559551, 0.00107952, -0.000150337, -0.000645412, 8.13152e-05, 
13.386, 0.0209734, -0.391803, -1.93865, 0.0310005, 0.758426, -0.0236429, -0, -0, 0, -0, -0, -0, 0.0210549, -0.39078, -1.93841, 0.0306118, 0.758523, -0.022221, 3.31085e-05, 0.000451028, -0.000769197, 0.000108847, 0.000357207, -0.000107044, 
13.486, 0.0209781, -0.391804, -1.93863, 0.0309967, 0.758483, -0.023602, -0, -0, 0, -0, -0, -0, 0.0210544, -0.390788, -1.9384, 0.0306105, 0.758519, -0.0222206, 5.51598e-06, -3.57925e-05, -8.89365e-05, 4.45476e-05, 0.000229088, -9.40157e-06, 
13.586, 0.0209837, -0.391805, -1.93861, 0.0309919, 0.758525, -0.023566, -0, -0.00237704, 0, -0, -0, -0, 0.0210547, -0.390785, -1.9384, 0.0306115, 0.75852, -0.0222215, 2.70066e-05, 0.000419016, -0.000717702, 7.97969e-05, 0.000324713, -5.49722e-05, 
13.686, 0.0209876, -0.391802, -1.9386, 0.0309853, 0.758554, -0.0235375, -0, -0, 0, -0, -0, -0, 0.0210549, -0.390785, -1.9384, 0.0306123, 0.75852, -0.0222221, 7.8011e-05, 0.00113838, -0.00178347, 0.000228327, 0.000627675, -0.000153176, 
13.786, 0.02099, -0.391802, -1.93859, 0.0309786, 0.758591, -0.0235157, -0, -0, 0, -0, -0, -0, 0.0210557, -0.39077, -1.93842, 0.0306143, 0.758527, -0.0222225, 3.13382e-05, 0.000573786, -0.000849361, 7.28678e-05, 0.000223006, -4.61728e-05, 
13.885, 0.0209948, -0.391802, -1.93858, 0.0309767, 0.75861, -0.0234786, -0, -0, 0, -0, -0, -0, 0.0210548, -0.390781, -1.93841, 0.0306116, 0.758521, -0.0222213, -7.6101e-05, -0.00120396, 0.00186547, -0.000211951, -0.000614701, 0.000133487, 
13.986, 0.0209987, -0.391801, -1.93856, 0.030972, 0.758621, -0.0234464, -0, -0, 0, -0, -0, -0, 0.0210554, -0.390778, -1.93841, 0.0306138, 0.758522, -0.0222229, 4.97814e-05, 0.000767111, -0.00128613, 0.000141102, 0.000554402, -9.59876e-05, 
14.086, 0.0210011, -0.391801, -1.93854, 0.0309691, 0.758631, -0.0234207, -0, -0, 0, -0, -0, -0, 0.0210557, -0.390772, -1.93842, 0.0306144, 0.758526, -0.0222232, 4.56708e-05, 0.000852887, -0.00128667, 0.000110293, 0.000369846, -9.82151e-05, 
14.186, 0.0210051, -0.3918, -1.93853, 0.0309606, 0.758637, -0.0234084, -0, -0, 0, -0, -0, -0, 0.021055, -0.390779, -1.93841, 0.0306119, 0.758523, -0.0222209, -4.63231e-05, -0.000686157, 0.00119218, -0.000140543, -0.00056979, 0.000107556, 
14.286, 0.021009, -0.3918, -1.93852, 0.0309539, 0.758646, -0.0233951, -0, -0, 0, -0, 0.00379698, -0, 0.0210542, -0.390793, -1.93839, 0.0306104, 0.758517, -0.0222196, 5.78846e-05, 0.000764265, -0.00122103, 0.000186435, 0.000466397, -0.000122017, 
14.385, 0.0210209, -0.391823, -1.93853, 0.0309596, 0.759405, -0.0233961, -0, -0, 0, -0, 0.0237311, -0, 0.0211328, -0.391016, -1.9387, 0.0307427, 0.759576, -0.022328, 0.00201207, -0.00810088, -0.00511684, 0.00320465, 0.0299795, -0.00244559, 
14.486, 0.0210281, -0.392505, -1.93855, 0.030952, 0.761516, -0.0232166, -0, -0.00633876, 0, -0, -0, 0.00474623, 0.0210937, -0.391903, -1.93911, 0.0306499, 0.762248, -0.0221995, -0.00258743, -0.00160756, -0.00137011, -0.00478527, 0.000816475, 0.00387583, 
14.586, 0.0210249, -0.392324, -1.93835, 0.0306141, 0.755984, -0.0227382, -0, 0.0103005, 0.0126775, -0, -0.129097, -0, 0.0208091, -0.390425, -1.9381, 0.0300221, 0.755492, -0.0217797, -0.00191451, 0.0311937, 0.0228818, -0.00482073, -0.136942, 0.00212458, 
14.686, 0.0210178, -0.388863, -1.93576, 0.0305334, 0.73727, -0.0226395, -0, 0.0507101, 0.041202, -0, -0.245855, -0, 0.0206, -0.38569, -1.93472, 0.0297669, 0.735662, -0.0217654, -0.00348093, 0.0585821, 0.0471149, -0.00281971, -0.254928, 7.85818e-05, 
14.786, 0.0210082, -0.382199, -1.93033, 0.0305107, 0.707946, -0.0226556, -0, 0.0792345, 0.0681417, -0, -0.328439, -0, 0.0203729, -0.378575, -1.929, 0.0298761, 0.705148, -0.0220863, -0.00200021, 0.0773744, 0.0670933, 0.00395235, -0.338828, -0.00570672, 
14.885, 0.0209979, -0.374133, -1.92314, 0.0306227, 0.674496, -0.022799, -0, 0.0792345, 0.0705187, 0.00379698, -0.333185, -0, 0.0202246, -0.370957, -1.92187, 0.0305831, 0.670662, -0.0229059, -0.00106547, 0.0733288, 0.0736867, 0.00935162, -0.345067, -0.0101681, 
14.986, 0.0209734, -0.366852, -1.91517, 0.030822, 0.638788, -0.0230164, -0, 0.0752728, 0.0919121, -0, -0.412922, 0.00379698, 0.0200156, -0.36356, -1.91376, 0.0313741, 0.634104, -0.0238061, -0.00602833, 0.0802414, 0.0959066, 0.000976854, -0.421741, -0.0034572, 
15.086, 0.0207888, -0.356935, -1.90312, 0.0306787, 0.58454, -0.0229347, -0.00237704, 0.123606, 0.153715, -0, -0.654979, -0, 0.0193097, -0.353023, -1.90132, 0.0310593, 0.579187, -0.0239372, -0.00711805, 0.126298, 0.155856, -0.00364168, -0.673034, -0.00191873, 
15.186, 0.0203688, -0.343139, -1.88436, 0.0306046, 0.506936, -0.0229461, -0.00554642, 0.139453, 0.221064, -0, -0.871407, -0, 0.0184648, -0.339293, -1.8821, 0.030727, 0.500904, -0.0241749, -0.00805574, 0.143588, 0.226031, -0.000955912, -0.874605, -0.00422314, 
15.286, 0.0195171, -0.329208, -1.8589, 0.0304708, 0.413618, -0.0229281, -0.0118852, 0.135491, 0.288414, -0, -0.985317, -0, 0.0173726, -0.325423, -1.85629, 0.0303318, 0.40707, -0.0243139, -0.01246, 0.13285, 0.287517, -0.00780652, -0.995065, 0.00232115, 
15.385, 0.0183166, -0.316683, -1.82833, 0.0295329, 0.312644, -0.0224516, -0.0126775, 0.106174, 0.316938, -0.0180357, -1.0043, 0.0104417, 0.0160869, -0.313465, -1.82558, 0.0290428, 0.305773, -0.023529, -0.0133077, 0.102749, 0.317915, -0.0182143, -1.00318, 0.0140142, 
15.486, 0.0170663, -0.307964, -1.79632, 0.0267982, 0.215621, -0.0203158, -0.0110928, 0.0689341, 0.321692, -0.0550562, -0.946398, 0.0417668, 0.0147422, -0.305249, -1.79357, 0.0259107, 0.20853, -0.0207745, -0.0135028, 0.0631778, 0.318487, -0.0498195, -0.938655, 0.0463629, 
15.586, 0.0158025, -0.302533, -1.76559, 0.0193532, 0.125843, -0.0134138, -0.0126775, 0.0388249, 0.29396, -0.115808, -0.860966, 0.101569, 0.0134788, -0.300421, -1.76292, 0.0180076, 0.118611, -0.0131363, -0.011161, 0.0340982, 0.291269, -0.114509, -0.857733, 0.113029, 
15.686, 0.0147733, -0.299884, -1.73818, 0.00408555, 0.0444237, 0.00130711, -0.00792345, 0.0142622, 0.250381, -0.192697, -0.763193, 0.189849, 0.012699, -0.298301, -1.73572, 0.00229132, 0.037153, 0.00258336, -0.00357515, 0.00986114, 0.249499, -0.202711, -0.769592, 0.204927, 
15.786, 0.014427, -0.299244, -1.71536, -0.0195744, -0.0280388, 0.024856, -0, -0, 0.197294, -0.273383, -0.688203, 0.270535, 0.0129394, -0.298289, -1.71309, -0.0218933, -0.0352986, 0.0272305, 0.00865886, -0.00752372, 0.203537, -0.272039, -0.682442, 0.279002, 
15.885, 0.0146251, -0.299637, -1.69601, -0.0480859, -0.0932074, 0.0537007, 0.00475407, -0.0118852, 0.186201, -0.285723, -0.64169, 0.295215, 0.0144575, -0.299765, -1.69388, -0.050748, -0.100368, 0.0570418, 0.0212095, -0.0210091, 0.185804, -0.287191, -0.625243, 0.298877, 
15.986, 0.0159808, -0.30171, -1.67669, -0.0737516, -0.154563, 0.0802872, 0.0221857, -0.0309015, 0.208387, -0.209783, -0.619857, 0.216428, 0.0170288, -0.302436, -1.67448, -0.0764267, -0.161784, 0.084008, 0.029041, -0.0332477, 0.210836, -0.211949, -0.611129, 0.225536, 
16.086, 0.0184727, -0.305368, -1.65271, -0.0881061, -0.216768, 0.0959754, 0.0237704, -0.043579, 0.273359, -0.0673964, -0.642639, 0.0835336, 0.0199655, -0.306426, -1.65024, -0.0905921, -0.224069, 0.0994672, 0.0280273, -0.047204, 0.27948, -0.0657356, -0.64021, 0.0774786, 
16.186, 0.020616, -0.310805, -1.62078, -0.0878897, -0.283155, 0.0969389, 0.0198086, -0.06418, 0.358932, 0.0654979, -0.701492, -0.0560055, 0.0222682, -0.312033, -1.61799, -0.0892439, -0.290428, 0.0990336, 0.0165136, -0.0650105, 0.363057, 0.0848838, -0.685374, -0.0787227, 
16.286, 0.0219305, -0.31807, -1.58179, -0.0759226, -0.353007, 0.0862893, 0.00633876, -0.0808192, 0.401719, 0.153778, -0.711934, -0.145235, 0.0230912, -0.319414, -1.57868, -0.0759244, -0.360229, 0.0860128, 0.000335284, -0.082322, 0.414905, 0.164907, -0.703627, -0.16476, 
16.385, 0.0221191, -0.326619, -1.53989, -0.0600341, -0.422496, 0.0710928, -0, -0.0879503, 0.418358, 0.149981, -0.683457, -0.148082, 0.0225402, -0.328262, -1.53685, -0.0591243, -0.429599, 0.069044, -0.00962787, -0.0941152, 0.415044, 0.159736, -0.67748, -0.162591, 
16.486, 0.0219923, -0.336401, -1.49973, -0.0466402, -0.48789, 0.0583112, -0.00316938, -0.100628, 0.388249, 0.119605, -0.623654, -0.109163, 0.021456, -0.33792, -1.4968, -0.0452147, -0.49483, 0.0548434, -0.0109396, -0.100199, 0.385106, 0.116676, -0.625125, -0.119291, 
16.586, 0.0216936, -0.346508, -1.46266, -0.0374411, -0.548, 0.0496807, -0.00316938, -0.10142, 0.354178, 0.0778381, -0.577141, -0.0692949, 0.0204787, -0.347966, -1.45996, -0.0356932, -0.554812, 0.0451093, -0.0084594, -0.101683, 0.353125, 0.0764348, -0.575136, -0.0780522, 
16.686, 0.0212317, -0.35669, -1.42849, -0.0313764, -0.603447, 0.0441589, -0.00554642, -0.10459, 0.329616, 0.046513, -0.544867, -0.0455638, 0.0197614, -0.358223, -1.42594, -0.0294653, -0.610118, 0.0387718, -0.00604375, -0.103524, 0.328846, 0.0506164, -0.532917, -0.0513213, 
16.786, 0.0207975, -0.367302, -1.39646, -0.0273316, -0.655022, 0.0404369, -0.00237704, -0.10459, 0.312976, 0.0370206, -0.5031, -0.0351221, 0.0192404, -0.368611, -1.39401, -0.0252185, -0.661635, 0.0344817, -0.00453086, -0.104392, 0.3109, 0.0358164, -0.498764, -0.0360047, 
16.886, 0.0204053, -0.377655, -1.36594, -0.0244459, -0.703587, 0.03776, -0.00316938, -0.0998355, 0.304261, 0.0246804, -0.464181, -0.0208834, 0.0188357, -0.379098, -1.36365, -0.0221175, -0.710006, 0.0313767, -0.00365884, -0.105084, 0.296674, 0.0270399, -0.469483, -0.0269961, 
16.986, 0.0200495, -0.388285, -1.33675, -0.022218, -0.749284, 0.0356518, -0.00316938, -0.107759, 0.285244, 0.0161372, -0.445196, -0.0208834, 0.0184994, -0.389625, -1.33458, -0.0197182, -0.755634, 0.0289943, -0.00311608, -0.105293, 0.284766, 0.0213901, -0.443713, -0.0211125, 
